Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
0, -0.8417, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.11612, 0.019124, 2.0493, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.4873, 27.813
1, -0.8581, 4.7879, 0.001831, 0.032859, 0.19832, 0.01805, 0.027671, 0.2218, 0.01, 2.0493, 0.226, 9.3369, 1, 0.01, 11.251, 1.4002, 1.126, 26.916
2, -0.8596, 5.7432, 0.0027344, 0.029894, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 6.7053, 1, 0.01, 12.864, 1.4002, 1.126, 31.4
3, -0.8602, 4.6745, 0.001831, 0.032859, 0.19832, 0.01805, 0.034412, 0.2218, 0.014784, 1.9562, 0.226, 9.3369, 1, 0.01, 13.862, 1.4002, 1.126, 27.813
4, -0.8605, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 1.2396, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
5, -0.8606, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 1.1597, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
6, -0.8613, 5.7432, 0.0026892, 0.032859, 0.19832, 0.01805, 0.04843, 0.21587, 0.019124, 1.1438, 0.30408, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
7, -0.8615, 5.7432, 0.001831, 0.032859, 0.19832, 0.013329, 0.04843, 0.19735, 0.019124, 2.0493, 0.16204, 9.3369, 0.71913, 0.01, 12.864, 1.4002, 1.126, 27.813
8, -0.8620, 5.9438, 0.001831, 0.032859, 0.19832, 0.01805, 0.046918, 0.2218, 0.019124, 2.0493, 0.226, 6.3629, 1, 0.01, 12.864, 1.4002, 1.126, 28.082
9, -0.8624, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.15702, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
10, -0.8627, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 9.3369, 1, 0.01, 12.864, 1.6768, 1.126, 27.813
11, -0.8630, 5.7432, 0.001831, 0.035002, 0.19832, 0.020105, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 7.5235, 0.6445, 0.01, 12.864, 1.4002, 1.126, 27.813
12, -0.8632, 5.7432, 0.0024921, 0.032859, 0.14925, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
13, -0.8639, 5.7432, 0.001831, 0.032859, 0.19832, 0.021872, 0.04843, 0.2218, 0.019124, 2.3294, 0.22477, 8.0952, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
14, -0.8640, 5.7432, 0.001831, 0.032859, 0.16721, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.1165, 27.813
15, -0.8641, 5.7432, 0.001831, 0.032859, 0.15216, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 9.3369, 0.8718, 0.01, 12.864, 1.4002, 1.126, 27.813
16, -0.8641, 5.7432, 0.0011146, 0.032859, 0.19832, 0.01805, 0.04843, 0.23417, 0.019124, 1.0586, 0.17093, 9.3369, 1, 0.01, 9.225, 2.0348, 1.126, 27.813
17, -0.8641, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.018363, 2.0493, 0.21143, 4.9048, 1, 0.01, 12.864, 1.4002, 1.126, 33.547
18, -0.8645, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.048775, 0.2218, 0.019124, 1.8005, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
19, -0.8646, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.1174, 0.226, 12.059, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
20, -0.8649, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.24759, 12.558, 1, 0.01, 16.014, 1.4002, 1.126, 27.813
21, -0.8649, 5.7432, 0.001831, 0.032859, 0.1122, 0.017218, 0.04843, 0.2159, 0.019124, 2.0493, 0.18089, 8.2358, 1, 0.01, 12.864, 2.0581, 1.126, 27.813
22, -0.8652, 5.7432, 0.001831, 0.044337, 0.19832, 0.01805, 0.04843, 0.2218, 0.014024, 2.0493, 0.226, 9.3369, 0.58825, 0.01, 16.012, 1.6799, 1.126, 27.813
23, -0.8652, 5.7432, 0.001831, 0.032859, 0.19832, 0.0094818, 0.028692, 0.2218, 0.019124, 2.0493, 0.226, 8.1471, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
24, -0.8653, 5.7432, 0.001831, 0.041241, 0.28312, 0.01805, 0.037214, 0.2218, 0.019124, 2.0493, 0.226, 10.684, 1, 0.01, 7.1395, 1.4002, 1.126, 22.613
25, -0.8654, 5.7432, 0.001831, 0.032859, 0.18287, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.226, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
26, -0.8656, 5.7432, 0.001831, 0.032859, 0.19832, 0.023636, 0.04843, 0.2218, 0.019124, 2.0493, 0.32029, 9.3369, 1, 0.01, 12.864, 1.4002, 1.126, 27.813
27, -0.8657, 6.9888, 0.0018042, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.9497, 0.226, 9.3369, 1, 0.01, 15.989, 1.4002, 1.126, 27.813
28, -0.8659, 5.7432, 0.001831, 0.032859, 0.19832, 0.01805, 0.04843, 0.2218, 0.019124, 2.0493, 0.16631, 9.3369, 1, 0.010585, 12.864, 1.4002, 1.126, 27.813
