Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus, eDLoop
0, -2.5256, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.16674, 0.32713, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1, -2.5257, 3.9666, 0.035802, 0.052633, 173.82, 2.0952, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.31663, 0.32335, 0.019454, 10.251, 1.2618, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
2, -2.5273, 2.7566, 0.035802, 0.052633, 173.82, 2.6317, 150.22, 5.2567, 3.5761, 1.5942, 0.14473, 0.35456, 0.32335, 0.019454, 7.3185, 1.7992, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
3, -2.5314, 3.3657, 0.035802, 0.052633, 173.82, 2.2737, 109.92, 5.2567, 2.8753, 1.5942, 0.14473, 0.30574, 0.24327, 0.019454, 7.3185, 1.5305, 32.358, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
4, -2.5375, 3.5692, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.1159, 1.5942, 0.14473, 0.36319, 0.32335, 0.019454, 7.3185, 2.2075, 37.844, 0.087074, 0.069107,1e-26,3.4782, 0.14683, 1e-26
5, -2.5383, 3.9666, 0.035802, 0.052633, 217.44, 2.2737, 150.22, 4.9231, 2.8753, 1.8026, 0.19779, 0.38135, 0.32335, 0.022985, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
6, -2.5436, 3.9666, 0.050354, 0.052633, 173.82, 3.3864, 150.22, 5.2567, 3.7339, 1.4651, 0.14473, 0.38135, 0.32335, 0.027686, 7.3185, 1.5305, 37.844, 0.087074, 0.095685,1e-26,3.5798, 0.093923, 1e-26
7, -2.5448, 3.9666, 0.035802, 0.03306, 173.82, 3.0125, 150.22, 3.9166, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.10181,1e-26,3.5139, 0.14683, 1e-26
8, -2.5449, 3.9666, 0.035802, 0.052633, 149.66, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.16617, 0.38135, 0.36519, 0.019454, 6.2609, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.2619, 0.14683, 1e-26
9, -2.5455, 3.9666, 0.033338, 0.052633, 173.82, 2.2737, 129.22, 5.2567, 3.5897, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.095601,1e-26,3.5139, 0.14683, 1e-26
10, -2.5471, 3.9666, 0.045409, 0.048011, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.35474, 0.32335, 0.026405, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.1055, 0.14683, 1e-26
11, -2.5477, 3.9666, 0.035802, 0.039442, 173.82, 1.7453, 150.22, 5.2567, 2.8753, 1.5942, 0.098475, 0.28548, 0.32335, 0.019454, 9.6429, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
12, -2.5479, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 163.49, 5.2567, 2.8753, 1.5942, 0.14473, 0.3642, 0.32335, 0.012205, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
13, -2.5483, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.17044, 0.38135, 0.32335, 0.019454, 3.7246, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
14, -2.5484, 3.9666, 0.035802, 0.078319, 249.02, 2.2737, 150.22, 4.8705, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.7894, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
15, -2.5492, 5.6695, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 4.9359, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.084, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
16, -2.5497, 3.9666, 0.023266, 0.066574, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.41437, 0.019454, 7.3185, 2.2844, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
17, -2.5503, 4.1015, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.17674, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
18, -2.5504, 5.5574, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.36528, 0.45298, 0.02504, 7.3185, 1.5305, 37.844, 0.087074, 0.06741,1e-26,4.2667, 0.14683, 1e-26
19, -2.5509, 3.9666, 0.035802, 0.042418, 173.82, 2.2737, 150.22, 5.1064, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.024773, 8.2387, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
20, -2.5510, 2.268, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14908, 0.38135, 0.16919, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
21, -2.5512, 5.9259, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.33402, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.099676,1e-26,3.5139, 0.14683, 1e-26
22, -2.5512, 3.9666, 0.035802, 0.065949, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.8857, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.18246, 1e-26
23, -2.5513, 4.2754, 0.035802, 0.066056, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.8599, 37.844, 0.087074, 0.099205,1e-26,3.5139, 0.14683, 1e-26
24, -2.5513, 3.9666, 0.047339, 0.052633, 173.82, 2.2737, 161.73, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.1843, 0.019454, 10.297, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
25, -2.5514, 3.1413, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 4.6567, 2.8753, 1.6477, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.1439, 37.844, 0.087074, 0.091526,1e-26,3.5139, 0.14683, 1e-26
26, -2.5518, 3.9666, 0.035214, 0.052633, 131.9, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
27, -2.5519, 2.2103, 0.035802, 0.052633, 204.67, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.026897, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
28, -2.5520, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.1279, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.0091, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.090115, 1e-26
29, -2.5522, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 155.13, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.45783, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.0814, 0.18618, 1e-26
30, -2.5523, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.3271, 1.5942, 0.14473, 0.36937, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
31, -2.5524, 3.9666, 0.035802, 0.052633, 173.82, 2.1215, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 3.8123, 1.5305, 37.844, 0.087074, 0.05,1e-26,4.6753, 0.14683, 1e-26
32, -2.5526, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.8781, 37.844, 0.085688, 0.069107,1e-26,3.5139, 0.14683, 1e-26
33, -2.5526, 3.9666, 0.042479, 0.052633, 144.96, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
34, -2.5527, 4.7636, 0.035802, 0.052633, 202.12, 2.2737, 150.22, 5.2567, 3.1227, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.207, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.7536, 0.14683, 1e-26
35, -2.5527, 3.8372, 0.035802, 0.052633, 136.46, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.3836, 0.32335, 0.019454, 10.152, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
36, -2.5532, 3.9666, 0.035802, 0.052633, 145.75, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5518, 0.17506, 1e-26
37, -2.5535, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.33221, 0.32335, 0.012687, 7.3185, 1.8436, 37.844, 0.087074, 0.069107,1e-26,2.6209, 0.14683, 1e-26
38, -2.5535, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.2049, 1.5942, 0.14473, 0.38135, 0.29897, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.1996, 0.10162, 1e-26
39, -2.5535, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.29595, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.0801, 0.14683, 1e-26
40, -2.5535, 3.9666, 0.035802, 0.052633, 255.94, 2.2737, 150.22, 2.9956, 2.8753, 1.5942, 0.14473, 0.38135, 0.28564, 0.019454, 7.3185, 1.5213, 48.41, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
41, -2.5536, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.44664, 0.019454, 8.3624, 2.0951, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
42, -2.5536, 3.9666, 0.046167, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.9673, 37.844, 0.087074, 0.069107,1e-26,5.0511, 0.14683, 1e-26
43, -2.5536, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.2962, 0.023255, 6.089, 1.5305, 37.844, 0.087074, 0.074558,1e-26,3.5139, 0.14683, 1e-26
44, -2.5538, 5.8203, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.18431, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.1976, 1e-26
45, -2.5538, 5.2746, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.1448, 2.8753, 1.5942, 0.14473, 0.38135, 0.24579, 0.019454, 7.3185, 1.5305, 37.844, 0.085539, 0.069107,1e-26,3.5139, 0.21974, 1e-26
46, -2.5539, 3.9666, 0.035802, 0.040143, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.32502, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.054015,1e-26,3.5139, 0.14683, 1e-26
47, -2.5540, 4.378, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.6242, 3.2925, 1.5942, 0.14473, 0.37337, 0.32335, 0.025307, 7.3185, 2.2149, 37.844, 0.089658, 0.069107,1e-26,3.5139, 0.14683, 1e-26
48, -2.5540, 3.9666, 0.035802, 0.045407, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.35644, 0.32335, 0.019454, 7.3185, 1.4222, 37.844, 0.087074, 0.069107,1e-26,5.247, 0.14683, 1e-26
49, -2.5541, 3.9666, 0.040741, 0.034714, 173.82, 2.5443, 150.22, 4.2966, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
50, -2.5541, 2.2183, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.21638, 1e-26
51, -2.5542, 3.9666, 0.026477, 0.054031, 173.82, 2.2737, 170.05, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.089395, 0.069107,1e-26,3.5139, 0.14683, 1e-26
52, -2.5543, 3.9666, 0.035802, 0.047658, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.27383, 0.024294, 5.4491, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.19729, 1e-26
53, -2.5543, 2.4132, 0.036592, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 10.971, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
54, -2.5544, 3.9666, 0.035802, 0.052633, 241.64, 2.2737, 157.1, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 2.1791, 37.844, 0.087074, 0.096834,1e-26,3.5139, 0.14683, 1e-26
55, -2.5544, 4.3146, 0.035802, 0.052633, 173.82, 2.2466, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.28498, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
56, -2.5545, 4.9802, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.9867, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
57, -2.5545, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.021782, 7.3185, 1.5305, 37.844, 0.087074, 0.076852,1e-26,3.5139, 0.14683, 1e-26
58, -2.5547, 4.0926, 0.035802, 0.052633, 146.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.23435, 0.019454, 7.3185, 0.98315, 37.844, 0.087074, 0.090476,1e-26,3.5139, 0.14683, 1e-26
59, -2.5548, 3.9666, 0.035802, 0.052633, 161.36, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
60, -2.5548, 3.9666, 0.03933, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.823, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.10756, 1e-26
61, -2.5548, 3.9666, 0.028868, 0.062785, 226.72, 2.7339, 161.13, 5.2567, 2.8753, 1.5942, 0.17411, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.1459, 0.14683, 1e-26
62, -2.5548, 2.0774, 0.051351, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.016292, 7.3185, 1.3164, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.086725, 1e-26
63, -2.5548, 3.9666, 0.035802, 0.052633, 173.82, 2.0388, 147.62, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,1.9126, 0.20188, 1e-26
64, -2.5549, 3.9666, 0.034862, 0.052633, 162.04, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 8.5768, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
65, -2.5551, 3.9666, 0.047489, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.4951, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.19205, 1e-26
66, -2.5551, 3.9666, 0.047212, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.089905,1e-26,3.2285, 0.14683, 1e-26
67, -2.5552, 3.9666, 0.041887, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.6445, 37.844, 0.087074, 0.058028,1e-26,3.5139, 0.14683, 1e-26
68, -2.5553, 3.9666, 0.029395, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.8454, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
69, -2.5553, 3.9666, 0.044271, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 4.7635, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.5617, 0.11844, 1e-26
70, -2.5554, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.7, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.17607, 1e-26
71, -2.5555, 3.9666, 0.035802, 0.065933, 173.82, 2.3116, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
72, -2.5557, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.41189, 0.019454, 7.1342, 1.6442, 37.844, 0.087074, 0.069107,1e-26,2.7865, 0.1642, 1e-26
73, -2.5557, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.23333, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.08857, 1e-26
74, -2.5558, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.017388, 7.3185, 1.9374, 37.844, 0.087074, 0.069107,1e-26,5.267, 0.14683, 1e-26
75, -2.5559, 3.2273, 0.035802, 0.052633, 178.83, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,2.7676, 0.14683, 1e-26
76, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.30338, 0.019454, 3.6623, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.21511, 1e-26
77, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2561, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
78, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.071814,1e-26,3.5139, 0.14683, 1e-26
79, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.5316, 1.5305, 37.844, 0.087074, 0.076408,1e-26,3.5139, 0.074892, 1e-26
80, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05424,1e-26,3.5139, 0.18605, 1e-26
81, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.10249, 1e-26
82, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 10.067, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
83, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
84, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.18516, 1e-26
85, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.092482,1e-26,3.5139, 0.14683, 1e-26
86, -2.5559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 6.7171, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.12893, 1e-26
87, -2.5559, 3.7162, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.41678, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,4.3487, 0.14683, 1e-26
88, -2.5560, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.34799, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
89, -2.5560, 4.9878, 0.04716, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.22004, 1e-26
90, -2.5561, 4.0812, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
91, -2.5561, 4.1719, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.401, 0.14683, 1e-26
92, -2.5562, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.44916, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.9084, 0.14683, 1e-26
93, -2.5562, 5.3361, 0.043686, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,1.8734, 0.14683, 1e-26
94, -2.5563, 3.9666, 0.030839, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 10.465, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
95, -2.5564, 3.9666, 0.046237, 0.055699, 197.07, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.15842, 1e-26
96, -2.5565, 4.5911, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 4.3387, 1.5305, 37.844, 0.087074, 0.071323,1e-26,2.1876, 0.14683, 1e-26
97, -2.5565, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.018646, 9.8869, 1.5305, 37.844, 0.087074, 0.10028,1e-26,3.5139, 0.14683, 1e-26
98, -2.5567, 3.9666, 0.025177, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
99, -2.5567, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.25488, 0.019454, 7.3185, 1.2779, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
100, -2.5568, 5.8826, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
101, -2.5569, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 169.29, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.7432, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
102, -2.5571, 5.4606, 0.041294, 0.052633, 182.8, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.074347, 1e-26
