Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus, eDLoop
5342, -65.5411, 0.0077181, 0.026896, 1.0115, 0.50254, 0.0013784, 0.011692, 0.32841, 3.43, 0.041433, 0.055529, 0.49052, 0.034508, 0.19494, 1.1848, 0.3886, 5.6592, 0.11212, 0.11053,1e-26,208.79, 0.089728, 1e-26
5343, -65.6489, 0.0022805, 2.6254, 0.005236, 2.8224, 0.0041335, 133.62, 3.7153, 14.432, 0.21043, 17.066, 0.1004, 0.12288, 0.018692, 26.015, 0.011814, 4.1592, 1.257, 0.46399,1e-26,0.19537, 0.0028209, 1e-26
5344, -65.6519, 0.013747, 40.799, 0.075268, 299.68, 0.0035506, 0.72221, 0.16405, 0.079267, 0.0095674, 8.0275, 0.30444, 2.221, 0.94678, 6.2288, 0.0078204, 30.272, 4.3057, 1.6031,1e-26,852.23, 0.47147, 1e-26
5345, -65.7130, 1.0617, 0.012706, 9.8314, 0.19018, 0.22364, 96.781, 0.0016278, 1.0168, 0.0016356, 1.4306, 0.025806, 0.003448, 0.018401, 17.126, 0.092016, 31.153, 1.8609, 0.12161,1e-26,0.84758, 0.022074, 1e-26
5346, -65.7893, 8.0479, 494.81, 0.84561, 90.896, 3.5228, 18.337, 5.5502, 15.454, 0.33581, 0.30081, 0.3974, 0.0089004, 0.14844, 11.254, 0.67498, 29.38, 4.8714, 0.99545,1e-26,13.243, 5.5078, 1e-26
5347, -66.0471, 5.3086, 0.035802, 0.052633, 173.82, 1.2832, 209.61, 5.2567, 2.8753, 1.4636, 0.14473, 0.38135, 0.32335, 0.018153, 7.3185, 1.5305, 37.844, 0.087074, 0.067659,1e-26,3.5139, 0.12257, 1e-26
5348, -66.1128, 0.057264, 246.93, 0.18997, 0.091855, 3.4569, 0.028007, 0.97836, 7.2108, 0.028093, 1.2339, 3.7981, 0.0014402, 0.014553, 6.5669, 0.0067202, 479.8, 0.067444, 0.14068,1e-26,13.25, 0.0028667, 1e-26
5349, -66.1185, 3.6225, 0.035802, 0.078382, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 0.86895, 0.15034, 0.53984, 0.32335, 0.026886, 7.3185, 1.0775, 37.844, 0.087074, 0.058362,1e-26,3.5139, 0.14683, 1e-26
5350, -66.1399, 4.6419, 0.035802, 0.052633, 90.334, 3.6475, 150.22, 2.8317, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 10.575, 1.5305, 41.868, 0.076307, 0.056833,1e-26,3.5139, 0.074552, 1e-26
5351, -66.3456, 3.9666, 0.037076, 0.052633, 173.82, 2.2737, 150.22, 2.703, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.067151,1e-26,3.5139, 0.14683, 1e-26
5352, -66.5245, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 150.22, 2.6649, 3.56, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.5925, 0.14683, 1e-26
5353, -66.5392, 0.092159, 0.014139, 4.7003, 1.017, 1.9934, 55.36, 0.040524, 720.72, 0.014511, 7.1012, 0.014438, 0.26084, 0.42224, 11.067, 0.003096, 63.407, 2.3606, 4.4672,1e-26,0.2475, 0.0043131, 1e-26
5354, -66.5687, 3.9666, 0.049024, 0.052633, 173.82, 2.2737, 222.42, 5.2567, 2.8753, 1.5942, 0.21423, 0.24658, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.10001,1e-26,4.5943, 0.14683, 1e-26
5355, -66.6352, 0.32679, 12.811, 0.010278, 0.58376, 0.28718, 0.081016, 0.054866, 0.049007, 0.99342, 645.25, 0.0022321, 0.089812, 0.44049, 12.156, 0.015013, 0.48518, 5.0589, 1.9572,1e-26,52.512, 0.41699, 1e-26
5356, -66.6417, 0.69416, 14.375, 0.046249, 173.01, 0.067034, 0.95613, 7.455, 0.45651, 0.074593, 11.025, 0.018361, 0.029765, 0.56125, 5.4646, 0.016442, 1.6725, 0.19997, 1.3357,1e-26,0.22637, 0.0021702, 1e-26
5357, -66.6504, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 203.46, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.1874, 26.929, 0.087074, 0.094336,1e-26,3.5139, 0.14683, 1e-26
5358, -66.7782, 2.5825, 0.035802, 0.052633, 173.82, 2.2737, 189.94, 5.2567, 3.5795, 1.0274, 0.14473, 0.38135, 0.32335, 0.019454, 5.5085, 1.1479, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
5359, -66.8022, 0.061273, 0.0020168, 1.8696, 0.017538, 0.0021615, 13.496, 3.875, 0.029138, 0.0052542, 5.0301, 0.89565, 0.27069, 0.047586, 54.834, 0.0048438, 409.66, 4.8075, 1.7825,1e-26,5.7396, 0.081284, 1e-26
5360, -66.9206, 3.9666, 0.035802, 0.052633, 173.82, 1.2808, 150.22, 5.2567, 2.8753, 1.5942, 0.14656, 0.38135, 0.32335, 0.014151, 7.3185, 1.5305, 37.844, 0.05, 0.092629,1e-26,4.1855, 0.14683, 1e-26
5361, -66.9208, 0.0093678, 0.0096097, 0.23268, 18.2, 2.08, 0.01119, 7.7682, 108.03, 0.0033934, 0.18921, 0.081836, 0.0048354, 0.32708, 93.992, 1.8253, 0.66039, 0.25614, 1.8142,1e-26,215.59, 0.042072, 1e-26
5362, -66.9313, 0.79311, 0.0015989, 5.0326, 4.9513, 0.0085689, 0.10227, 0.090698, 77.311, 1.4968, 843.14, 0.0045421, 0.0011014, 0.15585, 8.9925, 0.16072, 1.5171, 0.33671, 1.6446,1e-26,23.359, 0.011306, 1e-26
5363, -67.1200, 3.9666, 0.035802, 0.052633, 122.3, 3.2978, 150.22, 2.9113, 2.8753, 1.5942, 0.14473, 0.53547, 0.20678, 0.028906, 6.7475, 1.2992, 48.801, 0.060068, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5364, -67.3793, 0.1529, 18.177, 1.6164, 0.24464, 0.81735, 300.79, 0.0018532, 0.051435, 0.0076303, 10.329, 0.0031111, 0.0085981, 0.18719, 77.87, 0.33651, 53.549, 0.059113, 0.712,1e-26,0.18497, 0.0051596, 1e-26
5365, -67.4203, 0.001102, 0.052561, 1.2488, 910.89, 0.0047896, 0.025192, 5.9179, 3.4408, 0.48677, 2.2143, 0.0449, 0.0058483, 0.09931, 10.691, 0.011133, 0.37608, 0.060271, 0.05,1e-26,0.27045, 0.10284, 1e-26
5366, -67.4422, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 1.5519, 1.2355, 0.11215, 0.53547, 0.28107, 0.019253, 8.2021, 1.5305, 23.258, 0.05, 0.086922,1e-26,3.0889, 0.11212, 1e-26
5367, -67.4756, 0.10755, 1.2895, 0.0033781, 28.067, 0.0024054, 0.74811, 0.0048239, 18.883, 0.0097081, 14.369, 0.015784, 0.0026573, 0.5964, 6.0021, 0.07432, 548.75, 0.73047, 0.20365,1e-26,9.7237, 0.0050887, 1e-26
5368, -67.4799, 0.0011523, 0.69537, 4.8805, 325.48, 0.0039089, 9.1309, 0.81204, 833.54, 0.013561, 0.62919, 4.2247, 0.027298, 0.04452, 3.0653, 3.0375, 332.88, 0.40582, 0.22072,1e-26,1.6593, 0.18881, 1e-26
5369, -67.5859, 0.18444, 988.73, 0.10748, 3.9366, 0.0020315, 1.7804, 1.405, 3.4492, 0.001, 0.17446, 0.015871, 0.0090393, 0.014826, 5.2411, 0.83661, 64.061, 0.7542, 1.5143,1e-26,1.0012, 6.7379, 1e-26
5370, -67.6562, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.2429, 0.023229, 8.2021, 1.5305, 26.187, 0.052295, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5371, -67.6630, 5.9458, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 2.7535, 2.8753, 1.5942, 0.14473, 0.53547, 0.2429, 0.019454, 10.087, 1.5305, 48.801, 0.052295, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5372, -67.6939, 2.7501, 0.0049787, 0.0076769, 0.010362, 0.042269, 0.19916, 0.24187, 0.011777, 0.066648, 30.324, 0.0012669, 0.61523, 0.012004, 8.9644, 0.0068134, 1.4561, 0.30891, 0.59875,1e-26,1.8855, 0.0015639, 1e-26
5373, -67.7353, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.18681, 0.41727, 0.2429, 0.019454, 8.2021, 1.5305, 29.157, 0.052295, 0.086922,1e-26,4.2601, 0.13161, 1e-26
5374, -67.7471, 0.30198, 0.029844, 0.037306, 540.81, 2.2584, 1.2075, 8.4723, 219.51, 0.014707, 0.01989, 0.034226, 0.037468, 0.99829, 6.552, 1.0625, 829.47, 0.4947, 6.3377,1e-26,7.0388, 0.90525, 1e-26
5375, -67.7623, 0.010611, 0.40902, 0.019342, 0.036663, 0.042089, 0.15637, 0.0017484, 0.057367, 0.60793, 117.41, 0.00369, 1.2198, 0.036912, 13.577, 0.30619, 2.5586, 4.169, 9.2957,1e-26,952.59, 0.034688, 1e-26
5376, -67.7852, 0.018674, 3.8657, 0.011672, 0.040014, 0.44483, 0.64606, 7.5896, 0.12702, 0.27414, 199.33, 0.0018893, 2.7324, 0.20185, 3.0688, 0.0032676, 780.27, 2.9618, 1.5715,1e-26,184.69, 0.043409, 1e-26
5377, -68.0938, 0.058862, 133.67, 2.1951, 4.796, 0.031335, 0.034459, 0.0093177, 0.1618, 0.168, 14.397, 1.3678, 7.9963, 0.20112, 7.1823, 0.66846, 3.3816, 7.725, 1.6338,1e-26,514.39, 0.70976, 1e-26
5378, -68.1566, 0.019723, 14.73, 0.0053921, 894.09, 5.6847, 0.044539, 0.011113, 0.57334, 0.14455, 0.52275, 2.283, 0.017465, 0.084522, 5.0559, 0.037885, 21.314, 0.056008, 1.0302,1e-26,0.41693, 0.011503, 1e-26
5379, -68.2559, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.9743, 1.5942, 0.14473, 0.25352, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.051218, 0.069107,1e-26,3.5139, 0.14683, 1e-26
5380, -68.2710, 3.9666, 0.028309, 0.052633, 99.622, 3.2978, 130.97, 3.3883, 2.8753, 1.2795, 0.18214, 0.53547, 0.2429, 0.023647, 8.2021, 1.5305, 62.77, 0.052295, 0.086922,1e-26,2.8478, 0.07089, 1e-26
5381, -68.4438, 0.0010446, 0.0039629, 0.28905, 919.13, 0.0014845, 0.013616, 0.021101, 583.94, 3.4117, 0.92577, 0.12022, 8.2616, 0.18438, 4.8116, 6.1853, 190.81, 4.4544, 0.050988,1e-26,556.67, 0.0070617, 1e-26
5382, -68.5268, 3.9666, 0.035802, 0.026611, 109.07, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.22075, 0.32335, 0.019454, 7.3185, 0.92136, 37.844, 0.05, 0.060679,1e-26,3.5139, 0.14683, 1e-26
5383, -68.5804, 3.9666, 0.0403, 0.07348, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.1378, 0.14473, 0.23673, 0.32335, 0.019454, 4.5763, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.12914, 1e-26
5384, -68.6060, 0.0038868, 130.28, 0.0026236, 0.82853, 0.59119, 0.25441, 2.7961, 8.9706, 1.5743, 1.6032, 0.010582, 7.1846, 0.18072, 35.993, 0.051259, 2.6388, 0.66207, 0.17289,1e-26,0.16986, 0.011216, 1e-26
5385, -68.6079, 1.1963, 0.0072529, 0.026942, 0.13607, 2.2145, 0.018982, 0.0027664, 0.081793, 0.0021569, 3.1121, 0.0058605, 0.061212, 0.39219, 13.232, 0.31475, 0.45066, 0.25428, 1.79,1e-26,0.63022, 4.342, 1e-26
5386, -68.6828, 3.9666, 0.043696, 0.052633, 173.82, 2.2737, 177.41, 2.9649, 2.8753, 1.5942, 0.12121, 0.38135, 0.32335, 0.019454, 7.4784, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
5387, -68.9743, 0.36418, 2.8549, 1.21, 5.3858, 9.6382, 52.092, 0.24155, 517.22, 0.0021423, 34.224, 0.0040835, 0.018533, 0.058251, 2.7185, 0.022564, 571.13, 5.551, 2.8565,1e-26,1.7342, 0.038889, 1e-26
5388, -69.3269, 3.9666, 0.023358, 0.075444, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 0.91931, 0.14473, 0.49986, 0.2429, 0.014445, 8.2021, 1.5305, 45.856, 0.052295, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5389, -69.7034, 3.9666, 0.035802, 0.052633, 104.51, 3.2978, 150.22, 5.2567, 2.8753, 0.94039, 0.18963, 0.53547, 0.2429, 0.019454, 8.2021, 1.5305, 48.801, 0.052295, 0.11081,1e-26,3.5139, 0.10988, 1e-26
5390, -69.7711, 0.22129, 0.0061454, 0.014244, 9.4442, 0.0044103, 0.039676, 0.1286, 0.01536, 0.022178, 13.148, 2.8651, 0.0025597, 0.11672, 34.852, 2.1728, 41.051, 0.15977, 0.25724,1e-26,342.58, 3.4293, 1e-26
5391, -70.0385, 0.0050672, 0.0029342, 0.020102, 111, 0.0053507, 713.74, 0.49694, 0.089665, 0.0069008, 0.55377, 1.1009, 0.021157, 0.020217, 7.1823, 0.0099461, 141.03, 0.7462, 0.71722,1e-26,30.035, 4.1774, 1e-26
5392, -70.0778, 0.83512, 5.0428, 0.17142, 4.1968, 0.03754, 0.02201, 0.013954, 192.3, 0.002029, 2.7116, 0.0030754, 0.0021886, 0.076749, 7.3357, 0.087448, 0.79838, 4.851, 0.43207,1e-26,517.59, 0.085046, 1e-26
5393, -70.1006, 0.0053194, 14.518, 0.38909, 12.501, 0.0043927, 0.057559, 0.018336, 430.31, 2.4193, 10.971, 0.0019739, 0.055607, 0.057822, 1.7905, 0.078135, 950.62, 0.70538, 1.5246,1e-26,0.17035, 0.091073, 1e-26
5394, -70.1722, 0.46405, 0.0015108, 0.0026344, 79.79, 0.25328, 1.6971, 0.020609, 74.545, 0.014323, 2.7198, 0.0036458, 0.0058096, 0.089088, 88.494, 0.97103, 756.1, 1.3995, 0.33436,1e-26,7.2384, 0.0025746, 1e-26
5395, -70.2370, 5.0427, 0.035802, 0.040708, 92.43, 1.5327, 150.22, 3.1071, 3.6631, 1.5942, 0.14473, 0.53547, 0.32335, 0.012488, 10.317, 1.5305, 37.844, 0.11074, 0.069107,1e-26,3.5139, 0.11712, 1e-26
5396, -70.3735, 0.010424, 0.023098, 0.0034647, 0.99457, 2.6154, 0.015671, 0.020458, 390.17, 1.7866, 35.234, 0.8312, 0.0059968, 0.54871, 4.009, 7.6035, 2.7046, 1.8302, 0.56656,1e-26,8.9951, 0.20086, 1e-26
5397, -70.5878, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.7371, 1.5942, 0.14473, 0.53547, 0.28445, 0.022326, 10.516, 1.3422, 25.058, 0.052295, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5398, -71.0055, 3.9666, 0.047282, 0.076309, 140.39, 2.9249, 150.22, 5.2567, 2.8753, 0.97959, 0.14473, 0.7741, 0.32335, 0.019454, 6.6617, 1.7581, 37.844, 0.053179, 0.069107,1e-26,3.5139, 0.12545, 1e-26
5399, -71.2581, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 3.5062, 0.89822, 0.14473, 0.38135, 0.32335, 0.029057, 7.3185, 1.5305, 37.844, 0.087074, 0.055101,1e-26,3.5139, 0.14683, 1e-26
5400, -71.2701, 0.11907, 0.001174, 0.079623, 83.112, 0.0082154, 5.6912, 0.0040078, 107.1, 0.096228, 7.9256, 0.061825, 3.129, 0.1627, 67.848, 0.0026327, 0.23188, 2.1165, 0.059457,1e-26,471.69, 0.018786, 1e-26
5401, -71.4451, 0.0046723, 47.272, 0.045136, 3.2334, 0.10562, 0.03195, 0.029962, 173.72, 0.14413, 11.423, 0.0058687, 0.089948, 0.29498, 19.746, 4.1262, 173.69, 0.83069, 7.8957,1e-26,6.7208, 0.017449, 1e-26
5402, -71.7422, 3.2661, 704.28, 0.09078, 0.032049, 0.0043112, 859.01, 0.0023929, 39.414, 0.24253, 69.968, 0.081592, 0.0012869, 0.059301, 1.8277, 0.013427, 19.362, 6.087, 3.6329,1e-26,0.36315, 0.58977, 1e-26
5403, -71.8004, 4.6628, 0.11808, 0.011263, 49.304, 0.0043905, 1.5263, 0.011871, 17.813, 0.061865, 5.5555, 0.027305, 0.0053215, 0.29534, 42.872, 0.00131, 0.13611, 0.6735, 0.28315,1e-26,238.14, 8.033, 1e-26
5404, -71.8366, 0.0021753, 18.919, 0.0082568, 0.72162, 0.10206, 2.2672, 0.1558, 272.22, 0.1594, 0.10344, 0.029763, 0.59841, 0.61352, 25.901, 0.26399, 0.44814, 0.055628, 0.091076,1e-26,11.853, 0.0012515, 1e-26
5405, -71.8626, 3.9666, 0.035802, 0.052633, 173.82, 1.5044, 138.58, 5.2567, 2.8753, 0.80492, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.078085, 1e-26
5406, -72.0841, 0.15088, 0.0010742, 3.4833, 16.098, 3.5984, 0.018999, 0.027405, 13.317, 0.093267, 632.07, 0.31416, 0.042153, 0.12464, 40.873, 0.033439, 39.132, 1.0934, 0.11444,1e-26,0.178, 1.5137, 1e-26
5407, -72.1532, 0.0017871, 0.0034629, 0.051843, 3.2024, 0.021888, 87.038, 3.3492, 2.6422, 0.67589, 0.12219, 1.1191, 0.020775, 0.097067, 49.129, 0.09143, 97.683, 1.1954, 1.8242,1e-26,119.65, 0.0032841, 1e-26
5408, -72.2131, 3.9666, 0.035802, 0.052633, 90.273, 2.2737, 150.22, 5.2567, 2.8753, 1.0208, 0.14473, 0.38135, 0.29104, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
5409, -72.2841, 0.0013864, 2.2458, 0.013838, 2.1893, 0.0010718, 0.021679, 0.086135, 0.41761, 0.0011287, 2.6149, 5.6966, 0.44231, 0.042421, 1.8212, 9.7065, 0.76801, 1.2894, 0.083895,1e-26,451.89, 0.07095, 1e-26
5410, -72.2954, 3.9666, 0.035802, 0.051256, 174.42, 3.2978, 219.97, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.2429, 0.019454, 8.2021, 1.5582, 30.457, 0.052295, 0.086922,1e-26,3.5139, 0.12494, 1e-26
5411, -72.3362, 3.9666, 0.031255, 0.037208, 173.82, 2.2737, 150.22, 5.2567, 2.4861, 0.92056, 0.16312, 0.38135, 0.32335, 0.019454, 7.3185, 1.6764, 26.926, 0.087074, 0.098966,1e-26,3.5139, 0.14683, 1e-26
5412, -72.3503, 9.8433, 221.6, 0.40243, 0.14732, 0.0032767, 0.33306, 0.035476, 2.4935, 1.2699, 53.392, 3.1039, 0.010361, 0.022997, 9.3718, 2.3651, 25.649, 1.0264, 1.355,1e-26,29.331, 0.0038262, 1e-26
5413, -72.5240, 3.9666, 0.038337, 0.052633, 140.39, 3.1463, 150.22, 5.2567, 2.8753, 1.5942, 0.16712, 0.53547, 0.28107, 0.024271, 8.2021, 1.5305, 22.305, 0.070673, 0.086922,1e-26,3.5139, 0.11212, 1e-26
5414, -72.5500, 1.1933, 0.037234, 0.0011251, 3.5865, 1.3282, 3.0566, 0.0073343, 43.582, 0.10485, 5.8147, 0.0031707, 0.0030472, 0.36775, 1.4603, 0.0019803, 127.97, 7.9339, 10,1e-26,0.79088, 4.401, 1e-26
5415, -72.5604, 0.31065, 0.14807, 0.061995, 0.091292, 2.7769, 1.9065, 3.9287, 40.808, 0.14721, 2.307, 0.86821, 0.0012593, 0.36197, 23.111, 0.27662, 0.10307, 0.32621, 2.2569,1e-26,4.5167, 0.11076, 1e-26
5416, -72.8544, 0.0053543, 0.010806, 0.0038808, 0.21186, 0.97031, 2.5424, 1.0584, 1.4055, 0.29584, 607.52, 0.0073945, 0.038944, 0.15272, 1.8828, 0.3494, 97.595, 7.9204, 0.14011,1e-26,804.9, 2.2309, 1e-26
5417, -72.8858, 1.6722, 0.059776, 0.16647, 67.062, 1.0678, 0.19373, 0.0027695, 13.776, 0.0066788, 0.026231, 0.019642, 1.5771, 0.015384, 2.656, 0.068107, 18.349, 0.62795, 0.76197,1e-26,8.0615, 0.13431, 1e-26
5418, -72.9833, 3.9666, 0.035802, 0.052633, 70.98, 2.9249, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 29.078, 0.065298, 0.069107,1e-26,3.5139, 0.11455, 1e-26
5419, -73.4747, 4.1983, 0.048887, 0.054567, 140.39, 2.3097, 150.22, 5.2567, 2.8753, 0.92477, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 32.189, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
5420, -73.5589, 0.074457, 0.18999, 2.1819, 61.889, 0.013342, 19.381, 0.54981, 107.2, 0.017869, 20.991, 0.016521, 0.0028947, 0.9621, 27.915, 1.8879, 85.863, 0.40226, 0.082816,1e-26,3.5545, 0.0031127, 1e-26
5421, -73.6288, 0.1086, 0.95096, 3.5767, 42.506, 1.9622, 227.4, 4.5029, 0.56199, 0.011037, 39.545, 0.061333, 0.0023905, 0.060089, 6.375, 0.075603, 0.10484, 0.080216, 1.6634,1e-26,14.529, 9.6921, 1e-26
5422, -73.7623, 0.0014066, 0.0036782, 0.0099531, 0.036894, 0.0021232, 1.7841, 2.5717, 0.038867, 0.013489, 0.37038, 3.964, 0.21083, 0.024159, 14.142, 0.17857, 20.166, 0.34568, 1.4125,1e-26,70.257, 0.01912, 1e-26
5423, -73.8224, 3.9666, 0.035802, 0.052633, 140.39, 2.8357, 150.22, 5.2567, 2.8753, 0.79917, 0.14473, 0.53547, 0.32855, 0.019454, 8.2021, 1.5305, 31.856, 0.076307, 0.086922,1e-26,3.5139, 0.09829, 1e-26
5424, -74.1346, 5.9234, 0.035802, 0.052633, 195.11, 1.7363, 150.22, 5.2567, 2.8753, 1.1252, 0.14473, 0.30795, 0.2429, 0.019454, 11.486, 1.5305, 48.801, 0.05, 0.1032,1e-26,3.5139, 0.10988, 1e-26
5425, -74.1439, 3.9666, 0.035802, 0.052633, 86.418, 3.2978, 150.22, 2.7386, 2.8753, 1.5942, 0.11213, 0.53547, 0.2429, 0.019454, 9.2819, 1.5305, 69.913, 0.052295, 0.086922,1e-26,3.5139, 0.10988, 1e-26
5426, -74.1635, 0.060994, 172.31, 0.0011531, 0.030204, 0.0019029, 709.66, 0.0037361, 207.68, 0.055949, 7.8728, 0.0044961, 3.5196, 0.14947, 20.118, 0.0399, 642.35, 7.9697, 0.12966,1e-26,9.0662, 2.5593, 1e-26
5427, -74.2221, 5.1175, 0.020625, 0.068233, 140.39, 3.2978, 188.53, 5.2567, 2.8753, 1.0583, 0.14473, 0.53547, 0.2429, 0.019454, 8.2021, 1.5305, 48.801, 0.052295, 0.086922,1e-26,3.5139, 0.1594, 1e-26
5428, -74.2595, 0.019658, 0.11405, 0.049265, 0.48982, 0.0035701, 0.054422, 0.43405, 0.60546, 0.020282, 26.414, 0.0029811, 0.032489, 0.075931, 41.213, 0.0058918, 3.9622, 0.059518, 0.13913,1e-26,1.8935, 0.18181, 1e-26
5429, -74.2779, 3.9666, 0.051746, 0.073344, 173.82, 2.2737, 150.22, 4.666, 4.234, 1.5942, 0.14473, 0.19103, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.827, 0.14683, 1e-26
5430, -74.4363, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 2.6595, 2.8753, 1.5942, 0.14473, 0.53547, 0.2429, 0.019454, 8.2021, 1.5305, 48.801, 0.052295, 0.086922,1e-26,4.2505, 0.10988, 1e-26
5431, -74.5459, 3.9666, 0.018563, 0.052633, 140.39, 2.9249, 150.22, 2.9581, 2.8753, 1.1868, 0.15537, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
5432, -74.6408, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.28524, 0.32335, 0.019454, 7.3185, 1.5305, 34.258, 0.05, 0.069107,1e-26,4.5221, 0.14683, 1e-26
5433, -74.7384, 0.038706, 5.4612, 0.0025045, 11.234, 1.4043, 2.9967, 0.22231, 0.24035, 0.0088727, 0.077902, 0.23022, 0.14733, 0.021892, 10.699, 0.0020621, 4.6403, 0.18876, 0.13717,1e-26,325.51, 0.18215, 1e-26
5434, -74.7926, 0.83714, 3.3929, 0.0066768, 0.096583, 0.0017482, 6.8905, 1.9642, 0.49289, 0.28464, 94.374, 0.48613, 0.1204, 0.019682, 29.529, 0.017903, 941.1, 0.24962, 0.42435,1e-26,141.06, 0.18093, 1e-26
5435, -74.9543, 0.44591, 11.517, 0.1409, 6.2032, 0.0021874, 0.95555, 0.2514, 52.698, 0.88648, 8.0467, 0.021314, 0.0029956, 0.12031, 27.585, 0.031652, 555.51, 0.051545, 1.4715,1e-26,4.534, 0.0010876, 1e-26
5436, -74.9594, 1.2308, 2.0199, 0.0064956, 0.015334, 0.36251, 0.047334, 0.10563, 0.14171, 0.0056072, 139.15, 0.0064699, 0.016668, 0.14758, 30.904, 0.028894, 3.0653, 0.090392, 0.053638,1e-26,145.68, 6.2633, 1e-26
5437, -75.0282, 0.011418, 0.11329, 0.0035075, 66.691, 0.048913, 16.952, 0.0063308, 90.578, 1.0286, 13.545, 0.0033655, 0.90675, 0.11751, 1.0516, 0.11885, 239.95, 0.0769, 0.070128,1e-26,142.62, 0.0015577, 1e-26
5438, -75.0898, 0.21099, 0.0010187, 0.0022044, 0.013156, 0.0021132, 0.021221, 0.096022, 0.88663, 8.6382, 9.3039, 1.3659, 1.171, 0.18582, 14.875, 0.0016922, 59.393, 0.1044, 0.4027,1e-26,78.598, 0.10161, 1e-26
5439, -75.1506, 0.033267, 0.0068574, 0.036061, 681.53, 0.68962, 0.30775, 0.0063696, 36.388, 3.4961, 43.119, 0.0013537, 0.1683, 0.035226, 45.54, 0.33372, 0.5011, 3.2088, 8.5282,1e-26,1.3406, 0.7607, 1e-26
5440, -75.2761, 3.9666, 0.035802, 0.052633, 208.79, 2.2737, 150.22, 5.2567, 2.8753, 1.1797, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 23.865, 0.087074, 0.10045,1e-26,3.5139, 0.14683, 1e-26
5441, -75.4319, 0.081418, 0.64816, 0.068663, 6.868, 0.19217, 0.20413, 0.032121, 738.45, 0.0019747, 42.277, 0.0010159, 0.0013278, 0.03943, 52.873, 0.097542, 875.27, 8.8404, 9.0659,1e-26,5.7878, 0.0016431, 1e-26
5442, -75.6499, 0.0071789, 5.0319, 0.013912, 34.652, 0.7855, 0.75794, 0.14902, 78.768, 0.19345, 55.445, 0.17246, 0.040496, 0.44234, 28.962, 0.47128, 0.27051, 0.67367, 0.58137,1e-26,8.7149, 0.0037309, 1e-26
