Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfq, krq, eLoop, eDF, kfdd, Sd, stimUpSR, S0, R0, X0, Q0
0, -1.5810, 1.0821, 0.1302, 0.26591, 0.035394, 2.1517, 0.05335, 8.8539, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 1.7193, 0.022794,0.15334
1, -1.5822, 1.0821, 0.13039, 0.24038, 0.035394, 1.1365, 0.076908, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.9975, 14.712, 0.035038, 2.0275, 0.022794,0.15334
2, -1.5829, 1.0821, 0.18715, 0.24038, 0.035394, 2.1517, 0.05335, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.049885, 2.0275, 0.022794,0.15334
3, -1.5850, 1.0821, 0.1302, 0.24038, 0.035394, 1.1755, 0.074191, 7.6061, 0.67263, 0.018085, 0.47348, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 2.0275, 0.022794,0.15334
4, -1.5858, 1.0821, 0.1302, 0.17219, 0.035394, 1.5505, 0.05335, 7.6061, 0.67263, 0.018085, 0.41928, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 1.984, 0.022794,0.15334
5, -1.5861, 1.0821, 0.1302, 0.24038, 0.035394, 1.1417, 0.070102, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.52449, 1.8173, 14.712, 0.035038, 2.0275, 0.022794,0.18341
6, -1.5923, 1.0821, 0.1302, 0.24038, 0.049778, 1.2154, 0.05335, 7.6061, 0.67263, 0.014195, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 2.0275, 0.022794,0.15334
7, -1.5924, 1.0821, 0.1302, 0.24038, 0.050295, 1.2232, 0.05335, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 2.0275, 0.022794,0.15334
8, -1.5932, 1.0821, 0.17711, 0.24038, 0.035394, 2.1517, 0.05335, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.046225, 2.0275, 0.022794,0.15334
9, -1.5949, 1.0821, 0.1302, 0.24038, 0.035394, 1.2991, 0.065488, 7.6061, 0.67263, 0.018085, 0.38048, 0.076645, 0.0066852, 0.36417, 1.8173, 14.712, 0.035038, 2.0275, 0.022794,0.15334
