Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
2253, -0.7770, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.13891, 0.44805, 1.8833, 0.094832, 16.38, 5.0739, 26.035, 14.119, 1
2254, -0.7770, 0.046393, 0.22236, 7.3449, 58.521, 0.016243, 0.32383, 0.11545, 0.31922, 1.8833, 0.059875, 15.494, 3.6301, 29.48, 18.51, 1
2255, -0.7774, 0.046393, 0.30853, 7.5734, 58.521, 0.016243, 0.32383, 0.13048, 0.31922, 1.8833, 0.059875, 16.38, 3.6301, 32.254, 18.51, 1
2256, -0.7775, 0.035365, 0.22236, 10, 71.874, 0.015473, 0.32383, 0.11545, 0.31922, 1.8833, 0.059875, 20.969, 3.6301, 33.59, 18.51, 1
2257, -0.7775, 0.046393, 0.22236, 7.777, 80.705, 0.016243, 0.35365, 0.11545, 0.39002, 2.6102, 0.059875, 16.38, 3.6301, 26.035, 11.302, 1
2258, -0.7778, 0.046393, 0.30056, 7.777, 59.802, 0.016243, 0.35365, 0.11545, 0.39002, 3.7428, 0.043422, 21.324, 3.6301, 26.956, 11.302, 1
2259, -0.7778, 0.046393, 0.22236, 7.777, 69.92, 0.017863, 0.35365, 0.11545, 0.39002, 3.7428, 0.059875, 16.38, 3.6431, 37.104, 11.302, 1
2260, -0.7778, 0.041905, 0.22236, 3.978, 58.521, 0.016243, 0.32383, 0.11545, 0.31922, 1.8833, 0.059875, 16.38, 3.6301, 34.62, 18.51, 1
2261, -0.7778, 0.046393, 0.22236, 6.0781, 69.92, 0.016243, 0.35365, 0.11545, 0.39002, 3.7428, 0.059875, 16.38, 1.9007, 26.035, 11.302, 1
2262, -0.7779, 0.046393, 0.22236, 7.777, 69.92, 0.016243, 0.33166, 0.11545, 0.39002, 2.3385, 0.058202, 22.417, 3.6301, 26.035, 12.217, 1
2263, -0.7783, 0.046393, 0.22236, 7.3449, 58.521, 0.016243, 0.32383, 0.17194, 0.31922, 1.8833, 0.044465, 20.61, 4.5596, 26.035, 18.51, 1
2264, -0.7784, 0.046393, 0.22236, 7.777, 69.92, 0.016243, 0.35365, 0.11545, 0.33907, 3.7428, 0.059875, 16.38, 3.6301, 26.035, 8.9303, 1
2265, -0.7785, 0.028299, 0.2936, 7.3449, 58.521, 0.016243, 0.32383, 0.11545, 0.31922, 1.9844, 0.061367, 16.38, 3.6301, 26.035, 18.51, 1
2266, -0.7785, 0.039579, 0.22236, 7.777, 69.92, 0.0092835, 0.35365, 0.10811, 0.39002, 3.7428, 0.059875, 16.38, 3.6301, 26.035, 11.302, 1
2267, -0.7789, 0.067626, 0.22236, 7.3449, 69.92, 0.012888, 0.35365, 0.11545, 0.39002, 2.5295, 0.034051, 16.38, 3.6301, 26.035, 15.074, 1
2268, -0.7790, 0.046393, 0.22236, 6.2648, 38.193, 0.016243, 0.35365, 0.11545, 0.39002, 2.5976, 0.059875, 21.471, 3.6301, 28.175, 15.074, 1
2269, -0.7792, 0.046393, 0.22236, 7.3449, 58.521, 0.016243, 0.33287, 0.11545, 0.31922, 2.2199, 0.059875, 16.38, 5.1166, 26.035, 18.51, 1
2270, -0.7797, 0.046393, 0.22236, 8.1821, 69.92, 0.016243, 0.19609, 0.1, 0.39002, 1.9756, 0.059875, 16.38, 3.8088, 26.035, 15.074, 1
2271, -0.7798, 0.046393, 0.11965, 7.3449, 69.92, 0.016243, 0.29421, 0.16394, 0.39002, 2.5295, 0.059875, 16.38, 3.6301, 24.146, 15.074, 1
2272, -0.7799, 0.046393, 0.22236, 7.3449, 58.521, 0.016243, 0.32383, 0.11545, 0.30095, 1.8833, 0.059875, 10.252, 3.6301, 32.373, 12.141, 1
2273, -0.7800, 0.046393, 0.22236, 7.3449, 69.92, 0.016243, 0.35365, 0.11545, 0.39002, 3.6275, 0.040836, 16.38, 3.6301, 26.035, 8.7965, 1
2274, -0.7800, 0.046393, 0.22236, 5.5098, 51.044, 0.016243, 0.35365, 0.11545, 0.39002, 2.5295, 0.059875, 16.38, 1.8692, 26.035, 15.074, 1
2275, -0.7801, 0.046393, 0.19812, 4.1154, 69.92, 0.016243, 0.35365, 0.11545, 0.39002, 2.0588, 0.059875, 20.711, 3.6301, 26.035, 21.589, 1
2276, -0.7808, 0.046393, 0.22483, 7.777, 69.92, 0.016243, 0.35365, 0.11545, 0.57972, 3.7428, 0.059875, 16.38, 3.5169, 38.586, 11.302, 1
2277, -0.7811, 0.046393, 0.22236, 5.9537, 69.92, 0.016243, 0.23277, 0.11545, 0.39002, 2.5295, 0.059875, 16.38, 2.8112, 22.84, 15.074, 1
