Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus
0, -7.2879, 0.004609, 0.088859, 0.87534, 0.039951, 0.20455, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.1324, 22.593, 0.34179, 0.61778,1e-26,0.67615,0.0091265
1, -7.2992, 0.0049205, 0.063021, 1.2078, 0.026982, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.044353, 4.5896, 7.801, 40.694, 0.30417, 0.61778,1e-26,0.67615,0.0091265
2, -7.3030, 0.0061233, 0.063021, 0.80112, 0.053634, 0.13701, 9.3991, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.44455,1e-26,0.67615,0.0091265
3, -7.3044, 0.0049205, 0.094244, 1.037, 0.042873, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.029497, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
4, -7.3045, 0.0049205, 0.087337, 0.87534, 0.03723, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.62964,1e-26,0.67615,0.0091265
5, -7.3045, 0.0049205, 0.063021, 0.87534, 0.033865, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.025954, 4.5896, 10, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
6, -7.3047, 0.0049205, 0.085549, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.033437, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
7, -7.3047, 0.0049205, 0.090858, 0.87534, 0.029741, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.59864,0.0091265
8, -7.3047, 0.0049205, 0.063021, 0.87534, 0.054061, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.0316, 7.801, 29.869, 0.34179, 0.80848,1e-26,0.99798,0.0084756
9, -7.3047, 0.0049205, 0.063021, 0.87534, 0.054262, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 3.0979, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
10, -7.3049, 0.0049205, 0.063021, 0.87534, 0.04863, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0087525
11, -7.3050, 0.0049205, 0.059825, 0.87534, 0.042522, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.11052, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
12, -7.3051, 0.0049205, 0.063021, 0.71827, 0.043716, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.048451, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.7196,0.0091265
13, -7.3052, 0.0049205, 0.063021, 0.69839, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 5.655, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.94829,0.0091265
14, -7.3052, 0.006059, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 27.235, 0.34179, 0.61778,1e-26,0.67615,0.0091265
15, -7.3053, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 8.4866, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
16, -7.3055, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.12127, 0.032844, 3.9043, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
17, -7.3056, 0.0049205, 0.063021, 0.61237, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 5.6236, 7.801, 29.869, 0.34179, 0.84998,1e-26,0.57774,0.0091265
18, -7.3057, 0.0049205, 0.063021, 0.81402, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 5.7289, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
19, -7.3058, 0.0049205, 0.0661, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.023828, 3.4607, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.37315,0.0091265
20, -7.3058, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.1256, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.50308,1e-26,0.67615,0.0091265
21, -7.3060, 0.0049205, 0.063021, 0.87534, 0.021222, 0.1486, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.081577, 0.032844, 6.2136, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
22, -7.3060, 0.0049205, 0.063021, 0.87534, 0.03948, 0.13585, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.56587,1e-26,0.67615,0.0091265
23, -7.3061, 0.0049205, 0.063021, 0.84694, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
24, -7.3061, 0.0049205, 0.063021, 0.73449, 0.039951, 0.13701, 9.5463, 0.0029197, 456.95, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.81763,0.0091265
25, -7.3062, 0.0049205, 0.052237, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.14396, 0.032844, 4.5896, 10, 29.869, 0.34179, 0.61778,1e-26,0.61224,0.0091265
26, -7.3062, 0.0053719, 0.063021, 1.1873, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 10, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
27, -7.3062, 0.004821, 0.063021, 0.60648, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
28, -7.3064, 0.0049205, 0.063021, 0.55397, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.14214, 0.036518, 4.5896, 7.801, 29.869, 0.34179, 0.50709,1e-26,0.67615,0.0060335
29, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.030059, 4.5896, 7.801, 29.869, 0.34179, 0.82105,1e-26,0.67615,0.0091265
30, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.047065, 3.3635, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.005009
31, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.016715, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
32, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.025202, 2.5557, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.57169,0.0091265
33, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.04398, 4.5896, 7.801, 29.869, 0.34179, 0.31726,1e-26,0.94127,0.005411
34, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.035527, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0056903
35, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.033934, 3.0699, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
36, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.39217,0.0091265
37, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0050573
38, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.0909, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.48513,0.0091265
39, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
40, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 3.3351, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
41, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.9402, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.47181,0.0091265
42, -7.3064, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.033077, 4.5896, 7.801, 29.869, 0.34179, 0.61601,1e-26,0.67615,0.0091265
43, -7.3065, 0.0049205, 0.063021, 0.88506, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13192, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.72907,1e-26,0.67615,0.0091265
44, -7.3065, 0.0049205, 0.071381, 0.68094, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.1766, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
45, -7.3065, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.28, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.78271,0.0091265
46, -7.3066, 0.0049205, 0.062117, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 2.6602, 7.801, 29.869, 0.34179, 0.32479,1e-26,0.67615,0.0091265
47, -7.3067, 0.0049205, 0.063021, 0.87534, 0.051712, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.10615, 0.032844, 2.7096, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.41389,0.0091265
48, -7.3067, 0.0049205, 0.063021, 0.90265, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0052699
49, -7.3067, 0.0049205, 0.063021, 0.87534, 0.039951, 0.18331, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.066767, 0.032844, 4.5896, 5.4351, 29.869, 0.34179, 0.61778,1e-26,0.78418,0.0091265
50, -7.3068, 0.0049205, 0.063021, 0.5457, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
51, -7.3069, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5168, 4.3759, 0.5833, 0.13199, 0.032844, 6.1, 7.801, 29.869, 0.34179, 0.83599,1e-26,0.67615,0.0091265
52, -7.3070, 0.0049205, 0.07385, 1.173, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.036008, 4.568, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.62105,0.0091265
53, -7.3072, 0.0049205, 0.063021, 0.87534, 0.039951, 0.193, 12.104, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.096133, 0.049194, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.8705,0.0091265
54, -7.3073, 0.0049205, 0.059425, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
55, -7.3074, 0.0049205, 0.050096, 0.87534, 0.039951, 0.13824, 7.9523, 0.0029197, 510.58, 1.5124, 4.3759, 0.5833, 0.13199, 0.032634, 4.5896, 7.8465, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
56, -7.3074, 0.0049205, 0.063021, 0.87534, 0.039951, 0.12979, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
57, -7.3075, 0.006829, 0.050096, 0.87534, 0.039951, 0.12502, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 5.2578, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0099711
58, -7.3075, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.8866, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 6.9845, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
59, -7.3076, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.57742, 0.13199, 0.021092, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
60, -7.3077, 0.0064619, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.88062,1e-26,0.78747,0.0091265
61, -7.3077, 0.0049205, 0.063021, 0.92702, 0.021617, 0.12668, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 3.4322, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
62, -7.3078, 0.0049205, 0.063021, 0.87534, 0.033269, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.5597, 0.5833, 0.13199, 0.032844, 4.5896, 7.1464, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
63, -7.3079, 0.0056647, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 444.3, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
64, -7.3079, 0.0049205, 0.076305, 0.87534, 0.022246, 0.13701, 9.5463, 0.0029338, 446.75, 1.5124, 4.3759, 0.5833, 0.11165, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.91571,1e-26,0.67615,0.0091265
65, -7.3084, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.16886, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
66, -7.3084, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.17843, 0.032844, 5.437, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
67, -7.3087, 0.0049205, 0.044034, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.086535, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.75716,0.0091265
68, -7.3087, 0.0049205, 0.063021, 0.87534, 0.039951, 0.12361, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 31.432, 0.34179, 0.61778,1e-26,0.53856,0.0091265
69, -7.3087, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.040107, 4.5896, 6.4785, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
70, -7.3097, 0.004528, 0.036924, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 3.6619, 10, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0083876
71, -7.3102, 0.004847, 0.063021, 1.2072, 0.032604, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13907, 0.032844, 6.792, 10, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
72, -7.3103, 0.0049205, 0.0507, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
73, -7.3105, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 10.311, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
74, -7.3105, 0.0049205, 0.063021, 0.87534, 0.036813, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13428, 0.032844, 5.0336, 6.2153, 29.869, 0.34179, 0.61778,1e-26,0.6321,0.0074317
75, -7.3106, 0.0049205, 0.063021, 0.78829, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.33432, 0.61778,1e-26,0.67615,0.0074699
76, -7.3107, 0.0040109, 0.063021, 0.87534, 0.030479, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.044691, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.48537,0.010523
77, -7.3107, 0.0049205, 0.063021, 0.54981, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.511, 4.3759, 0.5833, 0.10829, 0.049154, 4.5896, 7.801, 29.869, 0.34179, 0.77821,1e-26,0.67615,0.0091265
78, -7.3108, 0.0049205, 0.050096, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5816, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 6.3546, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
79, -7.3108, 0.007272, 0.050096, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.047884, 5.0249, 7.3221, 29.869, 0.34179, 0.76493,1e-26,0.67615,0.0055265
80, -7.3109, 0.0038112, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.9167, 7.801, 29.869, 0.34179, 0.50589,1e-26,0.67615,0.0091265
81, -7.3109, 0.0044903, 0.063021, 0.87534, 0.039321, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.094688, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0061494
82, -7.3109, 0.0049205, 0.070422, 0.80825, 0.039951, 0.13701, 9.5463, 0.0029197, 462.03, 1.5124, 4.3759, 0.5833, 0.19038, 0.032844, 2.5581, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
83, -7.3111, 0.0037833, 0.063021, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.018454, 6.5363, 7.801, 29.869, 0.34179, 0.70285,1e-26,0.67615,0.010701
84, -7.3114, 0.0049205, 0.06167, 0.87534, 0.039951, 0.11494, 13.055, 0.0029197, 446.75, 1.6232, 4.3759, 0.43768, 0.16831, 0.032844, 5.597, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.41695,0.0091265
85, -7.3120, 0.0049205, 0.063021, 0.50866, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.10241, 0.032844, 4.5896, 10, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0081443
86, -7.3123, 0.007291, 0.050096, 0.87534, 0.032809, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.026094, 2.9133, 5.2578, 29.869, 0.34179, 0.88341,1e-26,0.67615,0.012451
87, -7.3123, 0.0049205, 0.063021, 0.87534, 0.039951, 0.12592, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.044726, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.012971
88, -7.3126, 0.0058521, 0.063021, 0.87534, 0.032639, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.14124, 0.032844, 2.6932, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
89, -7.3128, 0.0060994, 0.063021, 1.1575, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.043368, 5.4384, 7.801, 29.869, 0.34179, 0.53968,1e-26,0.67615,0.0091265
90, -7.3129, 0.0035499, 0.056617, 0.87534, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5736, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.85226,0.0091265
91, -7.3138, 0.0049205, 0.050096, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 3.8478, 0.5833, 0.13199, 0.032844, 5.5161, 5.2578, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
92, -7.3139, 0.0049205, 0.063021, 1.0363, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.6194, 0.5833, 0.13199, 0.032844, 4.5896, 5.5321, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
93, -7.3140, 0.0049205, 0.044836, 0.92785, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.046671, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
94, -7.3140, 0.0049205, 0.063021, 0.82235, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.62919, 0.13199, 0.032844, 4.5896, 9.4099, 29.869, 0.34179, 0.86767,1e-26,0.67615,0.0091265
95, -7.3143, 0.0049205, 0.048277, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 3.9115, 0.5833, 0.13199, 0.032844, 3.1325, 5.2578, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
96, -7.3144, 0.0049205, 0.08491, 0.65282, 0.05879, 0.13701, 9.5463, 0.002642, 446.75, 1.5124, 4.3759, 0.5833, 0.12443, 0.027282, 4.5896, 7.801, 35.67, 0.34179, 0.725,1e-26,0.67615,0.0091265
97, -7.3149, 0.0046177, 0.063643, 1.0773, 0.039951, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.7895, 0.5833, 0.13199, 0.034297, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
98, -7.3149, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 7.1338, 0.0029197, 446.75, 1.5124, 4.3759, 0.87021, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.35885, 0.61778,1e-26,0.67615,0.0091265
99, -7.3150, 0.0049205, 0.063021, 0.87534, 0.023828, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 5.6182, 7.9385, 29.869, 0.34179, 0.61778,1e-26,0.5767,0.013548
100, -7.3152, 0.0073722, 0.050096, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 3.8132, 0.5833, 0.13199, 0.036349, 4.5896, 5.7648, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
101, -7.3154, 0.0049205, 0.063021, 0.87534, 0.023716, 0.13701, 9.5463, 0.0029197, 446.75, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 4.5896, 7.801, 29.869, 0.34179, 0.61778,1e-26,0.99232,0.0091265
102, -7.3159, 0.0049205, 0.063021, 0.87534, 0.039951, 0.13701, 10.801, 0.0029197, 441.63, 1.5124, 4.3759, 0.5833, 0.13199, 0.032844, 5.7027, 9.1114, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
103, -7.3160, 0.0049205, 0.039684, 0.87534, 0.042601, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 3.8602, 0.5833, 0.13199, 0.032844, 4.5896, 5.2578, 29.869, 0.34179, 0.45383,1e-26,0.67615,0.0091265
104, -7.3164, 0.0049205, 0.047737, 0.87534, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 3.4835, 0.5833, 0.16571, 0.032844, 4.5896, 5.2578, 29.869, 0.32479, 0.61778,1e-26,0.67615,0.0091265
105, -7.3169, 0.0049205, 0.040194, 1.2024, 0.039951, 0.11636, 9.5463, 0.0029197, 446.75, 1.5124, 4.1643, 0.5833, 0.13199, 0.032844, 4.5896, 5.2578, 29.869, 0.34179, 0.61778,1e-26,0.67615,0.0091265
