Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -3.2453, 2.5548, 0.001, 0.45078, 74.974, 0.17295, 497.25, 1.0259, 6.9228, 0.058694, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
1, -3.2595, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 477.35, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0016142, 0.035363, 27.107, 0.01, 205.38, 1.1218
2, -3.2595, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3602, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
3, -3.2604, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 489.07, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
4, -3.2617, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3486, 6.9228, 0.049473, 0.091196, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 222.57, 1.1218
5, -3.2634, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3317, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
6, -3.2635, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.051306, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 297.17, 1.1218
7, -3.2635, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.10462, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
8, -3.2639, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.097621, 2.349, 0.0025018, 0.035363, 17.038, 0.01, 205.38, 1.1218
9, -3.2643, 1.7516, 0.001, 0.45078, 83.67, 0.17659, 497.25, 1.3244, 6.9228, 0.049473, 0.10622, 2.349, 0.0025018, 0.035363, 16.476, 0.01, 205.38, 1.1218
10, -3.2647, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 192.56, 1.1218
11, -3.2648, 1.3918, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.082848, 2.4554, 0.0023145, 0.035363, 27.107, 0.01, 205.38, 1.1218
12, -3.2653, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0018872, 0.035363, 27.107, 0.01, 205.38, 1.1218
13, -3.2653, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0017326, 0.035363, 32.054, 0.01, 205.38, 1.1218
14, -3.2654, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.073238, 2.349, 0.0025018, 0.035363, 16.258, 0.01, 205.38, 1.1218
15, -3.2655, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.001494, 0.035363, 27.107, 0.01, 205.38, 1.1218
16, -3.2655, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 15.79, 0.01, 205.38, 1.1218
17, -3.2655, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 37.762, 0.01, 205.38, 1.1218
18, -3.2655, 1.7516, 0.001, 0.45078, 83.67, 0.17295, 497.25, 1.3244, 6.9228, 0.049473, 0.07169, 2.349, 0.0025018, 0.035363, 27.107, 0.01, 205.38, 1.1218
