Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -2.9418, 3.1687, 0.0012264, 1.2326, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.1844, 6.3713, 6.087, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
1, -2.9688, 3.1687, 0.001055, 1.1837, 0.045987, 7.79, 0.63289, 0.85059, 0.050683, 1.2131, 6.3713, 5.7914, 0.014712, 0.010008, 7.7704, 0.001, 409.16, 0.063243
2, -2.9822, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.62554, 0.065824, 1.2131, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 188.92, 0.068938
3, -2.9887, 3.1687, 0.001, 1.6397, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 9.3317, 5.5001, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
4, -2.9904, 3.1687, 0.001, 2.0423, 0.045987, 7.79, 0.69827, 0.57341, 0.054312, 1.2131, 6.3713, 6.2004, 0.013273, 0.010008, 7.7704, 0.001, 273.03, 0.063243
5, -2.9912, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.40881, 0.050683, 1.2131, 6.3713, 5.9446, 0.0099221, 0.010008, 7.7704, 0.001, 273.03, 0.064724
6, -2.9937, 3.1687, 0.001, 2.3245, 0.030538, 7.79, 0.69827, 0.62554, 0.050683, 0.70345, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.071935
7, -2.9958, 3.5711, 0.001, 2.3245, 0.045987, 6.7258, 0.69827, 0.6065, 0.075831, 1.2131, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 351.74, 0.065928
8, -2.9960, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.81716, 0.061537, 1.2131, 6.3713, 6.3475, 0.018266, 0.010008, 7.7704, 0.001, 273.03, 0.063243
9, -3.0053, 3.1687, 0.001, 2.3245, 0.045987, 9.8786, 0.38087, 0.62554, 0.050683, 1.2131, 6.3713, 5.9652, 0.014712, 0.01, 5.0706, 0.001, 273.03, 0.063243
10, -3.0055, 3.1687, 0.001261, 1.3493, 0.065126, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 8.5535, 4.3268, 0.014712, 0.010008, 4.6251, 0.001, 273.03, 0.063243
11, -3.0056, 3.1687, 0.001, 2.3245, 0.044881, 7.79, 0.69827, 0.62554, 0.050683, 0.93255, 6.3713, 4.3268, 0.014712, 0.01145, 7.7704, 0.001, 273.03, 0.068257
12, -3.0065, 3.1687, 0.001, 1.1755, 0.045987, 10, 0.69827, 0.62554, 0.050683, 1.2131, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
13, -3.0089, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.44342, 0.52337, 0.050683, 1.3529, 7.7495, 5.6881, 0.014712, 0.010008, 11.448, 0.001, 273.03, 0.063243
14, -3.0102, 4.6668, 0.001, 2.3245, 0.026021, 7.6346, 0.70326, 0.62554, 0.050683, 1.2131, 9.4267, 6.0858, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
15, -3.0148, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 6.3713, 6.3908, 0.014712, 0.010008, 7.7704, 0.001, 308.69, 0.063243
16, -3.0155, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.38838, 0.62554, 0.059827, 1.2131, 8.7954, 4.3268, 0.013829, 0.01, 7.7704, 0.001, 273.03, 0.063243
17, -3.0166, 3.4071, 0.001, 1.5362, 0.045987, 7.79, 0.69827, 0.62554, 0.05515, 1.2131, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 281.2, 0.063243
18, -3.0193, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.1333, 5.3702, 6.1543, 0.014712, 0.010008, 7.7704, 0.001, 355.91, 0.063243
19, -3.0201, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.37145, 0.50994, 0.044365, 1.2131, 6.3713, 5.8656, 0.014712, 0.010008, 11.157, 0.001, 273.03, 0.063243
20, -3.0209, 3.1687, 0.001, 2.3245, 0.048988, 7.79, 0.69827, 0.62554, 0.07148, 1.3904, 6.3713, 4.3268, 0.014712, 0.010008, 10.955, 0.001, 273.03, 0.063243
21, -3.0219, 3.1687, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 6.3713, 6.1831, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
22, -3.0245, 3.1687, 0.001, 1.3568, 0.029443, 6.9659, 0.69827, 0.62554, 0.050683, 1.2131, 6.3713, 4.3268, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
23, -3.0250, 3.1591, 0.001, 2.3245, 0.045987, 8.6866, 0.69827, 0.56755, 0.050683, 1.2131, 6.3713, 5.6835, 0.014712, 0.010008, 3.9397, 0.001, 273.03, 0.063591
24, -3.0250, 2.9738, 0.001, 2.3245, 0.045987, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 5.2621, 6.4056, 0.014712, 0.01, 7.7704, 0.001, 273.03, 0.063243
25, -3.0255, 3.1687, 0.001, 2.3245, 0.030391, 7.79, 0.69827, 0.62554, 0.050683, 1.2131, 6.3713, 6.1894, 0.014712, 0.010008, 7.7704, 0.001, 273.03, 0.063243
26, -3.0256, 4.5302, 0.001, 1.5732, 0.058411, 6.0112, 0.69827, 0.62554, 0.050683, 1.2131, 6.9511, 4.3268, 0.019076, 0.010008, 7.7704, 0.001, 273.03, 0.063243
27, -3.0266, 3.1687, 0.001, 2.3245, 0.030607, 7.79, 0.35552, 0.62554, 0.050683, 1.2131, 6.3713, 5.6412, 0.014712, 0.010008, 11.152, 0.001, 200.91, 0.063243
