Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2, X
3438, -165.2979, 0.034246, 2.034, 0.25798, 0.0048373, 0.015778, 0.061736, 0.02327, 2.791, 500, 0.10158, 5, 10
3439, -165.3217, 0.080658, 1.2287, 0.33796, 0.0044909, 0.013527, 0.13591, 0.019759, 1.4486, 500, 0.083432, 5, 10
3440, -165.3287, 0.060722, 1.227, 0.11817, 0.0065598, 0.01, 0.035608, 0.033415, 2.1497, 379.25, 0.05, 2.5607, 8.6782
3441, -165.3425, 0.044032, 1.7074, 0.51049, 0.0106, 0.01888, 0.043648, 0.023314, 1.7799, 500, 0.05, 5, 6.6033
3442, -165.3974, 0.065131, 0.63097, 0.1, 0.0013768, 0.025738, 0.31432, 0.0559, 0.93158, 256.41, 0.14506, 1.5, 8.8529
3443, -165.4064, 0.064817, 1.4526, 0.66542, 0.0027352, 0.010086, 0.099394, 0.047846, 2.3755, 471.73, 0.11379, 5, 10
3444, -165.4665, 0.0089156, 0.42344, 0.15459, 0.0079319, 0.018207, 0.080155, 0.027696, 2.7603, 500, 0.05, 5, 10
3445, -165.4713, 0.058909, 2.8923, 0.74334, 0.006283, 0.01, 0.14037, 0.022045, 1.6585, 500, 0.05, 5, 7.7209
3446, -165.4850, 0.082152, 1.2576, 0.63313, 0.0089109, 0.01, 0.093956, 0.020389, 0.54742, 500, 0.091105, 5, 5
3447, -165.5628, 0.079407, 2.6131, 0.22893, 0.0042127, 0.01, 0.16183, 0.0080395, 2.0597, 500, 0.11315, 5, 10
3448, -165.5657, 0.48323, 1.6786, 0.1, 0.0013768, 0.024764, 0.29374, 0.016743, 0.5773, 288.24, 0.14456, 3.9357, 10
3449, -165.6559, 0.056834, 0.65872, 0.46058, 0.0055636, 0.01, 0.10495, 0.031672, 0.89286, 500, 0.097239, 3.9263, 6.7892
3450, -165.6600, 0.046322, 0.87888, 0.29896, 0.0052126, 0.01, 0.044418, 0.032755, 2.17, 270.19, 0.05, 1.8201, 10
3451, -165.6767, 0.069576, 0.47117, 0.11871, 0.0034466, 0.027909, 0.22712, 0.025907, 0.87181, 381.56, 0.15225, 2.9922, 9.6935
3452, -165.6808, 0.070299, 0.85038, 0.1, 0.001, 0.01, 0.02083, 0.041995, 2.9643, 500, 0.060879, 2.7309, 6.0032
3453, -165.6842, 0.10548, 1.8161, 0.30198, 0.0080473, 0.01, 0.063034, 0.020708, 1.0515, 500, 0.19861, 4.9911, 5
3454, -165.6857, 0.099472, 0.85958, 0.1, 0.001, 0.012965, 0.30954, 0.045646, 0.81923, 297.19, 0.16645, 5, 7.2832
3455, -165.7007, 0.05641, 0.89868, 0.1, 0.0088797, 0.019265, 0.037189, 0.02727, 0.94012, 500, 0.094186, 5, 10
3456, -165.7285, 0.042782, 1.7074, 0.79841, 0.003686, 0.01, 0.10674, 0.024015, 1.8222, 500, 0.05637, 4.3301, 7.5354
3457, -165.7303, 0.1033, 3.0797, 0.58187, 0.0089087, 0.023104, 0.039258, 0.026027, 1.7645, 500, 0.05, 5, 5.157
3458, -165.7708, 0.062262, 0.44685, 0.19633, 0.0065943, 0.01, 0.043479, 0.035779, 1.7192, 286.4, 0.05, 1.5, 8.7836
3459, -165.8321, 0.14533, 0.84412, 0.19362, 0.0010941, 0.01351, 0.27124, 0.058828, 1.0306, 325.19, 0.1022, 5, 8.0586
3460, -165.8787, 0.049156, 0.70698, 0.37181, 0.0017809, 0.01, 0.023137, 0.0086898, 2.7325, 500, 0.098555, 4.6774, 5.561
3461, -165.9082, 0.010681, 0.2673, 0.1, 0.0022509, 0.0112, 0.066714, 0.022241, 2.9192, 500, 0.05, 5, 10
3462, -165.9150, 0.035802, 0.82923, 0.44477, 0.0069186, 0.01, 0.064284, 0.015605, 2.5183, 500, 0.093603, 4.2955, 7.4553
3463, -165.9290, 0.20242, 1.5073, 0.26837, 0.0040501, 0.02259, 0.16414, 0.025756, 0.91998, 466.13, 0.087309, 1.5, 10
3464, -165.9377, 0.020347, 0.75796, 0.33545, 0.0048377, 0.01, 0.038028, 0.032828, 1.7648, 500, 0.1636, 2.9324, 7.5354
3465, -165.9817, 0.058909, 2.4793, 0.59267, 0.010512, 0.018761, 0.12109, 0.019382, 1.9964, 485.2, 0.24794, 4.4284, 10
3466, -165.9824, 0.040712, 1.7074, 0.12341, 0.0059306, 0.01, 0.065641, 0.016558, 2.3541, 500, 0.11026, 1.5, 5
3467, -166.0109, 0.09343, 1.2287, 0.1, 0.0078647, 0.020596, 0.13254, 0.011478, 0.59878, 454.34, 0.11549, 2.7286, 10
3468, -166.0177, 0.084017, 0.51225, 0.15488, 0.0068484, 0.01, 0.13579, 0.040264, 0.81784, 226.29, 0.19484, 5, 5
3469, -166.0372, 0.079992, 0.52838, 0.30219, 0.0070101, 0.01539, 0.014662, 0.0072671, 2.4263, 500, 0.072156, 2.8261, 8.4769
3470, -166.0546, 0.054175, 3.1798, 0.38414, 0.0089392, 0.014268, 0.079593, 0.028488, 2.0841, 500, 0.18488, 5, 10
3471, -166.0644, 0.045848, 1.1977, 0.16048, 0.0081301, 0.01, 0.065429, 0.015605, 1.8765, 500, 0.1911, 3.2267, 10
3472, -166.0793, 0.055604, 1.0843, 0.1, 0.0031501, 0.01, 0.018041, 0.023272, 2.7102, 387.98, 0.12562, 3.4299, 5
3473, -166.0830, 0.038446, 0.24224, 0.1, 0.0022621, 0.013393, 0.028861, 0.029756, 2.4547, 500, 0.08732, 3.5191, 8.7836
3474, -166.1242, 0.036895, 0.89221, 0.46058, 0.011145, 0.019324, 0.033579, 0.021682, 1.9646, 500, 0.05, 5, 7.4108
3475, -166.1262, 0.069347, 2.1866, 0.16418, 0.0032896, 0.013991, 0.084712, 0.020261, 2.1329, 500, 0.15622, 5, 5
3476, -166.2093, 0.066177, 1.2525, 0.10919, 0.0040102, 0.015157, 0.1566, 0.015882, 1.5733, 500, 0.05, 1.5, 6.9149
3477, -166.2116, 0.067306, 1.5197, 0.58287, 0.0041817, 0.01, 0.034937, 0.042878, 1.3834, 500, 0.062011, 5, 5
3478, -166.2159, 0.084653, 1.2206, 0.24776, 0.0045038, 0.016753, 0.040356, 0.029667, 2.069, 500, 0.060649, 5, 8.3096
3479, -166.2417, 0.055031, 0.89598, 0.36502, 0.006609, 0.015008, 0.051111, 0.012846, 1.8086, 500, 0.066665, 5, 10
3480, -166.2439, 0.095952, 0.57123, 0.13522, 0.0063752, 0.013673, 0.044405, 0.024015, 1.0445, 500, 0.16379, 5, 10
3481, -166.2513, 0.031276, 1.7074, 0.28834, 0.008219, 0.01, 0.10749, 0.022304, 1.4364, 500, 0.19418, 5, 5.8509
3482, -166.2624, 0.097142, 1.1343, 0.20851, 0.0035283, 0.01, 0.040535, 0.012322, 1.9639, 369.06, 0.05, 5, 10
3483, -166.2660, 0.09601, 0.26012, 0.1, 0.0075, 0.018363, 0.075869, 0.023463, 1.8768, 184.48, 0.11214, 5, 10
3484, -166.2667, 0.05641, 0.3309, 0.1, 0.0050781, 0.011241, 0.046477, 0.01993, 0.85141, 500, 0.13788, 2.026, 10
3485, -166.2916, 0.023894, 0.45488, 0.17375, 0.0035005, 0.01, 0.099646, 0.027546, 0.92823, 500, 0.20999, 5, 5
3486, -166.3025, 0.059387, 0.56236, 0.20553, 0.0022573, 0.01, 0.028815, 0.029628, 1.0692, 500, 0.05, 2.8153, 10
3487, -166.3060, 0.092452, 1.2545, 0.44667, 0.0026796, 0.01, 0.029396, 0.023225, 1.4364, 500, 0.20973, 5, 10
3488, -166.3451, 0.11036, 2.6412, 0.75011, 0.0032971, 0.010619, 0.11911, 0.047398, 1.2405, 500, 0.05, 4.1554, 7.5354
3489, -166.3545, 0.3734, 0.72125, 0.1, 0.0018623, 0.01, 0.24482, 0.052098, 0.3875, 162.48, 0.05, 4.3558, 10
3490, -166.3583, 0.10792, 1.8686, 0.1, 0.0044176, 0.01, 0.068691, 0.015882, 1.7403, 383.35, 0.19708, 3.4496, 10
3491, -166.3647, 0.043353, 0.30687, 0.1, 0.0037756, 0.01, 0.10874, 0.029784, 1.7268, 158.63, 0.096913, 2.9265, 10
3492, -166.3801, 0.021241, 0.85038, 0.1, 0.0049215, 0.011408, 0.038154, 0.022666, 2.1471, 500, 0.05, 1.5, 5
3493, -166.3825, 0.18817, 1.689, 0.1, 0.001, 0.023932, 0.1916, 0.021986, 0.82416, 296.55, 0.08691, 5, 10
3494, -166.4042, 0.066641, 1.9256, 0.38759, 0.0060229, 0.014677, 0.046304, 0.04, 2.8669, 500, 0.17366, 5, 9.311
3495, -166.4049, 0.076011, 0.85769, 0.6985, 0.0058506, 0.01, 0.018092, 0.017, 2.8264, 484.59, 0.18795, 5, 10
3496, -166.4678, 0.042126, 0.71319, 0.11519, 0.0060445, 0.01, 0.084948, 0.022877, 0.86455, 500, 0.05, 5, 10
3497, -166.4734, 0.23645, 0.83471, 0.1, 0.0013807, 0.020627, 0.064838, 0.029894, 0.98712, 383.61, 0.15356, 5, 8.1866
3498, -166.4808, 0.02888, 1.6672, 0.16483, 0.0085134, 0.01, 0.036784, 0.027544, 2.3346, 500, 0.14241, 5, 7.656
3499, -166.5075, 0.22629, 1.0784, 0.1, 0.002308, 0.034651, 0.13913, 0.018259, 1.7541, 406.13, 0.096734, 4.3547, 10
3500, -166.5101, 0.16232, 1.1006, 0.1, 0.0041643, 0.01, 0.189, 0.037384, 0.46649, 428.73, 0.15718, 3.9764, 7.7127
3501, -166.5219, 0.057253, 3.282, 0.55992, 0.0042148, 0.01, 0.081621, 0.018655, 2.1103, 500, 0.086319, 1.5, 10
3502, -166.5238, 0.40056, 0.96346, 0.1, 0.0026531, 0.01, 0.25696, 0.037925, 0.9122, 164.56, 0.14828, 3.972, 10
3503, -166.5471, 0.026402, 0.70678, 0.64914, 0.0085175, 0.023401, 0.031713, 0.035287, 2.1245, 500, 0.10503, 5, 10
3504, -166.5846, 0.059943, 0.22595, 0.1, 0.0058795, 0.01, 0.062582, 0.015662, 0.56637, 500, 0.18366, 5, 10
3505, -166.6248, 0.071351, 1.8813, 0.67469, 0.0094119, 0.01, 0.076526, 0.033251, 1.674, 500, 0.078106, 1.5, 5
3506, -166.6424, 0.065939, 1.7074, 0.53147, 0.007634, 0.013673, 0.052892, 0.024015, 2.6463, 309.31, 0.05, 5, 10
3507, -166.6458, 0.065877, 1.2287, 0.42176, 0.0071476, 0.021512, 0.065772, 0.030374, 2.4767, 500, 0.096835, 5, 5
3508, -166.6591, 0.058909, 2.011, 0.42771, 0.0080852, 0.01, 0.11581, 0.030772, 1.4364, 500, 0.074712, 5, 10
3509, -166.6648, 0.20949, 0.49669, 0.206, 0.0039066, 0.01, 0.10861, 0.042124, 1.5672, 100, 0.16151, 5, 7.7785
3510, -166.6693, 0.084309, 1.0875, 0.3224, 0.011663, 0.013673, 0.13388, 0.024015, 2.5642, 235.29, 0.15883, 5, 10
3511, -166.7172, 0.048903, 2.0453, 0.23202, 0.0085754, 0.012864, 0.051865, 0.020991, 2.424, 500, 0.21738, 5, 8.3595
3512, -166.7187, 0.05157, 1.6857, 0.37705, 0.0076741, 0.014592, 0.12179, 0.017942, 1.5264, 453.28, 0.13788, 1.5, 10
3513, -166.7441, 0.064366, 2.8032, 0.47917, 0.0016651, 0.01, 0.10775, 0.042937, 2.8117, 415.38, 0.05, 5, 5
3514, -166.7523, 0.047651, 1.0815, 0.45361, 0.0058506, 0.010851, 0.028847, 0.03901, 2.4473, 500, 0.054111, 1.5, 8.1545
3515, -166.7811, 0.053688, 0.95345, 0.21376, 0.0050968, 0.01, 0.10862, 0.016566, 1.3072, 500, 0.05, 1.8956, 10
3516, -166.7816, 0.045205, 0.40996, 0.15248, 0.0040128, 0.01, 0.057324, 0.04794, 2.6775, 149.07, 0.05, 1.5, 8.9153
3517, -166.7832, 0.067894, 0.3199, 0.1, 0.007627, 0.01, 0.021108, 0.021248, 1.6907, 500, 0.10607, 5, 5.0616
3518, -166.7868, 0.13044, 0.33992, 0.1, 0.0010247, 0.013275, 0.10302, 0.042565, 0.32975, 360.78, 0.15558, 5, 5
3519, -166.8374, 0.056255, 0.75067, 0.16991, 0.0036852, 0.01, 0.10911, 0.022877, 1.6011, 500, 0.11951, 5, 9.7835
3520, -166.8449, 0.10605, 2.3335, 0.58624, 0.0059686, 0.01, 0.081621, 0.046934, 0.6578, 500, 0.19776, 5, 5.3161
3521, -166.8972, 0.077234, 0.98866, 0.21531, 0.01102, 0.016864, 0.081621, 0.024015, 2.1963, 191.6, 0.061769, 2.9161, 9.1612
3522, -166.9380, 0.0563, 1.6425, 0.12054, 0.0068372, 0.021423, 0.11431, 0.012973, 2.2456, 384.16, 0.05, 5, 10
3523, -166.9440, 0.032758, 0.85251, 0.26424, 0.0075685, 0.010064, 0.063451, 0.039598, 1.9279, 500, 0.094183, 5, 5
3524, -166.9937, 0.072281, 0.85038, 0.22704, 0.0028094, 0.01, 0.091346, 0.037457, 1.6067, 439.83, 0.15237, 5, 10
3525, -166.9972, 0.10059, 2.3108, 0.23363, 0.011646, 0.013673, 0.084934, 0.013304, 2.011, 500, 0.05, 1.5, 5
3526, -167.0336, 0.049391, 1.7074, 0.46949, 0.0076269, 0.01, 0.059504, 0.040906, 2.2603, 500, 0.075941, 4.2207, 5
3527, -167.0753, 0.060761, 1.346, 0.36139, 0.0038581, 0.017087, 0.051424, 0.040299, 1.8813, 500, 0.05, 5, 8.7836
3528, -167.1012, 0.094775, 1.8464, 0.20014, 0.010885, 0.01, 0.16125, 0.034091, 2.5071, 203.96, 0.080664, 5, 5
3529, -167.1467, 0.05772, 1.1751, 0.1, 0.0029061, 0.01, 0.1017, 0.038058, 2.8288, 246.24, 0.19343, 5, 6.7042
3530, -167.1591, 0.085013, 2.5114, 0.75269, 0.011539, 0.010299, 0.11609, 0.017845, 2.1734, 386.75, 0.22908, 5, 10
3531, -167.1863, 0.028183, 1.6501, 0.32227, 0.0032853, 0.012567, 0.15338, 0.025026, 2.4377, 500, 0.05, 4.1056, 8.3115
3532, -167.1951, 0.038446, 1.1817, 0.1465, 0.005549, 0.01529, 0.058179, 0.027179, 2.3911, 500, 0.054653, 5, 10
3533, -167.2189, 0.065856, 1.9286, 0.15781, 0.007708, 0.01, 0.050384, 0.028892, 2.0436, 500, 0.059581, 3.8335, 5
3534, -167.2327, 0.010982, 0.66819, 0.53773, 0.00875, 0.01, 0.038209, 0.04653, 2.7512, 500, 0.096379, 4.7396, 9.507
3535, -167.2330, 0.047911, 2.4735, 0.84799, 0.0081281, 0.01, 0.081621, 0.047132, 2.1507, 500, 0.21304, 5, 5.2184
3536, -167.2473, 0.33063, 0.70604, 0.13606, 0.0017604, 0.01, 0.29545, 0.036626, 0.66805, 154.23, 0.16036, 4.8895, 8.3471
3537, -167.2503, 0.11286, 1.7829, 0.26635, 0.0088426, 0.015086, 0.046186, 0.012528, 1.9033, 425.34, 0.05, 5, 10
3538, -167.2508, 0.063434, 1.7074, 0.46058, 0.0058914, 0.01, 0.1337, 0.018484, 0.98863, 500, 0.13161, 1.5, 7.5354
3539, -167.2516, 0.027537, 0.85038, 0.1, 0.0027461, 0.01, 0.040178, 0.041925, 2.7102, 500, 0.05, 1.5413, 7.9527
3540, -167.2734, 0.087626, 1.9759, 0.39971, 0.0060802, 0.015268, 0.070454, 0.015651, 2.2952, 500, 0.05, 3.6307, 7.5485
3541, -167.2789, 0.15807, 0.23995, 0.14412, 0.0026811, 0.043346, 0.11732, 0.04351, 0.9231, 207.91, 0.096251, 2.0058, 5
3542, -167.2896, 0.054439, 0.56005, 0.17271, 0.0018026, 0.017457, 0.028226, 0.031669, 1.5011, 500, 0.15179, 5, 6.5771
3543, -167.2955, 0.053568, 0.87505, 0.19503, 0.0038927, 0.01, 0.016096, 0.036012, 2.1226, 500, 0.12317, 3.946, 5.1489
3544, -167.3035, 0.03976, 1.8864, 0.28191, 0.0063202, 0.019173, 0.043435, 0.007151, 2.8459, 500, 0.11969, 5, 8.4152
3545, -167.3075, 0.012874, 0.70032, 0.1, 0.0059396, 0.021169, 0.13526, 0.022439, 2.6497, 500, 0.14463, 2.0358, 10
3546, -167.3105, 0.055131, 3.0642, 0.69523, 0.01169, 0.011254, 0.15422, 0.022776, 2.5364, 408.34, 0.05, 1.5322, 7.1571
3547, -167.3236, 0.10586, 1.1935, 0.1964, 0.0063306, 0.021667, 0.054871, 0.021155, 1.4918, 500, 0.05, 5, 5
3548, -167.3372, 0.05792, 1.8771, 0.44269, 0.0077985, 0.01, 0.11765, 0.015605, 1.4364, 500, 0.05, 5, 5
3549, -167.3545, 0.057876, 0.63838, 0.36493, 0.0031598, 0.011826, 0.050903, 0.035689, 1.7473, 500, 0.084926, 4.1328, 10
3550, -167.3651, 0.028569, 1.1776, 0.58391, 0.0038828, 0.01, 0.15552, 0.032792, 1.3952, 500, 0.05, 2.4948, 5
3551, -167.4239, 0.055639, 1.4873, 0.20952, 0.0028265, 0.01, 0.04292, 0.029211, 1.8652, 500, 0.063315, 5, 10
3552, -167.4401, 0.049064, 2.9051, 0.1, 0.0099594, 0.01, 0.045394, 0.017476, 2.5288, 425.16, 0.072331, 5, 5
3553, -167.4442, 1.8623, 9.6478, 2.1111, 0.1085, 0.38876, 0.080334, 0.081264, 0.42165, 430.07, 0.10023, 1.5, 6.226
3554, -167.4589, 0.088092, 0.76327, 0.7355, 0.0058506, 0.01, 0.033514, 0.038502, 2.1293, 387.71, 0.12751, 5, 6.1626
3555, -167.4700, 0.078518, 1.8162, 0.1333, 0.0038905, 0.01, 0.10891, 0.030003, 1.7759, 500, 0.098366, 5, 7.4716
3556, -167.4737, 0.059822, 3.4074, 0.73542, 0.0071251, 0.016135, 0.059921, 0.027017, 2.4568, 485.21, 0.22843, 5, 8.6273
3557, -167.4770, 0.051464, 0.46319, 0.1, 0.0079978, 0.012806, 0.065969, 0.014568, 1.5191, 500, 0.12638, 5, 10
3558, -167.4865, 0.30614, 1.4283, 0.1, 0.001, 0.01, 0.2611, 0.014855, 0.51859, 420.17, 0.05, 1.9935, 6.0266
3559, -167.4945, 1.5647, 4.451, 1.3658, 0.078858, 0.21134, 0.26893, 0.077076, 0.21588, 262.14, 0.05, 1.9711, 8.0531
3560, -167.4957, 0.046204, 1.2287, 0.11502, 0.0080405, 0.01, 0.091489, 0.028309, 1.4364, 500, 0.069882, 1.5, 10
3561, -167.5077, 0.069333, 3.3662, 0.29542, 0.010211, 0.027274, 0.059227, 0.028445, 2.5757, 500, 0.081308, 4.8707, 8.5022
3562, -167.5303, 0.018283, 0.83617, 0.1, 0.0074771, 0.01, 0.10704, 0.031922, 2.5514, 321.89, 0.05, 5, 5
3563, -167.5662, 0.090473, 1.7917, 0.62121, 0.004366, 0.014605, 0.098798, 0.025734, 1.5592, 500, 0.05, 3.5195, 10
3564, -167.5716, 0.10056, 0.1, 0.1, 0.0013004, 0.022803, 0.036018, 0.028146, 0.39394, 500, 0.054734, 5, 7.883
3565, -167.5891, 0.069193, 0.1, 0.1, 0.0037033, 0.01495, 0.073256, 0.031737, 0.25835, 500, 0.13458, 5, 6.79
3566, -167.6048, 0.54109, 1.4934, 0.12515, 0.001, 0.01, 0.30796, 0.022731, 0.2845, 416.86, 0.15869, 3.055, 9.7215
3567, -167.6346, 0.058812, 1.2087, 0.19047, 0.0035197, 0.011568, 0.038897, 0.019725, 2.9167, 500, 0.05, 5, 10
3568, -167.6351, 0.038446, 0.85038, 0.23441, 0.0049889, 0.014372, 0.057486, 0.024346, 2.4726, 207.45, 0.14753, 5, 5
3569, -167.6709, 0.040536, 1.6715, 0.36661, 0.004963, 0.01, 0.082144, 0.014514, 2.7089, 500, 0.05, 5, 10
3570, -167.6929, 0.48627, 1.621, 0.1, 0.0017868, 0.010034, 0.081133, 0.019315, 0.96555, 385.82, 0.058174, 4.0893, 5.8978
3571, -167.7027, 0.072954, 0.83362, 0.1, 0.0048948, 0.01, 0.051048, 0.01691, 2.1394, 182.82, 0.07711, 5, 5
3572, -167.7345, 0.076623, 0.90722, 0.11547, 0.0045038, 0.01, 0.053732, 0.022714, 1.8921, 500, 0.096397, 5, 5.691
3573, -167.7380, 0.038446, 1.0524, 0.20385, 0.0057551, 0.01, 0.027753, 0.037531, 2.5413, 500, 0.069055, 5, 6.712
3574, -167.7655, 0.058909, 1.2782, 0.1552, 0.0096498, 0.01, 0.13768, 0.0082514, 1.4364, 500, 0.11404, 3.1386, 5
3575, -167.7697, 0.04743, 1.7074, 0.25028, 0.010566, 0.011883, 0.046277, 0.033508, 1.9418, 500, 0.07188, 5, 10
3576, -167.7832, 0.035531, 0.47673, 0.14213, 0.0078882, 0.015376, 0.069259, 0.015293, 1.3536, 500, 0.11064, 1.5, 10
3577, -167.8148, 0.013701, 0.49769, 0.1, 0.001, 0.01, 0.093452, 0.010052, 2.8867, 500, 0.05, 3.4119, 5
3578, -167.8213, 0.042991, 0.5318, 0.19503, 0.0011129, 0.019474, 0.095139, 0.017321, 2.0424, 500, 0.14818, 4.1036, 10
3579, -167.8248, 0.054315, 1.599, 0.27791, 0.0037234, 0.01, 0.055711, 0.041159, 2.2474, 353.72, 0.058096, 5, 8.2733
3580, -167.8410, 0.097515, 2.5469, 0.31145, 0.0017607, 0.016946, 0.069491, 0.021752, 2.2267, 426.2, 0.05, 5, 10
3581, -167.8423, 0.055255, 1.6468, 0.5624, 0.0027433, 0.018619, 0.1458, 0.021077, 1.9271, 449.69, 0.05, 5, 7.5354
3582, -167.8599, 0.05874, 0.85241, 0.28647, 0.008839, 0.01, 0.083956, 0.026208, 2.4542, 280.25, 0.081711, 5, 5
3583, -167.8991, 0.0436, 0.76392, 0.2055, 0.003342, 0.013862, 0.024228, 0.010725, 1.7906, 500, 0.07327, 3.2679, 10
3584, -167.9132, 0.077878, 1.9953, 0.10442, 0.0020087, 0.014643, 0.12811, 0.006996, 2.6664, 500, 0.13297, 3.7133, 10
3585, -167.9577, 0.068593, 1.5534, 0.1, 0.0010996, 0.013673, 0.13286, 0.032107, 2.3721, 335.33, 0.13161, 3.6403, 5
3586, -167.9689, 0.057269, 2.2278, 0.1, 0.007762, 0.019695, 0.081164, 0.027943, 2.7885, 437.51, 0.05, 1.5, 10
3587, -167.9952, 0.09376, 1.4362, 0.13901, 0.0082906, 0.01, 0.015667, 0.0087805, 2.1161, 500, 0.05, 5, 10
3588, -167.9977, 0.076624, 2.436, 0.88804, 0.011542, 0.023733, 0.11393, 0.046589, 1.9406, 500, 0.16419, 5, 5
3589, -167.9994, 0.47175, 1.004, 0.1514, 0.0013768, 0.016518, 0.24171, 0.021267, 0.23367, 374.19, 0.1406, 3.303, 8.65
3590, -168.0078, 0.058909, 0.64406, 0.1, 0.0090334, 0.026252, 0.1299, 0.028417, 2.3505, 204.56, 0.05, 1.5, 10
3591, -168.0106, 0.053967, 0.7186, 0.35095, 0.0058829, 0.01, 0.048665, 0.0175, 1.9432, 238.36, 0.13458, 5, 5
3592, -168.0386, 0.11255, 0.53228, 0.16963, 0.0079211, 0.022093, 0.071211, 0.027448, 0.45711, 500, 0.05, 4.9191, 10
3593, -168.0792, 0.04008, 1.9114, 0.81353, 0.010166, 0.01, 0.090866, 0.044257, 2.2956, 500, 0.0758, 2.448, 5
3594, -168.0967, 0.097827, 2.0366, 0.47398, 0.0059483, 0.013581, 0.13408, 0.014946, 0.83827, 500, 0.05, 4.742, 5
3595, -168.1020, 0.043857, 0.98445, 0.19503, 0.0042928, 0.01, 0.040985, 0.043368, 2.7895, 500, 0.13458, 3.7224, 10
3596, -168.1229, 0.029821, 1.3314, 0.2923, 0.0071967, 0.01, 0.087069, 0.018788, 2.1887, 500, 0.05, 4.4861, 10
3597, -168.1319, 0.064264, 0.41149, 0.10316, 0.0047079, 0.017866, 0.041591, 0.013553, 1.3034, 500, 0.16078, 5, 5.3326
3598, -168.1410, 0.084594, 3.1097, 0.90325, 0.010425, 0.01, 0.068998, 0.027918, 1.9499, 500, 0.20026, 5, 5
3599, -168.1410, 0.16584, 0.65425, 0.1, 0.0036188, 0.037967, 0.12422, 0.033368, 1.9219, 131.21, 0.16932, 5, 10
3600, -168.1502, 0.058495, 0.1616, 0.10782, 0.0030685, 0.019107, 0.099419, 0.037926, 0.50387, 500, 0.12769, 5, 7.3714
3601, -168.1552, 0.062255, 3.3427, 0.35944, 0.0089279, 0.027101, 0.10922, 0.012325, 2.1091, 500, 0.11525, 3.569, 10
3602, -168.1581, 0.023831, 0.58608, 0.32183, 0.0055742, 0.01, 0.056707, 0.045704, 2.0851, 266.41, 0.25315, 5, 10
3603, -168.1706, 0.093514, 1.6734, 0.31703, 0.0080219, 0.015943, 0.07493, 0.027707, 1.0312, 500, 0.05, 5, 10
3604, -168.1887, 0.087351, 0.71424, 0.41982, 0.007432, 0.016878, 0.027225, 0.020358, 1.2446, 500, 0.05, 5, 5
3605, -168.2248, 0.062668, 1.4491, 0.1, 0.0058414, 0.01, 0.043492, 0.036027, 2.2153, 500, 0.16182, 5, 10
3606, -168.2615, 0.077191, 1.5863, 0.28766, 0.007096, 0.012448, 0.081621, 0.0094934, 1.4364, 500, 0.21371, 5, 10
3607, -168.2622, 0.077833, 1.7074, 0.13785, 0.0055018, 0.01, 0.09285, 0.028824, 1.491, 500, 0.088081, 4.7228, 10
3608, -168.2825, 0.062332, 0.40885, 0.19503, 0.0049852, 0.010437, 0.037891, 0.018382, 1.4243, 500, 0.16194, 5, 8.7836
3609, -168.2832, 0.47795, 0.1, 0.1, 0.001, 0.018996, 0.062342, 0.035088, 0.67353, 236.41, 0.064613, 2.1424, 8.792
3610, -168.3228, 0.047665, 0.76923, 0.1, 0.001, 0.01, 0.12254, 0.030555, 1.4611, 281.61, 0.13315, 5, 10
3611, -168.3352, 0.057004, 0.97889, 0.22715, 0.0070531, 0.01, 0.032245, 0.013248, 2.0147, 500, 0.050454, 5, 10
3612, -168.3480, 0.026706, 0.49635, 0.40378, 0.0031112, 0.01, 0.11395, 0.03813, 2.1611, 264.57, 0.13161, 5, 5
3613, -168.3957, 0.051412, 0.59944, 0.25843, 0.0051434, 0.01, 0.079052, 0.019844, 1.4368, 500, 0.13479, 4.3004, 5.2957
3614, -168.3980, 0.071975, 1.0916, 0.16059, 0.0045038, 0.011241, 0.04619, 0.0068619, 2.6868, 500, 0.085272, 5, 5
3615, -168.4055, 0.10869, 1.7074, 0.69051, 0.0090668, 0.01, 0.14938, 0.019922, 0.74951, 500, 0.1043, 1.5517, 10
3616, -168.4123, 0.05641, 1.4338, 0.41784, 0.003264, 0.014143, 0.1064, 0.015273, 1.4364, 500, 0.058911, 5, 10
3617, -168.4212, 0.05669, 0.97929, 0.1, 0.0093565, 0.01, 0.075931, 0.01074, 1.7707, 500, 0.081342, 5, 5.4587
3618, -168.4213, 0.11408, 0.86591, 0.20638, 0.011203, 0.01, 0.128, 0.038666, 0.22475, 500, 0.05, 1.5, 10
3619, -168.4222, 0.049552, 0.50978, 0.1, 0.0086407, 0.018225, 0.051876, 0.018736, 2.1276, 500, 0.10662, 3.8475, 10
3620, -168.4638, 0.01082, 0.45794, 0.1, 0.0075352, 0.012837, 0.11398, 0.024827, 2.0595, 500, 0.050711, 3.1644, 7.5354
3621, -168.4827, 0.055794, 0.53315, 0.14906, 0.0022522, 0.01, 0.29108, 0.0439, 0.73743, 354.6, 0.11798, 1.5, 6.9015
3622, -168.4986, 0.095318, 1.2287, 0.34522, 0.008074, 0.01198, 0.075375, 0.019833, 1.4571, 500, 0.17049, 5, 10
3623, -168.5203, 0.071633, 2.7053, 0.57393, 0.0082746, 0.019423, 0.025455, 0.027362, 2.4216, 500, 0.12474, 5, 10
