Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -4.4373, 1.1843, 1.4046, 0.0080282, 30.966, 0.15054, 0.13839, 4.9866, 9.8228, 1.0556, 0.044035, 15.096, 0.064386, 0.48638, 1.4469, 0.001, 1000, 0.13363
1, -4.4375, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.17869, 4.9866, 8.9838, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
2, -4.4391, 0.98431, 1.4046, 0.0054782, 20.71, 0.18545, 0.14205, 5.9157, 9.5032, 1.0556, 0.044035, 11.778, 0.091713, 0.36669, 1.4469, 0.001, 1000, 0.13363
3, -4.4542, 0.98431, 1.2042, 0.0080747, 30.966, 0.29262, 0.20082, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
4, -4.4603, 0.98431, 1.4046, 0.0054782, 15.534, 0.36035, 0.2091, 4.9866, 9.9117, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
5, -4.4790, 0.98431, 1.4046, 0.005495, 23.284, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.055789, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
6, -4.4821, 0.98431, 1.4046, 0.0043134, 24.571, 0.29262, 0.18355, 4.9866, 9.8228, 1.0556, 0.03529, 9.1182, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.1337
7, -4.4841, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.7834, 1.0556, 0.048606, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
8, -4.4871, 0.98431, 1.4046, 0.0054782, 30.966, 0.27606, 0.14205, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
9, -4.4877, 0.98431, 1.4046, 0.0054782, 30.966, 0.24983, 0.14205, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.4979, 1.4469, 0.001, 1000, 0.13363
10, -4.4890, 0.98431, 1.4046, 0.0048518, 28.813, 0.29262, 0.14205, 4.9388, 9.8228, 1.0556, 0.050806, 11.778, 0.064386, 0.36669, 1.1846, 0.001, 1000, 0.13363
11, -4.4901, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.17262, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.54611, 1.303, 0.001, 1000, 0.13363
12, -4.4906, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.048933, 10.086, 0.084338, 0.36669, 1.4469, 0.001, 1000, 0.13363
13, -4.4917, 0.98431, 1.4046, 0.0054782, 22.625, 0.29262, 0.14456, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.7216, 0.001, 1000, 0.13363
14, -4.4927, 0.98431, 1.4046, 0.0043433, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13033
15, -4.4936, 0.98431, 1.4046, 0.0054782, 29.236, 0.29262, 0.16378, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
16, -4.4960, 0.98431, 1.6464, 0.0054782, 30.966, 0.29262, 0.14205, 5.8139, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.3238, 1.4469, 0.001, 1000, 0.13363
17, -4.4963, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.055757, 17.019, 0.064386, 0.36669, 1.8528, 0.001, 1000, 0.13363
18, -4.4970, 0.98431, 1.4046, 0.0059727, 30.966, 0.23955, 0.11964, 4.9866, 9.8228, 1.0556, 0.048928, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
19, -4.4980, 0.98431, 1.4046, 0.0054869, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.032602, 0.36669, 1.4469, 0.001, 1000, 0.13363
20, -4.4986, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13285
21, -4.4989, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.324, 0.061687, 11.778, 0.060097, 0.36669, 1.4469, 0.001, 935.55, 0.13363
22, -4.4992, 0.98431, 1.4046, 0.0054782, 40.236, 0.29262, 0.15558, 4.9866, 9.8228, 1.0556, 0.044035, 11.778, 0.056316, 0.36669, 1.4469, 0.001, 1000, 0.13363
23, -4.4993, 0.98431, 1.4046, 0.0054782, 30.966, 0.29262, 0.14205, 4.9866, 9.8228, 1.0107, 0.044035, 11.778, 0.064386, 0.36669, 1.4469, 0.001, 1000, 0.13363
