Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfq, krq, eLoop, eDF, kfdd, Sd, stimUpSR, S0, R0, X0, Q0
0, -2.6895, 0.22206, 0.0080091, 0.92095, 0.18265, 10, 0.065903, 4.7215, 0.61754, 0.023882, 12.252, 0.19253, 0.0084663, 0.90545, 0.48214, 4.5625, 0.0087962, 3.7669, 0.024449,55.932
1, -2.9168, 0.096693, 0.0077554, 1.2905, 0.18265, 10, 0.065903, 3.2588, 0.38744, 0.023882, 16.882, 0.27773, 0.0084663, 0.80356, 0.48214, 4.3142, 0.017107, 3.7669, 0.024449,55.932
2, -3.4756, 0.1515, 0.0077554, 0.92095, 0.18265, 8.904, 0.065903, 3.9672, 0.61754, 0.023882, 12.252, 0.18594, 0.0064379, 0.80356, 0.70047, 4.4188, 0.017107, 3.7669, 0.024449,55.932
3, -3.4806, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 3.2588, 0.55146, 0.033513, 11.006, 0.19253, 0.0084663, 0.80356, 0.48214, 4.651, 0.017107, 3.9013, 0.024449,55.932
4, -3.6216, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 3.2588, 0.61754, 0.026794, 12.252, 0.16741, 0.0084663, 0.80356, 0.48214, 4.5248, 0.017107, 3.7669, 0.024449,55.932
5, -3.7562, 0.1515, 0.010495, 0.92095, 0.18265, 10, 0.065903, 4.8568, 0.61754, 0.023882, 12.252, 0.19253, 0.0084663, 0.80356, 0.48214, 3.1387, 0.017107, 3.7669, 0.024449,62.046
6, -3.7583, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 3.2588, 0.58477, 0.023882, 12.252, 0.19253, 0.0097127, 0.80356, 0.68564, 4.2916, 0.017107, 3.7669, 0.024449,55.932
7, -3.8034, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.033915, 3.2588, 0.61754, 0.01891, 12.252, 0.19253, 0.0057459, 0.80356, 0.48214, 4.6718, 0.017107, 3.7669, 0.028067,55.932
8, -3.8206, 0.09954, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 4.574, 0.61754, 0.023882, 12.252, 0.19253, 0.0093736, 0.80356, 0.61665, 3.1387, 0.017107, 3.7669, 0.024449,61.589
9, -3.8533, 0.1515, 0.0077554, 0.92095, 0.24003, 10, 0.065903, 3.2588, 0.61754, 0.023882, 12.252, 0.19253, 0.0084663, 0.80356, 0.63079, 4.6114, 0.017107, 3.7669, 0.024449,55.932
10, -3.8742, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 4.0419, 0.61754, 0.023882, 12.252, 0.19253, 0.0084663, 0.80356, 0.48214, 3.8534, 0.017107, 3.7669, 0.024449,55.932
11, -3.8757, 0.1515, 0.0077554, 0.92095, 0.18265, 10, 0.065903, 3.2588, 0.41432, 0.033072, 12.252, 0.25746, 0.0084663, 0.80356, 0.62037, 4.215, 0.017107, 3.7669, 0.024449,55.932
