Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
0, -0.1741, 0.39478, 63.729, 0.052356, 98.775, 0.74178, 14.971, 1.6284, 0.94642, 6.8, 0.027974, 0.015604, 0.092143, 197.34, 6.5139, 2.3626
1, -0.1751, 0.29268, 63.729, 0.048799, 98.775, 0.81117, 20.525, 1.6284, 0.94642, 5.2586, 0.024704, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
2, -0.1775, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 7.6221, 0.047036, 0.013245, 0.1355, 197.34, 6.5139, 2.3626
3, -0.1776, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.023578, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
4, -0.1778, 0.29268, 70.181, 0.067484, 132.26, 0.74178, 22.85, 1.6284, 1, 7.0938, 0.047036, 0.015604, 0.1355, 235.44, 6.5139, 2.3626
5, -0.1781, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 18.174, 1.6284, 0.94642, 5.2586, 0.024158, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
6, -0.1782, 0.29268, 63.729, 0.058161, 92.554, 0.74178, 20.525, 1.6284, 1, 6.9724, 0.047036, 0.01, 0.1355, 197.34, 6.5139, 2.3626
7, -0.1787, 0.29268, 39.252, 0.052356, 98.775, 0.81708, 30.729, 1.6284, 0.94642, 5.2586, 0.031674, 0.015604, 0.1355, 197.34, 4.1103, 2.3626
8, -0.1788, 0.29268, 63.729, 0.052356, 82.46, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.027345, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
9, -0.1797, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 7.6578, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
10, -0.1799, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.658, 0.92461, 5.2586, 0.037102, 0.015604, 0.1355, 197.28, 6.5139, 2.3626
11, -0.1800, 0.29268, 63.729, 0.052356, 77.42, 0.74178, 20.525, 1.6284, 1, 7.2774, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
12, -0.1801, 0.29268, 63.729, 0.043739, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 7.4248, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
13, -0.1802, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 7.2396, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
14, -0.1803, 0.29268, 62.843, 0.052356, 106.51, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.031573, 0.01, 0.13622, 197.34, 6.5139, 2.3626
15, -0.1803, 0.29268, 63.729, 0.052356, 51.709, 0.74178, 20.525, 1.6284, 0.94642, 6.85, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
16, -0.1805, 0.29268, 63.729, 0.052356, 78.918, 0.74178, 20.525, 1.6284, 0.56439, 7.8456, 0.054507, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
17, -0.1805, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 17.835, 1.6284, 0.94642, 7.1442, 0.026086, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
18, -0.1807, 0.24961, 63.729, 0.058714, 98.775, 0.74178, 20.525, 2.2328, 0.94642, 5.8071, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
19, -0.1807, 0.29268, 63.729, 0.052356, 99.126, 0.74178, 19.262, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
20, -0.1810, 0.29268, 63.729, 0.071877, 92.148, 0.87772, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.020958, 0.1355, 197.34, 6.5139, 2.3626
21, -0.1811, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.14029, 197.34, 6.5139, 2.3626
22, -0.1812, 0.29268, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 1, 5.2586, 0.047036, 0.015624, 0.1355, 204.63, 6.5139, 2.3626
23, -0.1813, 0.28247, 63.729, 0.052356, 98.775, 0.74178, 20.525, 1.8084, 0.94642, 5.2586, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
24, -0.1814, 0.29268, 63.729, 0.077323, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.1355, 197.34, 6.889, 2.3626
25, -0.1819, 0.40489, 90.92, 0.052356, 98.775, 0.74178, 20.525, 1.6284, 1, 5.2586, 0.047036, 0.015604, 0.14197, 197.34, 6.5139, 2.3626
26, -0.1819, 0.29268, 63.729, 0.036036, 114.18, 0.74178, 18.464, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
27, -0.1820, 0.29268, 63.729, 0.052356, 61.111, 0.74178, 20.525, 1.6284, 0.94642, 6.1539, 0.047036, 0.015604, 0.1355, 197.34, 6.5139, 2.3626
28, -0.1822, 0.29268, 63.729, 0.034036, 129.28, 0.74178, 21.463, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.14051, 197.34, 6.5139, 2.3626
29, -0.1822, 0.29268, 63.729, 0.052356, 132.26, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.011258, 0.1355, 197.34, 6.5139, 2.3626
30, -0.1822, 0.29268, 63.729, 0.052356, 79.967, 0.74178, 20.525, 1.6284, 0.71555, 5.2586, 0.047036, 0.010402, 0.1355, 197.34, 6.5139, 2.3626
31, -0.1823, 0.34684, 63.729, 0.051487, 98.775, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.015604, 0.1355, 197.34, 5.2714, 2.3626
32, -0.1823, 0.29268, 63.729, 0.052356, 145.03, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.01, 0.1355, 197.34, 6.5139, 2.3626
33, -0.1823, 0.29268, 63.729, 0.052356, 140.23, 0.74178, 20.525, 1.6284, 0.94642, 5.2586, 0.047036, 0.01, 0.1355, 197.34, 6.5139, 2.3626
