Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0
37, -8.4484, 0.15779, 0.0062647, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 1.8583, 0.45331, 151.28, 0.0014882, 0.0037596, 0.078144, 5.9931, 0.68776, 433.85, 0.12582
38, -8.4492, 0.19208, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.60688, 179.26, 0.0019356, 0.0037596, 0.087787, 5.9931, 0.76548, 420.66, 0.12582
39, -8.4574, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 579.02, 0.12582
40, -8.4625, 0.15779, 0.005735, 0.19915, 1.5621, 0.44545, 2.7426, 0.15123, 2.0821, 0.45331, 212.66, 0.0014882, 0.0037596, 0.088382, 5.9931, 0.68776, 420.66, 0.12582
41, -8.4627, 0.15779, 0.0076197, 0.19915, 1.6405, 0.32215, 2.1723, 0.14476, 2.0159, 0.53174, 151.28, 0.0018773, 0.0024103, 0.087787, 5.9931, 0.68776, 464.71, 0.12582
42, -8.4634, 0.15779, 0.0074225, 0.19915, 1.4103, 0.44545, 2.7426, 0.14476, 1.7442, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
43, -8.4651, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.096762, 2.0821, 0.66132, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 366.9, 0.12582
44, -8.4656, 0.18142, 0.005735, 0.19915, 1.4261, 0.66041, 2.7426, 0.14476, 2.0821, 0.56597, 151.28, 0.0014882, 0.0037144, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
45, -8.4689, 0.15779, 0.005735, 0.19299, 1.6405, 0.50797, 2.7426, 0.14476, 1.7313, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
46, -8.4715, 0.16983, 0.005735, 0.19915, 1.6405, 0.44545, 2.765, 0.14476, 2.6187, 0.45331, 151.28, 0.0014882, 0.0037596, 0.080029, 7.5, 0.68776, 545.96, 0.12582
47, -8.4741, 0.15779, 0.006226, 0.18118, 2.2632, 0.44545, 2.7426, 0.14476, 2.0821, 0.59627, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
48, -8.4741, 0.15779, 0.0064366, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0022132, 0.0037596, 0.087787, 4.9903, 0.68776, 420.66, 0.12582
49, -8.4766, 0.14036, 0.005735, 0.2536, 2.3671, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0022136, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
50, -8.4769, 0.17851, 0.005735, 0.19915, 1.6405, 0.37858, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0022271, 0.0037596, 0.064806, 5.9931, 0.68776, 420.66, 0.12582
51, -8.4790, 0.11281, 0.005735, 0.12473, 2.127, 0.39091, 2.7426, 0.14476, 1.724, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
52, -8.4838, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.2526, 0.14476, 2.0821, 0.45331, 144.11, 0.0014882, 0.0037596, 0.11345, 5.9931, 0.58406, 420.66, 0.12582
53, -8.4883, 0.15779, 0.005735, 0.12682, 1.6405, 0.44545, 2.7426, 0.14476, 1.5849, 0.45331, 173.26, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.78256, 420.66, 0.12582
54, -8.4927, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0027193, 0.067963, 5.9931, 0.68776, 420.66, 0.12582
55, -8.5039, 0.1673, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.1596, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.11154, 5.9931, 0.77752, 420.66, 0.12582
56, -8.5055, 0.15779, 0.005735, 0.19915, 1.6405, 0.48944, 2.7866, 0.14476, 1.64, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.5886, 420.66, 0.12582
57, -8.5069, 0.21615, 0.005735, 0.143, 1.6405, 0.44545, 2.7426, 0.14476, 2.1294, 0.45331, 151.28, 0.0020423, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
58, -8.5072, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.17199, 2.0821, 0.45331, 151.28, 0.0014279, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
59, -8.5159, 0.15779, 0.0084129, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 1.8397, 0.45331, 146.75, 0.0014882, 0.0037596, 0.055359, 5.9931, 0.68776, 420.66, 0.12582
60, -8.5245, 0.2069, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.1845, 2.0821, 0.45621, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
61, -8.5372, 0.22642, 0.005735, 0.2486, 1.6043, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 197.05, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
62, -8.5498, 0.20883, 0.005735, 0.19915, 1.6405, 0.37942, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0011375, 0.0037596, 0.087787, 3.6432, 0.74381, 531.5, 0.12582
63, -8.5523, 0.15245, 0.005735, 0.19915, 1.6405, 0.59909, 2.7426, 0.18638, 2.0821, 0.45331, 151.28, 0.0013214, 0.003368, 0.087787, 8.972, 0.68776, 420.66, 0.12582
64, -8.5524, 0.16277, 0.005735, 0.19915, 1.6405, 0.66511, 2.7426, 0.14476, 2.0175, 0.45331, 151.28, 0.0020099, 0.0037596, 0.087787, 4.6316, 0.68776, 386.82, 0.12582
65, -8.5577, 0.15779, 0.005735, 0.19915, 1.7761, 0.44545, 2.7426, 0.14476, 1.9983, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.87033, 420.66, 0.12582
66, -8.5586, 0.15779, 0.005735, 0.10465, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.50529, 151.28, 0.001, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
67, -8.5612, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0018429, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
68, -8.5624, 0.15779, 0.005735, 0.19915, 1.6405, 0.66512, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
69, -8.5639, 0.16646, 0.004275, 0.22566, 1.6405, 0.58208, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 7.6335, 0.68776, 420.66, 0.12582
70, -8.5649, 0.15779, 0.0034148, 0.19915, 1.6405, 0.44545, 2.8136, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0031507, 0.12017, 5.9931, 0.68776, 420.66, 0.12582
71, -8.5683, 0.15779, 0.005735, 0.19915, 1.1968, 0.44545, 1.5023, 0.096856, 2.0821, 0.45331, 187.24, 0.0018021, 0.0035699, 0.087787, 5.9931, 0.83619, 420.66, 0.12582
72, -8.5745, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 170.3, 0.0017051, 0.0037596, 0.060835, 4.6015, 0.68776, 420.66, 0.12582
73, -8.5790, 0.15779, 0.0049644, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.60148, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
74, -8.5826, 0.15779, 0.005735, 0.19915, 0.9894, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 209.68, 0.0014882, 0.0037596, 0.07073, 5.9931, 0.68776, 420.66, 0.12582
75, -8.5837, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0016212, 0.0034265, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
76, -8.5868, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 1.4681, 0.45331, 151.28, 0.0014882, 0.0030529, 0.087787, 5.9931, 0.68776, 420.66, 0.12509
77, -8.5975, 0.098779, 0.0044745, 0.19915, 1.6405, 0.44545, 2.7426, 0.20597, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.50573, 420.66, 0.12582
78, -8.6002, 0.15779, 0.005735, 0.19915, 1.0196, 0.66466, 2.7426, 0.14476, 2.0821, 0.45952, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.49595, 420.66, 0.12582
79, -8.6059, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 202, 0.0014882, 0.0037596, 0.087787, 3.4845, 0.68776, 420.66, 0.12582
80, -8.6156, 0.12608, 0.005735, 0.139, 1.6405, 0.64578, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0022239, 0.0037596, 0.075179, 8.4539, 0.68776, 392.15, 0.12582
81, -8.6170, 0.19324, 0.0069561, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 184.89, 0.0014882, 0.0037596, 0.11733, 5.9931, 0.68776, 420.66, 0.12582
82, -8.6195, 0.15779, 0.005735, 0.19915, 1.6405, 0.60126, 2.7862, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 7.5327, 0.68776, 420.66, 0.12582
83, -8.6196, 0.23091, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.099048, 4.7013, 0.77653, 420.66, 0.12582
84, -8.6210, 0.15779, 0.005735, 0.11031, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 187.55, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
85, -8.6263, 0.15779, 0.005735, 0.19915, 1.0945, 0.54419, 2.7426, 0.2143, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.064712, 5.9931, 0.68776, 341.7, 0.12582
86, -8.6291, 0.15779, 0.005735, 0.19915, 1.9404, 0.64886, 2.9899, 0.14476, 2.0821, 0.45331, 151.28, 0.0016859, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
87, -8.6320, 0.16629, 0.005735, 0.25257, 1.6405, 0.5769, 2.2437, 0.17592, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
88, -8.6354, 0.22828, 0.005735, 0.19915, 1.6405, 0.44545, 2.1095, 0.14476, 2.0821, 0.45331, 103.92, 0.0014882, 0.0037596, 0.087787, 6.6964, 0.68776, 420.66, 0.12582
89, -8.6355, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14642, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.82613, 420.66, 0.12582
90, -8.6402, 0.091338, 0.005735, 0.26461, 0.96759, 0.44189, 2.7426, 0.14476, 2.0821, 0.64612, 164.79, 0.0014882, 0.0037596, 0.077693, 5.9931, 0.68776, 420.66, 0.12582
91, -8.6406, 0.15779, 0.005735, 0.19915, 1.6405, 0.51238, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.001, 0.0037596, 0.087787, 5.9931, 0.68776, 529.66, 0.12582
92, -8.6408, 0.22267, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.065, 5.9931, 0.68776, 420.66, 0.12582
93, -8.6458, 0.15779, 0.003803, 0.25204, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 8.6672, 0.68776, 420.66, 0.12582
94, -8.6538, 0.1091, 0.006708, 0.19915, 0.90739, 0.44545, 2.7426, 0.14476, 2.0821, 0.4761, 151.28, 0.0013097, 0.0037596, 0.087787, 7.5809, 0.68776, 420.66, 0.12582
95, -8.6635, 0.081393, 0.005735, 0.19915, 1.9364, 0.44545, 2.7426, 0.14476, 1.4574, 0.45331, 151.28, 0.0014882, 0.0037596, 0.12739, 5.9931, 0.68776, 420.66, 0.12582
96, -8.6674, 0.2267, 0.005735, 0.10518, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 102.91, 0.0014882, 0.0037596, 0.087787, 7.4952, 0.68776, 513.27, 0.12582
97, -8.6686, 0.15779, 0.005735, 0.19915, 1.6405, 0.49382, 2.7426, 0.14476, 2.0821, 0.45331, 149.39, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
98, -8.6704, 0.15779, 0.005735, 0.10369, 1.6405, 0.44545, 1.5523, 0.11483, 2.1466, 0.45331, 151.28, 0.001, 0.0037596, 0.12344, 5.9931, 0.68776, 420.66, 0.12582
99, -8.6722, 0.18396, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.078173, 5.9931, 0.68776, 420.66, 0.12582
100, -8.6761, 0.15779, 0.005735, 0.19915, 1.3733, 0.44545, 2.9074, 0.14476, 1.3092, 0.45331, 203.9, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.46766, 420.66, 0.12582
101, -8.6762, 0.15779, 0.005735, 0.19915, 1.6405, 0.43173, 2.7426, 0.14476, 1.4924, 0.45331, 151.28, 0.0016171, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
102, -8.6912, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.2151, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 393.66, 0.12582
103, -8.6961, 0.15779, 0.005735, 0.13349, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 7.9873, 0.68776, 420.66, 0.12582
104, -8.6967, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 8.3082, 0.68776, 420.66, 0.12582
105, -8.6988, 0.16398, 0.005735, 0.23582, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 149.36, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
106, -8.6997, 0.15779, 0.005735, 0.1494, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
107, -8.7001, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
108, -8.7002, 0.15779, 0.005735, 0.19915, 1.428, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
109, -8.7002, 0.15779, 0.005735, 0.19915, 1.3864, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
110, -8.7021, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.2875, 0.68776, 420.66, 0.12582
111, -8.7045, 0.22468, 0.005735, 0.1751, 2.4592, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 77.385, 0.002024, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
112, -8.7066, 0.15779, 0.005735, 0.19915, 1.6835, 0.27895, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 7.1456, 0.76891, 420.66, 0.12948
113, -8.7084, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 147.94, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
114, -8.7093, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 3.8035, 0.68776, 420.66, 0.12582
115, -8.7116, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 3.3479, 0.68776, 420.66, 0.12582
116, -8.7125, 0.14163, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0012015, 0.0037596, 0.087787, 5.9931, 0.68776, 611.81, 0.12582
117, -8.7133, 0.15779, 0.005735, 0.28149, 1.6405, 0.44545, 2.7426, 0.14476, 2.6157, 0.45331, 151.28, 0.001525, 0.0037596, 0.087787, 5.9931, 0.68776, 509.37, 0.12582
118, -8.7138, 0.15775, 0.005735, 0.19915, 2.3856, 0.44545, 2.7643, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.11719, 5.9931, 0.68776, 420.66, 0.12582
119, -8.7177, 0.15779, 0.005735, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12538
120, -8.7178, 0.15779, 0.0083536, 0.19915, 1.6405, 0.44545, 2.7426, 0.14476, 2.0406, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
121, -8.7188, 0.15779, 0.005735, 0.19915, 0.97417, 0.44545, 2.7426, 0.14476, 2.0821, 0.45331, 189.56, 0.0012737, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
122, -8.7200, 0.15779, 0.005735, 0.1824, 1.6405, 0.42082, 2.7426, 0.14476, 2.0821, 0.45331, 151.28, 0.0014882, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
123, -8.7204, 0.15779, 0.005735, 0.19915, 1.6405, 0.5458, 2.7426, 0.14476, 2.0821, 0.45331, 130.98, 0.0016305, 0.0047304, 0.087787, 5.9931, 1.011, 420.66, 0.12582
124, -8.7235, 0.20923, 0.005735, 0.25924, 1.6405, 0.44545, 2.7426, 0.14476, 2.1338, 0.45331, 151.28, 0.0014803, 0.0037596, 0.087787, 5.9931, 0.68776, 420.66, 0.12582
