Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -3.1434, 1.619, 0.023939, 0.012737, 399.83, 0.33362, 3.295, 5.7948, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 38.231, 0.0015344, 27.187, 0.1
1, -3.1718, 2.3189, 0.016453, 0.012737, 399.83, 0.24755, 3.3691, 7.6954, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 38.231, 0.0015344, 27.187, 0.1
2, -3.1720, 2.3189, 0.0237, 0.012737, 399.83, 0.24755, 4.3208, 7.0891, 0.01, 0.1609, 2.2605, 100, 0.0006075, 0.15391, 38.231, 0.0015344, 27.187, 0.1
3, -3.2040, 2.3189, 0.016212, 0.012737, 399.83, 0.24755, 3.5922, 7.0505, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 33.519, 0.0015344, 27.187, 0.1
4, -3.2263, 2.3189, 0.01945, 0.011285, 399.83, 0.24755, 4.4011, 5.8959, 0.01, 0.1609, 1.6615, 100, 0.00054055, 0.15391, 40.206, 0.0015344, 27.187, 0.1
5, -3.2305, 2.0753, 0.016453, 0.012737, 588.6, 0.25301, 6.0771, 8.2416, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 38.231, 0.0015344, 25.204, 0.1
6, -3.2346, 2.3189, 0.016453, 0.012737, 399.83, 0.24755, 6.0771, 8.5457, 0.01, 0.19061, 2.7782, 100, 0.00043836, 0.1642, 35.787, 0.0015344, 27.187, 0.1
7, -3.2390, 2.3189, 0.016019, 0.012737, 399.83, 0.24755, 3.2972, 5.7948, 0.01, 0.1609, 2.7782, 100, 0.00073872, 0.15391, 56.771, 0.0015344, 27.187, 0.1
8, -3.2433, 2.3189, 0.016453, 0.015066, 482.92, 0.24755, 6.0771, 8.1799, 0.01, 0.1609, 1.5247, 98.681, 0.00054055, 0.15391, 38.231, 0.0015344, 27.187, 0.1
9, -3.2461, 2.3189, 0.016453, 0.012737, 521.64, 0.24755, 6.0771, 8.4602, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 38.231, 0.0014978, 27.187, 0.1
10, -3.2518, 2.3189, 0.019043, 0.012737, 399.83, 0.35475, 6.0771, 5.7948, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.19079, 46.601, 0.0015344, 27.187, 0.1
11, -3.2549, 2.5546, 0.016453, 0.012737, 382.78, 0.24755, 6.0771, 8.3426, 0.01, 0.1609, 1.4441, 100, 0.00054055, 0.15391, 38.231, 0.0015344, 27.187, 0.1
12, -3.2550, 2.3189, 0.016453, 0.012737, 399.83, 0.24755, 3.6532, 5.7948, 0.01, 0.1609, 2.7782, 100, 0.00040948, 0.15391, 38.231, 0.0015344, 27.187, 0.1
13, -3.2566, 2.3189, 0.016453, 0.012737, 399.83, 0.288, 4.9583, 5.7948, 0.01, 0.1609, 2.7782, 100, 0.00054055, 0.15391, 38.231, 0.0013803, 27.187, 0.1
14, -3.2612, 2.3189, 0.016453, 0.012737, 399.83, 0.24755, 6.0771, 8.5428, 0.01, 0.1609, 3.7308, 100, 0.00054055, 0.15391, 38.231, 0.0015344, 24.896, 0.1
15, -3.2654, 2.3189, 0.024125, 0.014663, 399.83, 0.24755, 5.3224, 7.6232, 0.012377, 0.1609, 1.7009, 100, 0.00046846, 0.19509, 47.392, 0.0015344, 27.187, 0.1
