Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus
30, -7.5714, 6.6758, 0.52579, 0.15461, 0.12721, 0.30946, 39.975, 0.0032644, 276.09, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.34893,1e-26,0.61763,0.021844
31, -7.5726, 4.5827, 1.0289, 0.13273, 0.17573, 0.30946, 39.975, 0.0032644, 262.36, 0.078419, 0.08014, 0.93492, 0.19981, 0.039493, 3.847, 9.1638, 238.11, 0.46195, 0.51575,1e-26,0.61763,0.015213
32, -7.5729, 8.6561, 0.78754, 0.15461, 0.11461, 0.30946, 52.4, 0.0042804, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.33952,0.021844
33, -7.5731, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.17728, 0.039493, 3.847, 9.1638, 346.53, 0.46195, 0.51575,1e-26,0.61763,0.021844
34, -7.5732, 8.6561, 0.78754, 0.17697, 0.17573, 0.30946, 39.975, 0.0048274, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
35, -7.5733, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.082009, 0.08014, 0.93492, 0.20141, 0.020485, 3.847, 7.0573, 233.9, 0.46195, 0.29453,1e-26,0.61763,0.015488
36, -7.5733, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.081808, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.41627,1e-26,0.61763,0.030908
37, -7.5735, 8.6561, 0.78754, 0.15461, 0.2383, 0.30946, 39.975, 0.00454, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.026697, 3.847, 8.5254, 245.63, 0.46195, 0.51575,1e-26,0.61763,0.021844
38, -7.5735, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 29.34, 0.0037051, 394.3, 0.078419, 0.08014, 0.61169, 0.13685, 0.039493, 3.847, 9.1638, 132.66, 0.46195, 0.51575,1e-26,0.59964,0.021844
39, -7.5737, 8.2974, 0.67719, 0.15461, 0.1418, 0.30946, 25.489, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.17579, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.82862,0.027265
40, -7.5739, 8.6561, 0.78754, 0.15461, 0.17573, 0.34863, 39.975, 0.0032644, 331.38, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 6.1057, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
41, -7.5741, 10, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0037138, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 254.93, 0.46195, 0.51575,1e-26,0.61763,0.02696
42, -7.5742, 8.6561, 0.78754, 0.10839, 0.17573, 0.30946, 39.975, 0.0039148, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 2.6197, 7.2877, 236.01, 0.46195, 0.51575,1e-26,0.61763,0.021844
43, -7.5750, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.084081, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
44, -7.5760, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0028779, 394.3, 0.10058, 0.10067, 1.0137, 0.20141, 0.039493, 3.847, 9.1638, 290.37, 0.46195, 0.51575,1e-26,0.61763,0.021844
45, -7.5761, 8.6561, 0.9523, 0.15461, 0.17573, 0.30946, 40.625, 0.0032644, 342.09, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.332, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.6246,0.021844
46, -7.5764, 8.6561, 0.78754, 0.15461, 0.25373, 0.23421, 39.975, 0.004415, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.057946, 5.0439, 9.1638, 240.51, 0.46195, 0.72842,1e-26,0.61763,0.021844
47, -7.5765, 8.6561, 0.78754, 0.15461, 0.19545, 0.30946, 21.281, 0.0032644, 394.3, 0.088845, 0.08014, 1.1597, 0.20141, 0.039493, 3.847, 9.9889, 233.9, 0.46195, 0.34182,1e-26,0.61763,0.021844
48, -7.5766, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 23.329, 0.0037341, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 10, 180.53, 0.46195, 0.51575,1e-26,0.61763,0.021844
49, -7.5769, 10, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0020512, 220.18, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 7.1797, 233.9, 0.46195, 0.67032,1e-26,0.61763,0.021844
50, -7.5770, 10, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0037258, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.9021, 10, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
51, -7.5782, 7.4015, 0.78754, 0.11765, 0.17573, 0.30946, 39.975, 0.0032644, 307.78, 0.078419, 0.08014, 1.1396, 0.20141, 0.050089, 3.847, 5.5701, 321.79, 0.46195, 0.51575,1e-26,0.61763,0.021844
52, -7.5783, 8.3941, 0.78754, 0.15461, 0.17573, 0.4092, 39.975, 0.0035216, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
53, -7.5788, 8.6561, 0.78754, 0.15461, 0.17573, 0.38807, 39.975, 0.0032644, 379.57, 0.078419, 0.08014, 0.93492, 0.20141, 0.027947, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
54, -7.5789, 8.1235, 0.78754, 0.22838, 0.17573, 0.3815, 39.104, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 10, 238.11, 0.46195, 0.51575,1e-26,0.46863,0.021844
55, -7.5789, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0036425, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.03658, 4.5732, 9.2181, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
56, -7.5790, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.003642, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.036107, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
57, -7.5791, 8.6561, 0.78754, 0.23004, 0.17573, 0.41011, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.051654, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
58, -7.5792, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0042229, 394.3, 0.078419, 0.08014, 0.93492, 0.20614, 0.039493, 3.847, 9.1638, 183.18, 0.46195, 0.70348,1e-26,0.61763,0.021844
59, -7.5795, 8.6561, 0.78754, 0.20989, 0.17573, 0.39788, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 10, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
60, -7.5795, 8.6561, 0.78754, 0.15461, 0.17573, 0.45591, 28.911, 0.0032644, 394.3, 0.078419, 0.08014, 1.0115, 0.20141, 0.039493, 3.847, 9.1638, 258.17, 0.46195, 0.51575,1e-26,0.61763,0.021844
61, -7.5799, 8.6561, 0.63903, 0.096212, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.084567, 0.08014, 0.71888, 0.20141, 0.053898, 4.1212, 9.1638, 233.9, 0.42564, 0.51575,1e-26,0.61763,0.013656
62, -7.5799, 4.3624, 0.78754, 0.17309, 0.090065, 0.33702, 30.852, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.56487,0.032466
63, -7.5799, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.003043, 394.3, 0.081829, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 241.62, 0.46195, 0.46977,1e-26,0.61763,0.021844
64, -7.5802, 8.6561, 0.90397, 0.15656, 0.17573, 0.42246, 30.688, 0.0032644, 394.3, 0.078419, 0.08014, 1.0727, 0.20141, 0.03637, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.018106
65, -7.5804, 8.6561, 1.0231, 0.21442, 0.17573, 0.30946, 34.694, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 6.8047, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.027496
66, -7.5805, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 42.649, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 316.08, 0.46195, 0.71201,1e-26,0.61763,0.021844
67, -7.5809, 6.4896, 0.93198, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 302.63, 0.46195, 0.44783,1e-26,0.61763,0.021844
68, -7.5809, 8.6561, 0.78754, 0.15461, 0.17573, 0.40665, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.050573, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
69, -7.5809, 8.6561, 0.93044, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 296.38, 0.078419, 0.091047, 0.93492, 0.20141, 0.039493, 3.847, 10, 233.9, 0.46195, 0.62737,1e-26,0.61763,0.021844
70, -7.5810, 8.6561, 0.78754, 0.15461, 0.17573, 0.41975, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
71, -7.5811, 8.6561, 0.78754, 0.15461, 0.17573, 0.43019, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.3285, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
72, -7.5812, 9.7028, 0.78754, 0.15461, 0.17573, 0.41832, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.34817,1e-26,0.61763,0.021844
73, -7.5813, 8.6561, 0.78754, 0.15461, 0.14426, 0.30946, 20.519, 0.0032644, 394.3, 0.078419, 0.08014, 0.99255, 0.20141, 0.039493, 3.847, 5.0276, 233.9, 0.46195, 0.32208,1e-26,0.61763,0.013301
74, -7.5814, 8.6561, 0.78754, 0.15461, 0.099896, 0.34254, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.85087,0.02018
75, -7.5815, 9.3568, 0.78754, 0.14628, 0.17573, 0.30946, 28.907, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.4528,1e-26,0.61763,0.021844
76, -7.5817, 7.4732, 0.78754, 0.15461, 0.13892, 0.30946, 22.76, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.19411, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.28239,1e-26,0.61763,0.021844
77, -7.5818, 8.6561, 0.76684, 0.15461, 0.17573, 0.30659, 39.975, 0.0032644, 394.3, 0.080212, 0.08014, 0.93492, 0.20141, 0.026017, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
78, -7.5821, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.91644, 0.20141, 0.031283, 3.847, 7.1349, 273.2, 0.46195, 0.51575,1e-26,0.51233,0.021844
79, -7.5825, 8.6561, 0.78754, 0.15461, 0.17573, 0.4351, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 6.92, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
80, -7.5825, 8.6561, 1.1411, 0.11572, 0.17573, 0.42635, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.038227, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.44239,0.021844
81, -7.5830, 8.6561, 0.78754, 0.15461, 0.17573, 0.45834, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.057132, 3.847, 9.1638, 233.9, 0.46195, 0.47303,1e-26,0.61763,0.021844
82, -7.5831, 8.6561, 0.68112, 0.15461, 0.17573, 0.30946, 51.003, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 332.31, 0.46195, 0.51575,1e-26,0.61763,0.02079
83, -7.5832, 6.5911, 0.55604, 0.15461, 0.17573, 0.30946, 27.668, 0.0032644, 394.3, 0.0774, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 10, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
84, -7.5832, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 367.01, 0.078419, 0.075474, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
85, -7.5833, 8.6561, 0.78754, 0.10975, 0.17573, 0.30946, 39.975, 0.0032644, 352.67, 0.078419, 0.08014, 0.93492, 0.20141, 0.029744, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
86, -7.5834, 9.65, 0.78754, 0.15461, 0.17573, 0.30946, 27.057, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 4.0744, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.56292,0.021844
87, -7.5837, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 52.821, 0.0032644, 315.92, 0.078419, 0.08014, 0.92223, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.88359,0.021844
88, -7.5838, 8.6561, 0.78754, 0.1597, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.16764, 0.039493, 3.847, 9.1638, 335.76, 0.46195, 0.51575,1e-26,0.61763,0.021844
89, -7.5845, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0035067, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.030466, 3.7599, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
90, -7.5845, 10, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 5.3135, 9.1638, 233.9, 0.47089, 0.51575,1e-26,0.62179,0.029047
91, -7.5853, 10, 0.73457, 0.15461, 0.10875, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.90758, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.55759,1e-26,0.72189,0.021844
92, -7.5853, 8.6561, 0.78754, 0.15461, 0.23083, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 6.1615, 333.49, 0.46195, 0.51575,1e-26,0.61763,0.021844
93, -7.5853, 8.6561, 0.78754, 0.1771, 0.17573, 0.30946, 37.938, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 323.96, 0.46195, 0.51575,1e-26,0.43988,0.021844
94, -7.5854, 8.8281, 0.78754, 0.19645, 0.17573, 0.30946, 25.751, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
95, -7.5854, 8.6561, 0.92786, 0.14534, 0.17144, 0.30946, 26.085, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.19856, 0.039493, 3.847, 9.1638, 188.72, 0.46195, 0.51575,1e-26,0.48662,0.021844
96, -7.5854, 5.5187, 0.78754, 0.15461, 0.17573, 0.41074, 39.975, 0.0032644, 394.3, 0.078419, 0.078207, 0.93492, 0.20141, 0.039493, 4.7603, 8.1951, 233.9, 0.46195, 0.7388,1e-26,0.33367,0.021844
97, -7.5855, 8.6561, 0.78754, 0.15461, 0.25536, 0.30946, 39.975, 0.0032644, 355.1, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.1779, 9.5508, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
98, -7.5857, 8.6561, 0.77502, 0.15461, 0.17573, 0.30946, 51.432, 0.0032644, 394.3, 0.078419, 0.08014, 0.69401, 0.14774, 0.023447, 3.847, 6.576, 233.9, 0.46195, 0.51575,1e-26,0.84064,0.025907
99, -7.5860, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 35.996, 0.0023439, 288, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46491, 0.51575,1e-26,0.88081,0.01187
100, -7.5862, 9.7304, 0.73582, 0.15461, 0.17573, 0.35862, 39.975, 0.0032644, 297.56, 0.079637, 0.08014, 0.93492, 0.20141, 0.025686, 3.847, 9.1638, 233.9, 0.46195, 0.27505,1e-26,0.61763,0.021032
101, -7.5864, 7.0587, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.86936, 0.20141, 0.039493, 3.847, 9.1638, 233.9, 0.46195, 0.40348,1e-26,0.85688,0.021844
102, -7.5866, 8.6561, 0.78754, 0.10747, 0.17573, 0.30946, 39.975, 0.0035834, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 4.0647, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
103, -7.5866, 8.6561, 0.78754, 0.15667, 0.2137, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.847, 9.1638, 263.77, 0.46195, 0.51575,1e-26,0.61763,0.020711
104, -7.5870, 8.6561, 0.78754, 0.15461, 0.17573, 0.19849, 39.975, 0.0032644, 394.3, 0.078419, 0.11357, 0.55325, 0.20141, 0.039466, 3.847, 9.1638, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.021844
105, -7.5873, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 39.975, 0.0032644, 394.3, 0.078419, 0.08014, 0.84897, 0.20141, 0.039493, 3.847, 9.1638, 225.19, 0.46195, 0.51575,1e-26,0.80543,0.021844
106, -7.5878, 8.6561, 0.78754, 0.15461, 0.17573, 0.30946, 36.19, 0.0032644, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.039493, 3.0632, 9.1638, 233.9, 0.46195, 0.34507,1e-26,0.61763,0.024437
107, -7.5878, 8.6561, 1.1586, 0.15461, 0.17573, 0.30946, 30.679, 0.0043624, 394.3, 0.078419, 0.08014, 0.93492, 0.20141, 0.029678, 3.847, 9.8378, 233.9, 0.46195, 0.51575,1e-26,0.61763,0.011993
