Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus
33, -2.2576, 0.0084174, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.036527, 407.17, 5.5014, 0.064603, 0.20384, 0.17932, 0.14348, 3.25, 0.40247, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0039345
34, -2.2578, 0.004742, 1.2453, 10, 0.42361, 0.14857, 112.21, 0.030774, 407.17, 5.5014, 0.037808, 0.20384, 0.32464, 0.14348, 3.4336, 0.63646, 364.76, 0.11736, 1.6836,0.00010162,0.77763,0.0040073
35, -2.2580, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 145.92, 0.032616, 491.23, 5.5014, 0.044475, 0.13763, 0.32464, 0.14348, 4.7088, 0.63646, 458.12, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
36, -2.2585, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.054105, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.4974,0.00010162,0.62127,0.0040073
37, -2.2595, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.31792, 0.12104, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
38, -2.2604, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.1909, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
39, -2.2604, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.18522, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
40, -2.2604, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
41, -2.2604, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14276, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
42, -2.2604, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
43, -2.2605, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.080762, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.81354,0.0040073
44, -2.2616, 0.0056441, 1.2453, 10, 0.75246, 0.14478, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.0001,0.62127,0.0040073
45, -2.2617, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.041901, 407.17, 5.5014, 0.040831, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 353.31, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
46, -2.2619, 0.0056441, 1.1421, 7.3466, 0.72561, 0.14857, 124.73, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.27942, 0.14348, 3.1698, 0.63646, 397.31, 0.11513, 1.6836,0.00010162,0.81847,0.0040073
47, -2.2620, 0.0059533, 1.2453, 9.3722, 0.72561, 0.14857, 120.23, 0.032616, 428.24, 5.5014, 0.046614, 0.25885, 0.26605, 0.14348, 3.25, 0.63646, 364.76, 0.11915, 1.6836,0.00010162,0.62127,0.0040095
48, -2.2621, 0.0056441, 1.2453, 10, 0.61838, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.92848,0.0040073
49, -2.2624, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.0001,0.62127,0.0038549
50, -2.2629, 0.0056441, 1.2453, 10, 0.64163, 0.14857, 112.21, 0.032616, 407.17, 5.9985, 0.044475, 0.20687, 0.32464, 0.1676, 3.25, 0.63646, 332.77, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
51, -2.2630, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.20265, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.65969,0.0040073
52, -2.2653, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 145.2, 0.029707, 407.17, 5.5014, 0.044475, 0.20384, 0.2955, 0.14348, 4.5318, 0.78259, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
53, -2.2657, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 108.61, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.20759, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.83344,0.0040073
54, -2.2679, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 122.71, 0.032616, 381.75, 5.5014, 0.044475, 0.20384, 0.26313, 0.14348, 3.25, 0.63646, 339.56, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
55, -2.2681, 0.0056441, 1.2453, 7.0915, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.41045, 0.14348, 3.9089, 0.87379, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
56, -2.2688, 0.0056441, 0.69277, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20895, 0.32464, 0.21332, 3.25, 0.39317, 364.76, 0.11513, 1.6836,0.0001,0.62127,0.0054283
57, -2.2690, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.17991, 0.14348, 3.3233, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
58, -2.2716, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.23184, 0.32464, 0.14348, 4.1103, 0.63646, 433.56, 0.11513, 1.3108,0.00010162,0.46566,0.0040073
59, -2.2719, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.18852, 0.20147, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.0001,0.62127,0.0040073
60, -2.2731, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.23586, 0.14348, 3.7898, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
61, -2.2737, 0.0056441, 1.2453, 10, 0.68016, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
62, -2.2740, 0.0059204, 1.2453, 7.4749, 0.72561, 0.14857, 65.569, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.45253, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
63, -2.2752, 0.0056441, 1.2453, 10, 0.72561, 0.18718, 112.21, 0.032616, 313.94, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.55452, 364.76, 0.11513, 1.8817,0.00010162,0.62127,0.0040073
64, -2.2756, 0.0061751, 1.2453, 10, 0.817, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
65, -2.2766, 0.0056441, 1.2453, 10, 0.73962, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.41887, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6221,0.00010162,0.62127,0.0040073
66, -2.2766, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.02175, 407.17, 5.5014, 0.044475, 0.15697, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.13667, 1.6836,0.0001,0.62127,0.0029431
67, -2.2769, 0.0060557, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 4.5787, 0.63646, 377.71, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
68, -2.2771, 0.0056441, 0.72286, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 4.6578, 0.63646, 240.71, 0.11513, 1.8106,0.00010162,0.88938,0.0040073
69, -2.2782, 0.0056441, 1.2453, 9.8167, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.11277, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
70, -2.2783, 0.0056441, 1.8442, 10, 0.4932, 0.14857, 141.28, 0.041732, 407.17, 7.3568, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 2.3625,0.00010162,0.62127,0.0040073
71, -2.2788, 0.0047455, 1.1759, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.30492, 0.2372, 0.14348, 3.25, 0.63646, 419.03, 0.11513, 1.6836,0.00010239,0.62127,0.0040073
72, -2.2789, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 127.79, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.24034, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.0001,0.84376,0.0040073
73, -2.2790, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.70535, 364.76, 0.11513, 1.6836,0.00010162,0.55567,0.0056848
74, -2.2793, 0.0049852, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032608, 407.17, 5.5014, 0.044475, 0.10603, 0.48207, 0.14348, 3.25, 0.62873, 364.76, 0.11513, 1.6836,0.00010162,0.52592,0.0040073
75, -2.2796, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 4.9186, 0.044475, 0.1071, 0.47394, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.855,0.00010162,0.62127,0.0040073
76, -2.2805, 0.0056441, 1.2453, 10, 0.68192, 0.14857, 112.21, 0.027885, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0059395
77, -2.2807, 0.0056441, 1.446, 9.9906, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14183, 3.1449, 0.63646, 423.05, 0.12376, 1.6836,0.00013098,0.62127,0.0040073
78, -2.2810, 0.0056441, 1.2453, 10, 0.77284, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.022768, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.3529,0.0001,0.52649,0.0040073
79, -2.2815, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.8792,0.0040073
80, -2.2817, 0.0055052, 1.2453, 10, 0.72561, 0.16841, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.23498, 0.32464, 0.17298, 4.444, 0.63646, 364.76, 0.11513, 2.2911,0.0001,0.62127,0.0040073
81, -2.2817, 0.0051248, 1.2453, 9.5894, 0.72561, 0.23985, 112.21, 0.019109, 407.17, 5.5014, 0.034533, 0.20384, 0.32464, 0.14348, 2.8678, 0.63646, 364.76, 0.11507, 1.6836,0.00010162,0.83363,0.0040073
82, -2.2824, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.15789, 3.25, 0.66566, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
83, -2.2829, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 165.37, 0.032616, 407.17, 4.2252, 0.044475, 0.20384, 0.24373, 0.074362, 3.25, 0.63646, 484.16, 0.11513, 1.6836,0.00010162,0.93096,0.0040073
84, -2.2830, 0.007537, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.27847, 0.14348, 3.25, 0.4787, 364.76, 0.11513, 1.4729,0.00010162,0.79168,0.0040073
85, -2.2837, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 7.4087, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
86, -2.2838, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.019781, 228.98, 5.5014, 0.044475, 0.20384, 0.26379, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0054027
87, -2.2856, 0.0049791, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.025177, 407.17, 5.855, 0.036999, 0.10756, 0.41917, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.8831,0.00010162,0.62127,0.0040073
88, -2.2857, 0.0056441, 1.2453, 10, 0.96218, 0.1165, 112.21, 0.048465, 407.17, 5.5014, 0.044475, 0.20384, 0.30556, 0.12895, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.0001,0.40946,0.0040073
89, -2.2859, 0.0056458, 1.2453, 10, 0.65706, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32592, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
90, -2.2860, 0.0051626, 1.1729, 10, 0.57851, 0.14857, 110.37, 0.020938, 407.17, 6.08, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0059755
91, -2.2861, 0.0056441, 1.2453, 9.5894, 0.72561, 0.16794, 112.21, 0.034651, 407.17, 5.5014, 0.041167, 0.20384, 0.32464, 0.14348, 2.8678, 0.63646, 301.38, 0.11604, 2.0264,0.00010162,0.83363,0.0040073
92, -2.2863, 0.0050777, 1.6258, 9.7625, 0.72561, 0.17435, 112.21, 0.038099, 214.63, 5.5014, 0.034533, 0.20384, 0.32464, 0.12371, 2.1361, 0.63646, 277.79, 0.12928, 1.6836,0.00010644,0.49507,0.0040073
93, -2.2870, 0.0056441, 1.2453, 8.3193, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5375, 0.044475, 0.20384, 0.32464, 0.14348, 3.0828, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
94, -2.2873, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 94.924, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.27973, 0.14348, 3.0927, 0.63646, 364.76, 0.11513, 1.6836,0.00012473,0.62127,0.0055707
95, -2.2886, 0.0056441, 1.002, 8.1101, 0.72561, 0.16794, 112.21, 0.034621, 407.17, 8.1558, 0.034533, 0.16577, 0.32464, 0.14348, 2.8678, 0.44286, 364.76, 0.10868, 1.6836,0.00010162,0.83363,0.0022826
96, -2.2888, 0.0056441, 1.2453, 10, 0.72561, 0.17273, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11281, 1.799,0.00010162,0.62127,0.0040073
97, -2.2896, 0.0056441, 1.2453, 9.5894, 0.70539, 0.16794, 112.21, 0.038099, 407.17, 5.5014, 0.034533, 0.20384, 0.32464, 0.14348, 4.0636, 0.63646, 364.76, 0.10868, 1.6836,0.00010162,0.83363,0.0020674
98, -2.2900, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.041606, 407.17, 5.5014, 0.029742, 0.20384, 0.40094, 0.14348, 3.25, 0.56632, 364.76, 0.11513, 1.6836,0.0001229,0.62127,0.0053679
99, -2.2901, 0.0056441, 1.2453, 8.0406, 0.72561, 0.14857, 112.21, 0.032616, 407.17, 5.5014, 0.032187, 0.20384, 0.27311, 0.16188, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0023002
100, -2.2902, 0.0056441, 1.2453, 10, 0.72561, 0.21546, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.6168, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
101, -2.2905, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 77.808, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.35349, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
102, -2.2906, 0.0056441, 1.1332, 9.1587, 0.72561, 0.14322, 112.21, 0.032616, 407.17, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
103, -2.2933, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 64.999, 0.032616, 501.58, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
104, -2.2934, 0.0055667, 1.2453, 9.5894, 0.72561, 0.16794, 112.21, 0.038099, 605.35, 7.5624, 0.034533, 0.30173, 0.32464, 0.080486, 2.8678, 0.63646, 406.56, 0.10868, 1.301,0.00010162,0.73845,0.0040073
105, -2.2945, 0.0056441, 1.2453, 10, 0.5095, 0.14857, 112.21, 0.032616, 355.26, 5.5014, 0.044475, 0.20384, 0.32464, 0.14348, 4.8408, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.62127,0.0040073
106, -2.2947, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.021695, 407.17, 8.1814, 0.044475, 0.20384, 0.32464, 0.14348, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010436,0.53457,0.0040073
107, -2.2955, 0.0056441, 1.2453, 10, 0.72561, 0.14857, 112.21, 0.032616, 371.16, 5.5014, 0.044475, 0.20384, 0.26274, 0.19116, 3.25, 0.63646, 364.76, 0.11513, 1.6836,0.00010162,0.50874,0.0040073
