Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -1.0572, 0.0098402, 0.0051032, 0.090376, 0.78313, 0.25716, 0.21532, 1.8378, 1.9294, 6.9603, 0.01, 2.1855, 0.0001, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
1, -1.1982, 0.0098402, 0.0054584, 0.090376, 0.78313, 0.33282, 0.28591, 1.6834, 2.971, 5.6778, 0.01, 2.1855, 0.00016559, 0.10046, 2.0972, 0.0030067, 258.16, 0.07298
2, -1.2123, 0.0098402, 0.0053034, 0.090376, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 4.9764, 0.01, 2.0495, 0.00016559, 0.10046, 2.8157, 0.0034006, 230.51, 0.07298
3, -1.2170, 0.0098402, 0.0045898, 0.090376, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 4.9764, 0.014459, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 243.86, 0.07298
4, -1.2294, 0.011001, 0.0054099, 0.12995, 0.73629, 0.26135, 0.21667, 1.504, 2.252, 4.9764, 0.01, 2.1855, 0.0001, 0.10046, 2.1352, 0.0040044, 173.21, 0.07298
5, -1.2301, 0.0098402, 0.0046217, 0.090376, 0.78313, 0.19849, 0.21532, 1.504, 1.351, 4.9764, 0.01, 2.1855, 0.00017366, 0.10046, 2.8157, 0.0030067, 175.58, 0.07298
6, -1.2308, 0.0098402, 0.0036492, 0.11937, 0.78313, 0.25716, 0.21532, 1.504, 1.4399, 4.9764, 0.01, 2.1855, 0.00011347, 0.10046, 2.8157, 0.0024763, 173.21, 0.07298
7, -1.2470, 0.0098402, 0.0033516, 0.090376, 0.78313, 0.25716, 0.25648, 1.504, 1.158, 4.9764, 0.01, 2.1855, 0.0001, 0.10046, 2.4137, 0.0030067, 149.59, 0.069657
8, -1.2668, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.21532, 1.7425, 1.4458, 4.9764, 0.01, 2.1855, 0.00013833, 0.10046, 2.8157, 0.0025837, 173.21, 0.07298
9, -1.2693, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.30829, 1.367, 1.3562, 6.7762, 0.01, 2.5941, 0.00016559, 0.096153, 2.8157, 0.0030067, 173.21, 0.07298
10, -1.2720, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.30124, 1.504, 2.252, 7.2319, 0.01, 1.6612, 0.00012459, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
11, -1.2767, 0.0098402, 0.0036492, 0.12828, 0.49014, 0.18729, 0.21532, 1.504, 2.252, 6.9468, 0.01, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
12, -1.2778, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 5.9875, 0.010993, 2.7279, 0.00019024, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
13, -1.2789, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.21532, 1.504, 1.5289, 4.9764, 0.01, 2.1855, 0.00016559, 0.14233, 2.8157, 0.0030067, 158.32, 0.07298
14, -1.2808, 0.0098402, 0.0038165, 0.12127, 0.54385, 0.25716, 0.21532, 1.504, 1.834, 4.9764, 0.01, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
15, -1.2827, 0.0098402, 0.0038753, 0.090376, 1.1141, 0.25716, 0.21532, 1.598, 1.8971, 4.9764, 0.01, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
16, -1.2839, 0.0098402, 0.004895, 0.077834, 0.78313, 0.25716, 0.21532, 1.504, 1.633, 4.9764, 0.011503, 2.1855, 0.00016559, 0.10648, 2.8157, 0.0030067, 173.21, 0.07298
17, -1.2880, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 5.6327, 0.013402, 2.1855, 0.00015867, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
18, -1.2902, 0.0095868, 0.0036492, 0.10549, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 6.6164, 0.01, 2.6094, 0.00017627, 0.092081, 2.8157, 0.0030067, 173.21, 0.07298
19, -1.2906, 0.0098402, 0.0036492, 0.090376, 0.78313, 0.22866, 0.21532, 1.504, 2.252, 7.286, 0.01, 2.1855, 0.00016559, 0.10046, 2.6818, 0.0030067, 173.21, 0.07298
20, -1.2948, 0.010323, 0.0051749, 0.13503, 0.78313, 0.25716, 0.21532, 1.504, 2.252, 4.9764, 0.010295, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 235.88, 0.069794
21, -1.2977, 0.012041, 0.0041714, 0.090376, 0.78313, 0.25716, 0.20171, 1.6154, 2.252, 4.9764, 0.01, 2.1855, 0.00016559, 0.10046, 2.8157, 0.0030067, 173.21, 0.07298
