Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfq, krq, eLoop, eDF, kfdd, Sd, stimUpSR, S0, R0, X0, Q0
0, -0.9944, 0.23281, 0.30208, 2.4596, 0.082279, 0.0016587, 0.027431, 2.8534, 0.082405, 0.0021304, 15.044, 1.1517, 0.0035948, 0.097778, 1.78, 1.9609, 0.046764, 28.69, 0.06858,2.6007
1, -1.0135, 0.23281, 0.35084, 2.4596, 0.10177, 0.0020671, 0.027431, 2.8534, 0.07757, 0.0021304, 14.603, 0.87478, 0.002546, 0.088579, 2.4458, 1.9609, 0.034736, 28.69, 0.079668,2.6282
2, -1.0312, 0.23281, 0.30208, 2.4596, 0.082279, 0.0014521, 0.027431, 3.6063, 0.07757, 0.0021304, 12.232, 0.95256, 0.0035948, 0.088579, 1.78, 2.0775, 0.034736, 28.69, 0.079668,2.6007
3, -1.0385, 0.23281, 0.30208, 2.4596, 0.082279, 0.0014521, 0.018447, 2.8534, 0.07757, 0.0011417, 8.3837, 0.87478, 0.0035948, 0.044476, 1.9417, 1.9609, 0.0428, 28.69, 0.075438,2.6007
4, -1.0449, 0.23281, 0.30208, 2.0422, 0.081362, 0.0014521, 0.014332, 2.8534, 0.07757, 0.0021304, 14.603, 0.82789, 0.0032072, 0.088579, 1.9361, 1.9609, 0.034736, 29.81, 0.079376,2.6007
5, -1.0487, 0.23281, 0.30208, 2.4596, 0.082279, 0.0014521, 0.027431, 2.8534, 0.07757, 0.0021304, 14.603, 0.87478, 0.0019215, 0.088579, 2.5797, 2.1241, 0.034736, 32.035, 0.079668,2.6007
6, -1.0550, 0.23281, 0.30208, 2.4596, 0.082279, 0.0016437, 0.027431, 2.8534, 0.07757, 0.0029863, 14.603, 0.87478, 0.0035948, 0.056294, 2.3398, 1.9609, 0.034736, 28.69, 0.079668,2.6007
7, -1.0556, 0.23281, 0.30208, 2.4596, 0.082279, 0.0016154, 0.027431, 2.8534, 0.07757, 0.0021304, 14.603, 0.87478, 0.004936, 0.088579, 1.78, 1.9609, 0.034736, 28.69, 0.079668,2.6007
8, -1.0584, 0.23281, 0.30208, 2.4596, 0.082279, 0.0014521, 0.015608, 2.8534, 0.07757, 0.0021304, 14.603, 0.87478, 0.0035948, 0.088579, 1.78, 1.9609, 0.036183, 28.69, 0.079668,2.6007
9, -1.0591, 0.23281, 0.30208, 2.4596, 0.082279, 0.0016941, 0.027431, 2.8534, 0.07757, 0.0010897, 14.603, 0.87478, 0.0035948, 0.088579, 1.78, 1.9609, 0.034736, 28.69, 0.079668,2.6007
10, -1.0607, 0.23281, 0.30208, 1.263, 0.11036, 0.0018566, 0.027431, 2.8534, 0.085051, 0.0019542, 14.603, 0.69845, 0.0035948, 0.088579, 1.78, 1.9609, 0.034736, 28.69, 0.079668,2.6007
