Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, C0, kfcm, krcm, eCA, kclus, eDLoop
1443, -7.7886, 1.428, 0.0093114, 0.01, 0.2124, 0.5865, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.2346, 3.049, 0.35783, 3.6706, 0.16116, 535.47, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 6.7665
1444, -7.7904, 1.0299, 0.0091452, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.44031, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1445, -7.7920, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.8917, 0.90543, 2.0164, 0.16116, 535.47, 3.734,1.355, 1e-26,995.83,1.7673, 1e-26, 4.8695
1446, -7.7927, 1.0299, 0.0087504, 0.018809, 0.35374, 1.4625, 0.10561, 0.0026102, 105.99, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,1000,2.6379, 1e-26, 4.8695
1447, -7.7931, 1.1474, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 111.81, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.20552, 535.47, 2.7166,1.355, 1e-26,987.18,2.7408, 1e-26, 4.8695
1448, -7.7952, 1.0299, 0.0085905, 0.015641, 0.35374, 1.2689, 0.081041, 0.0023098, 185.07, 0.2929, 48.525, 0.85346, 4.6024, 0.61123, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1449, -7.7959, 1.0299, 0.0087504, 0.01294, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 4.0633, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.7696
1450, -7.7961, 1.0299, 0.0087504, 0.015641, 0.25076, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 458.14, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1451, -7.7967, 1.0299, 0.0087504, 0.012341, 0.35374, 1.0502, 0.081041, 0.0020553, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.21636, 535.47, 3.775,1.355, 1e-26,1000,2.6985, 1e-26, 4.8695
1452, -7.7968, 1.0299, 0.0087504, 0.015641, 0.35374, 1.4178, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.5698, 0.64513, 2.8586, 0.13827, 535.47, 3.775,1.355, 1e-26,764.24,2.6985, 1e-26, 4.8695
1453, -7.7972, 0.95758, 0.010906, 0.015641, 0.35374, 1.5504, 0.09152, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.15473, 341.17, 3.775,0.68574, 1e-26,987.18,2.6985, 1e-26, 4.8695
1454, -7.7988, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.10702, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.23041, 535.47, 3.775,0.81448, 1e-26,714.37,2.6985, 1e-26, 4.8695
1455, -7.7995, 1.0299, 0.0079017, 0.014546, 0.35374, 0.57452, 0.081041, 0.0015861, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.50432, 3.8269, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 3.8485
1456, -7.8000, 1.0299, 0.0076867, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 224.91, 0.39197, 48.525, 0.99714, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1457, -7.8000, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 3.7462, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1458, -7.8000, 1.0299, 0.012133, 0.015641, 0.35374, 1.0502, 0.081041, 0.0021057, 168.85, 0.2929, 48.525, 0.83433, 4.6024, 0.64513, 2.6179, 0.16116, 535.47, 3.775,1.355, 1e-26,954.76,2.6985, 1e-26, 4.8695
1459, -7.8001, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 307.16, 3.775,1.355, 1e-26,665.47,2.6985, 1e-26, 4.8695
1460, -7.8003, 1.0299, 0.0087504, 0.015641, 0.32302, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 6.4003, 0.64513, 2.9566, 0.22204, 535.47, 3.775,1.355, 1e-26,987.18,3.2489, 1e-26, 4.8695
1461, -7.8014, 1.1575, 0.0098303, 0.015641, 0.48375, 1.1246, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.19033, 535.47, 3.775,1.355, 1e-26,627.8,2.6985, 1e-26, 4.8695
1462, -7.8032, 1.02, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0020986, 168.85, 0.2929, 48.525, 0.98446, 4.6024, 0.42376, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1463, -7.8040, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.093831, 0.0026102, 168.85, 0.39197, 48.365, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,550.09,2.3729, 1e-26, 6.065
1464, -7.8043, 1.4634, 0.0087504, 0.015641, 0.35374, 0.5929, 0.081041, 0.0026102, 99.191, 0.5727, 48.525, 1.3727, 5.5613, 0.48031, 2.7481, 0.16116, 535.47, 1.7454,1.355, 1e-26,987.18,2.6379, 1e-26, 6.8624
1465, -7.8044, 1.3437, 0.0087504, 0.015641, 0.35374, 1.0502, 0.045177, 0.0027663, 168.85, 0.39197, 40.466, 1.2379, 6.2114, 0.64088, 2.9566, 0.16116, 535.47, 2.7166,1.7828, 1e-26,1000,1.8058, 1e-26, 4.8695
1466, -7.8045, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.075611, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 302.67, 3.775,1.355, 1e-26,987.18,3.2027, 1e-26, 4.8695
1467, -7.8052, 1.0299, 0.0087504, 0.017183, 0.35374, 0.99716, 0.081041, 0.0023098, 168.85, 0.30456, 48.525, 1.2379, 4.6024, 0.84442, 2.9566, 0.16116, 535.47, 3.775,1.1693, 1e-26,987.18,2.9219, 1e-26, 4.8695
1468, -7.8055, 1.3832, 0.0087504, 0.022075, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.6058, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1469, -7.8056, 1.0299, 0.011265, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 45.095, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.98, 1e-26,987.18,2.6985, 1e-26, 5.916
1470, -7.8065, 0.79381, 0.0087504, 0.013376, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.4581, 4.6024, 0.64513, 2.9566, 0.16116, 586.61, 3.775,0.74517, 1e-26,987.18,2.6985, 1e-26, 4.8695
1471, -7.8065, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.2506, 5.5613, 0.64487, 4.0767, 0.16862, 535.47, 2.234,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1472, -7.8066, 1.4875, 0.012286, 0.015641, 0.35374, 1.0502, 0.056868, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.43932, 2.9566, 0.10304, 535.47, 2.7166,1.355, 1e-26,1000,3.6463, 1e-26, 4.8695
1473, -7.8067, 1.0299, 0.0087504, 0.015641, 0.35374, 1.2749, 0.081041, 0.0024825, 168.85, 0.2929, 48.525, 1.3622, 4.709, 0.64513, 2.9566, 0.21309, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1474, -7.8068, 1.0299, 0.0087504, 0.010495, 0.35374, 1.0502, 0.081041, 0.0026102, 180.63, 0.39197, 64.84, 0.71365, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 4.0479,0.81704, 1e-26,987.18,2.6379, 1e-26, 4.8695
1475, -7.8083, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0029336, 168.85, 0.2929, 48.525, 0.79068, 6.5083, 0.68938, 3.3534, 0.16116, 535.47, 3.775,1.355, 1e-26,824.59,2.6985, 1e-26, 4.8695
1476, -7.8087, 1.0299, 0.0087504, 0.021555, 0.4363, 1.3961, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.1697, 1e-26, 6.3099
1477, -7.8096, 1.0299, 0.0082732, 0.01, 0.35374, 1.0502, 0.11087, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 3.1401, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1478, -7.8100, 1.428, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0019524, 168.85, 0.5727, 69.566, 1.2346, 1.9976, 0.35783, 2.7481, 0.16116, 496.99, 1.7047,1.355, 1e-26,987.18,2.1335, 1e-26, 3.0021
1479, -7.8103, 0.86263, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0028861, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.5227, 1e-26,987.18,2.6985, 1e-26, 4.8695
1480, -7.8113, 0.61829, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.29392, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 309.06, 3.775,1.355, 1e-26,844.63,2.6985, 1e-26, 4.8695
1481, -7.8115, 1.0299, 0.0087504, 0.015641, 0.51563, 1.0502, 0.10908, 0.0026102, 168.85, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.12729, 535.47, 1.9848,1.355, 1e-26,987.18,2.6379, 1e-26, 4.6951
1482, -7.8116, 1.0299, 0.0087504, 0.015641, 0.47213, 1.0502, 0.081041, 0.0029503, 168.85, 0.39197, 48.525, 1.2351, 4.6024, 0.74902, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 5.8218
1483, -7.8116, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0038656, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.21888, 535.47, 2.7166,2.0127, 1e-26,987.18,2.6379, 1e-26, 4.8695
1484, -7.8128, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.8425, 4.6024, 0.64513, 2.9566, 0.16116, 683.15, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 3.9225
1485, -7.8140, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.043068, 0.0012905, 168.85, 0.29575, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.8787, 1e-26,987.18,2.6985, 1e-26, 3.3961
1486, -7.8141, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.095368, 0.0023098, 145.98, 0.2929, 48.525, 1.2379, 4.6024, 0.81879, 1.8594, 0.16116, 593.65, 3.775,1.355, 1e-26,987.18,1.3909, 1e-26, 4.5241
1487, -7.8143, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0399, 0.081041, 0.0023098, 188.7, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1488, -7.8145, 1.0299, 0.0087504, 0.014594, 0.20224, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 6.8813, 0.64513, 1.5592, 0.16116, 530.93, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1489, -7.8146, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.31802, 48.525, 1.2379, 4.6024, 0.64513, 3.8135, 0.16116, 535.47, 3.7943,1.355, 1e-26,987.18,2.6985, 1e-26, 5.6671
1490, -7.8152, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 2.0321,1.355, 1e-26,987.18,2.6379, 1e-26, 7.2145
1491, -7.8157, 1.428, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 60.56, 1.8369, 1.8501, 0.35783, 2.7481, 0.14148, 499.89, 1.7047,0.7354, 1e-26,900.69,3.7818, 1e-26, 4.8695
1492, -7.8165, 0.94442, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.7131, 6.1, 0.6266, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1493, -7.8168, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.059462, 0.0026102, 168.85, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.7528,1.355, 1e-26,987.18,2.6338, 1e-26, 4.8695
1494, -7.8171, 1.0299, 0.0071384, 0.015641, 0.35374, 1.1319, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,0.74202, 1e-26,824.77,2.6985, 1e-26, 5.2467
1495, -7.8179, 0.59727, 0.0087504, 0.015641, 0.40286, 1.0502, 0.081041, 0.0023098, 172.29, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,759.73,2.6985, 1e-26, 4.8695
1496, -7.8184, 1.1467, 0.006722, 0.016083, 0.35374, 1.0367, 0.081041, 0.0026102, 232.56, 0.39197, 48.525, 1.1481, 4.6024, 0.84443, 3.8918, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,1.8164, 1e-26, 4.8695
1497, -7.8186, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.54647, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,2.6379, 1e-26, 5.9522
1498, -7.8190, 0.99323, 0.0087504, 0.01, 0.35374, 1.0502, 0.10724, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.7405, 0.16116, 498.64, 2.7166,1.355, 1e-26,992.67,2.6379, 1e-26, 4.8695
1499, -7.8191, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 3.6644, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1500, -7.8192, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 46.54, 0.88554, 5.5613, 0.64513, 2.0299, 0.16116, 535.47, 2.1668,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1501, -7.8195, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.4132, 61.444, 1.2379, 4.6024, 0.64513, 2.9566, 0.12428, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1502, -7.8196, 1.0299, 0.0083164, 0.012088, 0.35374, 0.75742, 0.081041, 0.0033496, 168.85, 0.2929, 48.525, 1.7944, 4.6024, 0.64513, 4.0964, 0.081547, 535.47, 4.0963,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1503, -7.8199, 1.0299, 0.0087504, 0.01, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 461.88, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1504, -7.8204, 0.75337, 0.0087504, 0.015641, 0.33192, 1.0502, 0.041538, 0.0023098, 168.85, 0.2929, 43.858, 1.5613, 4.6024, 0.64513, 4.1898, 0.13557, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 5.345
1505, -7.8206, 0.78355, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.47038, 2.9566, 0.13536, 535.47, 3.775,1.355, 1e-26,1000,2.6985, 1e-26, 4.8695
1506, -7.8209, 1.0299, 0.007106, 0.017371, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.18979, 777.3, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 3.7823
1507, -7.8210, 1.0299, 0.0087504, 0.012852, 0.35374, 1.0502, 0.081041, 0.0027533, 168.85, 0.28016, 48.525, 1.2379, 4.6514, 0.61595, 3.9087, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1508, -7.8215, 1.0299, 0.0087504, 0.01, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.68156, 48.525, 1.3727, 5.5613, 0.8442, 2.7481, 0.16116, 328.7, 1.9848,0.89008, 1e-26,987.18,3.642, 1e-26, 4.8695
1509, -7.8220, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.13341, 535.47, 3.775,1.6548, 1e-26,1000,2.6985, 1e-26, 4.8695
1510, -7.8224, 1.0299, 0.0087504, 0.012398, 0.34156, 1.0502, 0.089573, 0.0026102, 168.85, 0.39197, 48.525, 1.3826, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.1105,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1511, -7.8229, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 50.184, 1.3969, 4.6024, 0.64513, 3.7834, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1512, -7.8235, 0.89828, 0.0087504, 0.015641, 0.26945, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 44.038, 1.2379, 6.1425, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1513, -7.8237, 1.0299, 0.0097646, 0.016252, 0.35374, 1.0502, 0.094635, 0.0026102, 196.51, 0.39197, 48.525, 1.2379, 4.6024, 0.44924, 2.9566, 0.12451, 535.47, 2.7166,1.355, 1e-26,987.18,3.8697, 1e-26, 4.8695
1514, -7.8239, 1.0299, 0.0092728, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 2.5755, 0.64513, 4.2598, 0.16116, 535.47, 2.7166,1.355, 1e-26,769.36,2.6379, 1e-26, 4.8695
1515, -7.8242, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 3.6696, 0.64513, 2.9566, 0.16116, 671.53, 3.775,1.797, 1e-26,987.18,3.301, 1e-26, 4.8695
1516, -7.8242, 1.0917, 0.0087504, 0.015641, 0.35374, 0.70842, 0.081041, 0.002949, 168.85, 0.2929, 48.525, 1.2379, 6.605, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1517, -7.8243, 1.0299, 0.0069686, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 191.84, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.8604, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,1.6603, 1e-26, 5.5754
1518, -7.8247, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 0.72724, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.2082, 1e-26,987.18,2.6985, 1e-26, 5.2988
1519, -7.8254, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.084819, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 5.3489, 0.64513, 2.9566, 0.12836, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1520, -7.8255, 1.0299, 0.0087504, 0.010515, 0.35374, 1.0502, 0.079079, 0.0026463, 181.2, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 797.95, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1521, -7.8258, 1.0299, 0.0087504, 0.015641, 0.41484, 1.0502, 0.081041, 0.0029246, 218.86, 0.2929, 48.525, 1.1909, 4.6024, 0.64513, 2.9291, 0.16116, 535.47, 3.775,1.6621, 1e-26,513.16,3.9574, 1e-26, 4.8695
1522, -7.8260, 1.0299, 0.010099, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 226.27, 0.39197, 48.525, 1.362, 4.6024, 0.46197, 2.9566, 0.16116, 535.47, 2.7166,1.4437, 1e-26,987.18,2.6379, 1e-26, 4.8695
1523, -7.8260, 1.3536, 0.0087504, 0.0107, 0.35374, 1.0502, 0.081041, 0.0030383, 168.85, 0.2929, 48.525, 0.84618, 4.6024, 0.94265, 2.9566, 0.21703, 535.47, 3.775,1.355, 1e-26,715.75,2.6985, 1e-26, 4.8695
1524, -7.8264, 1.1328, 0.012854, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.74654, 2.9566, 0.16116, 535.47, 3.775,1.6381, 1e-26,977.64,2.6985, 1e-26, 5.2665
1525, -7.8268, 0.81444, 0.0083979, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 5.8384, 0.64513, 2.9566, 0.14819, 535.47, 2.7166,1.7653, 1e-26,987.18,2.6379, 1e-26, 4.8695
1526, -7.8269, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 244.47, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 357.6, 3.775,1.355, 1e-26,987.18,2.1472, 1e-26, 3.8773
1527, -7.8277, 1.0299, 0.0087504, 0.023138, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,511.8,2.6985, 1e-26, 4.8695
1528, -7.8286, 1.0976, 0.0087504, 0.015641, 0.35374, 1.0502, 0.063508, 0.0026102, 93.992, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,3.1118, 1e-26, 4.8695
1529, -7.8290, 1.0299, 0.0087504, 0.015641, 0.23844, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.59191, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1530, -7.8291, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.13389, 535.47, 3.775,1.355, 1e-26,987.18,3.2901, 1e-26, 4.9029
1531, -7.8293, 1.0299, 0.0087504, 0.014899, 0.22829, 0.70307, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9582, 0.16116, 636.16, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1532, -7.8316, 1.0299, 0.0087504, 0.0108, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 1.8281, 0.16116, 693.91, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 5.1785
1533, -7.8321, 1.0299, 0.012566, 0.015641, 0.25056, 1.4118, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.9824, 0.64513, 2.9566, 0.16116, 442.56, 3.775,0.70735, 1e-26,987.18,2.7788, 1e-26, 5.6508
1534, -7.8324, 0.57532, 0.0087504, 0.015641, 0.35374, 1.3557, 0.081041, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.44539, 2.9566, 0.16116, 307.07, 3.775,1.355, 1e-26,987.18,2.7986, 1e-26, 4.8695
1535, -7.8334, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.049913, 0.0023098, 168.85, 0.31228, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 446.77, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
1536, -7.8335, 1.0299, 0.0087504, 0.017579, 0.35374, 0.92827, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 389.58, 1.7264,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1537, -7.8343, 1.1138, 0.0085017, 0.013301, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.22409, 31.535, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.4576,1.0666, 1e-26,987.18,2.6379, 1e-26, 4.8695
1538, -7.8344, 1.0299, 0.0087504, 0.015641, 0.34586, 1.0502, 0.081041, 0.0023098, 228.77, 0.2929, 48.525, 1.2884, 4.6024, 0.64513, 3.4941, 0.21538, 535.47, 3.775,1.355, 1e-26,987.18,3.5988, 1e-26, 4.9312
1539, -7.8347, 0.97328, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 163.2, 0.2929, 52.077, 1.2379, 4.6024, 0.64513, 2.9566, 0.098057, 322.32, 3.775,1.6036, 1e-26,1000,2.2988, 1e-26, 3.5487
1540, -7.8354, 1.0299, 0.0069662, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.7044, 7.8874, 0.77821, 2.7945, 0.16116, 400.96, 1.9848,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
1541, -7.8361, 1.0299, 0.0087504, 0.022987, 0.35282, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 56.606, 1.3727, 5.5613, 0.40772, 2.7481, 0.082223, 535.47, 1.9848,1.355, 1e-26,946.11,2.6379, 1e-26, 3.7738
