Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, C0, kfcm, krcm, eCA, kclus, eDLoop
4162, -16.2805, 0.093499, 0.77287, 0.010623, 2.5794, 0.0029551, 0.23385, 1.2731, 0.047254, 0.0011012, 103.21, 0.0067745, 0.17826, 0.02306, 3.0964, 0.0019098, 0.11016, 88.944,4.7285, 1e-26,18.55,0.53482, 1e-26, 0.48444
4163, -16.2823, 0.013843, 0.0071451, 0.010486, 21.989, 0.0035557, 20.169, 0.006975, 24.965, 0.026002, 229.55, 6.4545, 0.82534, 0.020585, 16.874, 2.0896, 3.0297, 31.631,0.21654, 1e-26,6.0099,0.0056379, 1e-26, 0.67149
4164, -16.2872, 5.2845, 13.159, 0.22666, 31.89, 5.413, 103.79, 1.5607, 18.875, 0.002753, 339.3, 0.0032246, 7.621, 0.050835, 12.217, 0.04618, 4.1564, 10.562,1.9163, 1e-26,787.96,0.40498, 1e-26, 0.033845
4165, -16.2881, 0.47988, 0.0011727, 10, 9.3546, 0.0042949, 21.567, 0.09421, 0.012703, 0.012224, 49.891, 2.3464, 1.9581, 0.32827, 65.494, 0.009481, 2.8953, 79.42,4.7471, 1e-26,46.307,0.016067, 1e-26, 6.7803
4166, -16.3040, 0.077762, 0.16649, 0.03123, 0.023797, 0.05112, 0.37724, 0.055619, 0.5669, 0.0049094, 628.14, 0.74546, 9.5963, 0.025519, 66.949, 0.0016737, 5.5812, 1.0896,0.35281, 1e-26,631.44,0.001263, 1e-26, 0.017828
4167, -16.3068, 0.11918, 3.46, 0.016903, 0.02143, 0.50682, 0.070159, 0.58471, 337.96, 0.0058434, 171.29, 0.0011849, 0.0050609, 0.017143, 14.457, 0.024418, 2312.5, 0.078204,1.4856, 1e-26,6.1805,5.6444, 1e-26, 0.28731
4168, -16.3222, 0.11073, 0.37147, 1.7721, 0.036069, 0.86224, 1.108, 0.038836, 208.08, 0.039273, 700.64, 0.024426, 0.31099, 0.031784, 1.2848, 0.045454, 32.653, 0.38709,0.32939, 1e-26,0.14048,3.6068, 1e-26, 0.11802
4169, -16.3230, 5.6645, 482.98, 0.032609, 10.024, 0.02373, 71.152, 0.544, 583.25, 1.9486, 756.69, 0.0022327, 9.8742, 0.054069, 16.33, 0.02874, 4014.2, 0.11214,0.077904, 1e-26,0.1109,0.71053, 1e-26, 7.0066
4170, -16.3359, 1.4471, 0.0059135, 0.015641, 0.35374, 0.91198, 0.081041, 0.0023098, 168.85, 0.40482, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
4171, -16.3371, 0.0032264, 1.8372, 0.13897, 8.9358, 0.052987, 17.669, 0.76895, 94.668, 0.097426, 400.83, 3.0265, 1.8949, 0.014154, 57.917, 0.017367, 475.93, 0.11383,0.34507, 1e-26,30.653,0.005978, 1e-26, 2.0121
4172, -16.3443, 0.034711, 0.21869, 0.099288, 2.7551, 1.7037, 59.037, 0.035115, 0.1387, 0.013053, 121.47, 0.14532, 0.0043767, 0.024588, 16.887, 0.39848, 1188.5, 1.1617,0.26584, 1e-26,117.67,0.12439, 1e-26, 1.3434
4173, -16.3462, 2.4775, 0.0032717, 1.1863, 0.71316, 0.0076837, 29.503, 0.0043957, 13.123, 0.014466, 493.67, 6.9494, 0.058595, 0.22605, 21.47, 0.041464, 326.61, 0.057811,1.7386, 1e-26,0.51146,1.3692, 1e-26, 0.09078
4174, -16.3530, 0.044192, 0.073245, 9.6378, 5.8812, 0.0042688, 1.4215, 1.7175, 12.233, 0.001135, 22.629, 0.0025884, 0.069714, 0.81578, 2.6527, 0.73051, 205.95, 0.36303,0.60475, 1e-26,88.161,0.47252, 1e-26, 3.4253
4175, -16.3652, 0.031304, 9.9745, 5.7721, 0.1562, 1.4945, 0.68407, 0.0010973, 21.835, 0.0046582, 323.87, 0.0013941, 0.0017839, 0.19192, 8.5734, 0.0020119, 9.5392, 8.1981,0.22952, 1e-26,0.16306,0.13641, 1e-26, 0.067432
4176, -16.3726, 5.7026, 0.45252, 2.7596, 37.117, 0.21132, 0.1394, 0.0152, 3.3805, 0.40888, 829.33, 0.44824, 0.0016622, 0.10703, 14.164, 0.0042964, 2827.6, 22.717,1.1147, 1e-26,16.88,3.2614, 1e-26, 0.80181
4177, -16.3732, 2.4841, 0.015258, 1.0487, 0.078932, 0.046396, 532.23, 1.0346, 0.018955, 0.0060729, 322.27, 0.41872, 0.0047308, 0.14368, 1.1548, 1.7942, 895.06, 16.487,0.051022, 1e-26,189.78,0.0047836, 1e-26, 0.074136
4178, -16.3737, 0.0037919, 0.020411, 0.040762, 96.104, 0.0056927, 0.18313, 1.1178, 288.92, 0.0012889, 810.73, 0.0071684, 7.9648, 0.36864, 14.785, 0.09371, 6.2342, 0.11783,0.12373, 1e-26,2.5581,0.0039503, 1e-26, 0.0030269
4179, -16.3753, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.099927, 0.0026207, 168.85, 0.39197, 48.525, 1.5715, 4.6024, 0.93785, 1.9611, 0.16116, 740.47, 3.775,1.355, 1e-26,987.18,1.7249, 1e-26, 4.8695
4180, -16.3819, 0.0050198, 24.867, 0.064607, 0.063127, 0.011356, 80.179, 0.18815, 0.092404, 0.020929, 349.03, 0.025182, 0.91028, 0.43984, 21.177, 0.12582, 0.24471, 0.242,0.07478, 1e-26,238.67,0.033809, 1e-26, 0.27742
4181, -16.3880, 6.7527, 5.8404, 0.063123, 1.6753, 0.0083998, 0.053809, 0.33911, 137.05, 0.0051108, 38.778, 0.076752, 0.50001, 0.61969, 10.77, 0.0196, 3.4057, 0.084849,6.827, 1e-26,7.8808,5.9872, 1e-26, 4.4312
4182, -16.3885, 1.2383, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0026102, 168.85, 0.4529, 48.525, 1.2346, 3.049, 0.35783, 2.7481, 0.20183, 535.47, 1.7047,1.9376, 1e-26,987.18,3.7353, 1e-26, 3.1823
4183, -16.3952, 0.091075, 1.2978, 1.3511, 0.013076, 0.0015103, 40.528, 0.0022655, 0.027524, 0.0014755, 576.58, 4.6523, 0.0119, 0.017172, 5.4054, 0.036592, 10.614, 16.521,2.23, 1e-26,0.10057,0.014231, 1e-26, 0.0073257
4184, -16.3995, 0.90537, 0.29773, 2.4032, 96.266, 0.96328, 0.13162, 6.2027, 916.56, 0.0010252, 332.32, 0.0072626, 0.019282, 0.013211, 2.1335, 0.06408, 3234.6, 2.986,0.44142, 1e-26,0.55635,0.80493, 1e-26, 0.015446
4185, -16.4003, 0.1059, 4.4082, 0.40073, 13.168, 2.2393, 82.134, 7.8197, 0.14178, 0.006189, 367.93, 0.0053713, 0.087804, 0.035449, 5.8523, 0.048179, 624.31, 0.07792,0.28087, 1e-26,55.474,0.097727, 1e-26, 0.080134
4186, -16.4201, 0.08134, 0.065826, 0.37626, 3.0816, 0.38495, 203.79, 0.12208, 30.815, 0.023755, 268.31, 0.00999, 1.7568, 0.045514, 1.0029, 0.0034921, 206.94, 23.602,6.7308, 1e-26,0.2749,0.17939, 1e-26, 0.56932
4187, -16.4323, 3.3508, 0.50751, 0.018467, 78.469, 6.133, 3.1441, 0.0013115, 3.9601, 0.0011861, 581.4, 8.8464, 0.42664, 0.71598, 8.992, 0.062753, 19.565, 47.228,0.22786, 1e-26,0.3872,0.081942, 1e-26, 0.0061551
4188, -16.4333, 0.012574, 80.496, 1.0717, 0.071489, 0.70136, 1.3092, 0.0024508, 0.049742, 0.0012422, 359.55, 0.0047984, 0.027704, 0.16702, 6.6331, 0.4557, 2.0307, 0.099157,0.11947, 1e-26,0.58341,0.78507, 1e-26, 0.016937
4189, -16.4359, 0.0065037, 0.011649, 0.011287, 23.947, 8.9974, 0.012773, 0.095253, 7.6539, 0.41213, 0.028805, 0.58379, 0.0069141, 0.010807, 25.419, 0.0025466, 4438.9, 29.525,6.2286, 1e-26,6.6874,0.0043476, 1e-26, 0.035054
4190, -16.4427, 0.002763, 0.40664, 0.71295, 0.035097, 4.9002, 0.070553, 0.0037487, 3.0113, 0.022104, 96.283, 8.7668, 0.014304, 0.033602, 11.534, 0.018338, 1.7923, 21.259,3.9507, 1e-26,17.302,0.018244, 1e-26, 4.2619
4191, -16.4549, 0.013217, 14.147, 0.8858, 0.065815, 5.443, 0.034761, 1.6977, 142.26, 0.23245, 0.014516, 0.85125, 0.0017636, 0.035697, 36.328, 0.044197, 60.399, 74.373,1.1967, 1e-26,85.612,0.22837, 1e-26, 6.9225
4192, -16.4642, 0.00394, 0.009149, 0.039691, 0.37022, 9.9333, 13.272, 1.4715, 72.364, 0.0072161, 224.11, 0.0021965, 0.008485, 0.01, 1.6204, 0.005409, 0.31272, 0.85106,0.082432, 1e-26,0.5047,0.063607, 1e-26, 0.26918
4193, -16.4746, 7.6068, 148.82, 0.048515, 0.85455, 0.0011118, 0.284, 0.59064, 0.1969, 0.029375, 357.44, 2.2467, 0.32865, 0.084611, 32.602, 0.034881, 0.76191, 7.5908,1.8179, 1e-26,0.55714,0.0029669, 1e-26, 0.42881
4194, -16.4760, 0.0019979, 0.14573, 0.42802, 2.9101, 0.054635, 2.662, 9.1947, 42.331, 0.0033291, 1.9171, 1.5748, 0.0063316, 0.15203, 14.214, 1.5396, 0.24664, 20.141,0.54366, 1e-26,20.5,0.14291, 1e-26, 0.0029196
4195, -16.4822, 0.056372, 0.001717, 0.90922, 0.070665, 0.023851, 56.386, 9.1675, 307.92, 0.10511, 591.48, 0.066296, 0.0022816, 0.27382, 1.039, 0.32459, 445.62, 0.48473,0.7388, 1e-26,23.802,1.5195, 1e-26, 0.57939
4196, -16.4831, 1.4472, 0.016604, 0.23267, 0.079973, 0.006944, 0.3628, 1.5457, 1.0492, 0.010034, 88.396, 1.5652, 0.067005, 0.18386, 2.5841, 0.0034433, 45.053, 0.26401,0.085411, 1e-26,0.39762,0.0052637, 1e-26, 2.4817
4197, -16.4872, 0.0042966, 0.0010396, 0.33973, 0.010452, 0.14494, 0.010832, 0.33968, 698.19, 0.017679, 65.451, 0.039109, 9.7954, 0.06025, 66.93, 0.0059567, 0.95428, 0.15654,0.092014, 1e-26,364.86,0.009858, 1e-26, 7.9513
4198, -16.4907, 0.94732, 0.011153, 0.18286, 0.040524, 0.0025098, 162.29, 0.072339, 0.1541, 0.0030701, 306.29, 0.15626, 3.9452, 0.14497, 1.4275, 0.0069292, 11.276, 0.20119,6.9545, 1e-26,1.1756,0.073472, 1e-26, 0.064213
4199, -16.4919, 0.1181, 186.94, 0.010645, 16.007, 3.1768, 651.39, 0.032832, 17.012, 0.0026315, 478.98, 3.5409, 0.001776, 0.35266, 7.9067, 3.1666, 17.414, 0.52,0.90023, 1e-26,0.29418,0.14605, 1e-26, 0.022471
4200, -16.4975, 0.0011383, 0.0087305, 0.017129, 94.177, 0.48682, 0.056955, 0.0047934, 206.37, 0.98497, 751.75, 0.48214, 0.16224, 0.011256, 33.91, 0.031585, 3.7432, 0.05639,6.7985, 1e-26,19.25,0.045965, 1e-26, 1.6782
4201, -16.4989, 0.0015225, 0.0010034, 0.12195, 7.7863, 0.0025395, 8.7116, 0.0017135, 0.027661, 0.0078333, 86.384, 0.1992, 0.031001, 0.28157, 2.4258, 2.6913, 1906.8, 0.78327,0.083456, 1e-26,0.19285,0.15028, 1e-26, 2.0902
4202, -16.5003, 0.0030105, 2.7323, 0.034439, 30.4, 4.2464, 0.028257, 0.88563, 453.56, 0.091047, 0.27173, 0.29849, 0.79052, 0.20062, 79.12, 0.055483, 0.29312, 38.878,0.067794, 1e-26,5.5243,0.0034059, 1e-26, 5.6138
4203, -16.5088, 0.21761, 0.031417, 0.023109, 0.22676, 0.12954, 427.37, 0.43356, 0.038007, 1.0726, 948.89, 0.068572, 8.6523, 0.3349, 5.2658, 0.0034534, 6.6032, 63.336,0.069089, 1e-26,950.88,0.0040178, 1e-26, 2.4268
4204, -16.5125, 0.75892, 0.0087504, 0.016604, 0.40687, 1.0502, 0.04605, 0.0027744, 168.85, 0.5727, 48.525, 1.3727, 3.7432, 0.64513, 2.7481, 0.16116, 489.64, 1.9848,0.94666, 1e-26,808.53,2.5933, 1e-26, 3.9283
4205, -16.5202, 0.26678, 107.74, 0.16018, 34.218, 2.7449, 0.65586, 0.02074, 3.0031, 0.18495, 295.97, 2.7344, 3.7562, 0.056843, 26.758, 0.024686, 31.363, 0.63889,3.5751, 1e-26,10.847,0.024171, 1e-26, 4.5379
4206, -16.5207, 0.017006, 3.1368, 1.491, 2.5588, 0.0060622, 0.058504, 6.7579, 9.0565, 0.001823, 71.752, 1.3066, 0.0054341, 0.057263, 64.283, 1.4865, 16.982, 3.8138,9.4081, 1e-26,3.1447,0.0028803, 1e-26, 0.70621
4207, -16.5267, 0.0051234, 0.0064754, 0.40953, 0.95612, 0.27403, 77.153, 0.021421, 3.2158, 0.00443, 151.97, 6.4919, 0.98363, 0.068001, 2.8936, 1.8911, 23.913, 2.0274,4.1064, 1e-26,1.748,0.0026656, 1e-26, 0.40381
4208, -16.5295, 8.0806, 0.057014, 0.071867, 1.4339, 0.32417, 11.029, 5.5955, 710.68, 0.0010473, 668.03, 0.013937, 0.017051, 0.18381, 5.6731, 0.047494, 4.4458, 62.619,0.067276, 1e-26,3.5474,0.0012891, 1e-26, 0.0049864
4209, -16.5315, 0.0013611, 0.38886, 1.042, 0.038936, 1.5275, 210.59, 0.0015344, 0.6619, 0.0066387, 58.915, 0.011133, 0.67094, 0.051482, 56.028, 1.5254, 140.96, 21.142,7.257, 1e-26,0.17976,0.11649, 1e-26, 4.0681
4210, -16.5352, 0.0015175, 1.7527, 0.083396, 2.9355, 0.24506, 135.45, 0.0034568, 0.38482, 0.38648, 633.72, 7.5298, 4.9149, 0.021079, 3.2104, 3.5741, 60.194, 32.984,7.4228, 1e-26,12.744,0.28458, 1e-26, 2.0699
4211, -16.5431, 3.9962, 284.43, 1.0666, 0.57214, 0.011115, 5.4022, 1.4251, 78.553, 0.0049294, 66.134, 0.33544, 1.6871, 0.17956, 2.2476, 0.0066832, 182.46, 9.5938,4.7155, 1e-26,47.191,0.0019588, 1e-26, 2.4642
4212, -16.5432, 0.82313, 10.595, 0.01201, 53.76, 1.5839, 0.12226, 0.63259, 92.902, 0.3299, 44.722, 0.60604, 0.059085, 1, 5.76, 0.83004, 20.031, 13.903,7.1159, 1e-26,78.489,3.8298, 1e-26, 3.657
4213, -16.5455, 0.90522, 0.0027235, 0.11052, 65.112, 8.429, 0.22031, 0.10774, 1.1274, 0.003319, 176.59, 0.0020044, 0.0019524, 0.021821, 9.1072, 0.065349, 900.31, 33.822,0.88452, 1e-26,29.959,0.066645, 1e-26, 0.22991
4214, -16.5502, 1.0299, 0.011787, 0.015641, 0.35653, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.833, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 2.8021,1.355, 1e-26,1000,2.6379, 1e-26, 4.8695
4215, -16.5536, 1.0299, 0.0087504, 0.015641, 0.35374, 0.63772, 0.081041, 0.0032874, 130.41, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.4383,1.6635, 1e-26,987.18,2.6379, 1e-26, 4.8695
4216, -16.5542, 0.82328, 0.040636, 0.011551, 10.621, 0.001009, 0.34442, 0.007274, 176.27, 7.3696, 306.95, 0.03525, 1.0899, 0.036681, 40.254, 0.019925, 283.32, 27.734,2.3294, 1e-26,2.7363,0.049977, 1e-26, 0.75071
4217, -16.5549, 0.073077, 0.011351, 0.014105, 0.69248, 7.4115, 0.16663, 0.0029664, 0.10534, 0.0058635, 268.32, 7.8826, 0.024214, 0.21039, 8.1565, 0.24194, 6222.3, 0.086218,6.2581, 1e-26,100.1,0.0039961, 1e-26, 0.18298
4218, -16.5554, 2.6244, 286.81, 0.04747, 6.5549, 0.0076825, 1.4527, 0.0041175, 0.32666, 0.0015026, 146.7, 0.0021881, 0.0036902, 0.56848, 1.3685, 0.29542, 3.3899, 5.9342,9.1717, 1e-26,543.91,0.0024188, 1e-26, 0.15724
4219, -16.5567, 0.0010397, 0.0064997, 0.98941, 79.487, 2.7013, 3.3535, 0.044831, 720.93, 0.0016423, 82.68, 0.0046798, 0.047708, 0.061746, 90.923, 2.4629, 0.67036, 0.33787,2.2314, 1e-26,0.14561,1.425, 1e-26, 0.54155
4220, -16.5681, 8.8401, 31.117, 0.011659, 12.924, 1.3096, 0.013285, 7.6336, 754.91, 0.0011173, 6.1909, 0.0058899, 3.0879, 0.082959, 3.5635, 0.0074006, 22.118, 0.076493,0.13718, 1e-26,96.274,0.67397, 1e-26, 1.2854
4221, -16.5708, 0.053272, 0.93185, 0.056271, 0.076491, 0.0022909, 231.29, 0.046779, 183.65, 0.0016144, 208.76, 1.2675, 0.0015559, 0.026504, 17.068, 0.076888, 1.0979, 9.3641,0.068875, 1e-26,36.426,9.5411, 1e-26, 0.084747
4222, -16.5749, 0.0053358, 0.0058842, 0.36933, 0.013546, 0.0035818, 629.06, 0.21717, 5.6671, 0.071101, 162.81, 0.0037156, 1.6272, 0.16325, 19.569, 0.020704, 1010.4, 0.42966,0.089129, 1e-26,6.5699,3.005, 1e-26, 6.3073
4223, -16.5853, 0.024492, 0.0013113, 0.45264, 0.042856, 0.050338, 22.603, 3.5065, 0.1127, 0.0012612, 687.93, 0.39334, 0.0022537, 0.54736, 5.932, 0.0022035, 567.35, 12.161,0.074702, 1e-26,0.16101,9.5618, 1e-26, 0.006424
4224, -16.5869, 0.14644, 0.0013088, 4.802, 5.8996, 0.23009, 59.321, 0.0028629, 37.421, 0.0017364, 64.417, 0.36847, 0.033073, 0.12092, 1.9148, 0.10502, 4.7458, 22.78,0.12022, 1e-26,20.096,4.6901, 1e-26, 1.0089
4225, -16.5952, 0.0015302, 3.2287, 3.8741, 6.9343, 0.12408, 0.17999, 0.0221, 754.32, 0.0026079, 267.6, 0.041354, 0.0014502, 0.45455, 50.331, 0.62471, 1.876, 5.4782,4.6325, 1e-26,840.75,0.10426, 1e-26, 0.090042
4226, -16.5962, 0.064538, 5.2539, 2.8451, 0.32532, 2.019, 201.18, 0.0011839, 10.87, 0.048551, 117.29, 0.0045116, 0.16783, 0.16776, 60.642, 0.0032438, 58.504, 0.30474,0.27509, 1e-26,2.0406,0.047379, 1e-26, 8.7352
4227, -16.6016, 0.63784, 76.364, 0.20382, 0.025774, 2.7035, 45.777, 5.5169, 2.0202, 0.03026, 580.46, 0.0054424, 1.2587, 0.071395, 3.8153, 0.032859, 233.39, 5.5494,0.059707, 1e-26,0.55018,0.014241, 1e-26, 0.22741
4228, -16.6052, 1.7986, 0.0097653, 1.3144, 0.060898, 0.0027218, 0.012637, 3.2557, 23.478, 0.020751, 80.802, 0.010602, 0.036526, 0.01718, 12.143, 0.0013579, 143.2, 52.401,0.11388, 1e-26,51.123,0.0042075, 1e-26, 7.9758
4229, -16.6091, 0.18583, 0.0062942, 0.063456, 0.46414, 0.0038884, 1.439, 0.03721, 2.4844, 0.0011209, 57.141, 3.4075, 0.07721, 0.3824, 6.6811, 0.0042279, 17.427, 0.087379,0.40462, 1e-26,0.12072,1.1576, 1e-26, 0.87668
4230, -16.6107, 0.00811, 135.75, 0.04878, 2.0235, 0.0097403, 0.02405, 0.022894, 4.4154, 0.014271, 407.44, 0.0014541, 0.60164, 0.085289, 54.14, 0.12759, 10.198, 31.423,1.6821, 1e-26,271.95,0.0012387, 1e-26, 0.27067
4231, -16.6114, 0.050297, 0.33562, 0.85223, 2.2085, 0.030352, 0.031084, 0.015425, 0.18634, 0.011605, 245.94, 2.0433, 0.050007, 0.57837, 27.542, 0.0011143, 15.825, 4.55,0.14198, 1e-26,915.69,0.064168, 1e-26, 0.49236
4232, -16.6129, 1.428, 0.012156, 0.022198, 0.25834, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.1716, 3.049, 0.35783, 2.7481, 0.16116, 535.47, 2.3119,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
4233, -16.6146, 0.17747, 27.612, 0.31056, 0.012617, 0.0011721, 0.47063, 0.1736, 14.843, 0.038742, 583.43, 0.042118, 0.26484, 0.2066, 83.372, 3.2075, 0.79374, 0.27682,2.6242, 1e-26,1.5619,0.0058375, 1e-26, 0.29593
4234, -16.6162, 1.0299, 0.0084649, 0.015641, 0.46648, 0.56203, 0.081041, 0.0023098, 168.85, 0.2929, 29.879, 1.404, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.6754,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
4235, -16.6204, 0.13159, 1.2937, 0.83795, 2.5784, 0.32459, 0.34222, 3.0505, 0.17437, 0.0014839, 24.26, 0.011938, 0.24605, 0.2402, 31.427, 0.022041, 0.4386, 12.229,0.20198, 1e-26,4.258,7.0355, 1e-26, 7.5011
4236, -16.6215, 1.0299, 0.0087504, 0.015641, 0.35374, 1.5068, 0.081041, 0.0026102, 168.85, 0.5727, 48.525, 1.3727, 5.5613, 0.64513, 2.7481, 0.17996, 535.47, 2.7455,1.355, 1e-26,987.18,3.9328, 1e-26, 4.8695
4237, -16.6244, 0.019325, 84.152, 5.699, 0.88054, 0.0014561, 244.37, 0.19828, 77.62, 0.013431, 141.07, 3.6664, 0.055989, 0.59426, 36.394, 0.080578, 6918.5, 6.9915,7.7104, 1e-26,0.20955,5.579, 1e-26, 1.7963
4238, -16.6250, 0.0070601, 0.0066976, 0.49978, 43.915, 0.58433, 0.090923, 0.0048822, 10.407, 0.0052295, 63.722, 4.6566, 0.040959, 0.18222, 15.309, 0.11988, 5112.5, 0.25494,4.2583, 1e-26,0.58781,2.2975, 1e-26, 3.4339
4239, -16.6274, 0.88512, 44.369, 5.2835, 1.2251, 6.899, 0.18313, 0.11249, 0.031564, 0.0071233, 277.51, 0.12298, 0.028661, 0.010777, 1.6146, 0.011586, 5776.2, 36.35,4.2368, 1e-26,63.167,0.0018122, 1e-26, 0.21293
4240, -16.6275, 0.47528, 0.018497, 1.0924, 2.5283, 0.35294, 2.585, 1.1268, 0.80125, 0.018432, 93.198, 0.99243, 5.0549, 0.061072, 58.026, 0.0036675, 16.013, 1.6821,1.6805, 1e-26,0.71212,0.50912, 1e-26, 5.6014
4241, -16.6299, 0.15458, 0.020918, 1.2975, 0.064854, 0.11352, 184.42, 0.67052, 0.013818, 0.0030993, 43.851, 1.6632, 5.9974, 0.36221, 7.7123, 1.2603, 75.792, 7.1828,1.5878, 1e-26,322.02,1.5316, 1e-26, 3.4851
4242, -16.6358, 0.035304, 889.17, 0.013613, 25.898, 0.067179, 1.0416, 1.1439, 170.81, 2.3369, 0.01246, 3.1658, 4.7393, 0.028594, 1.6401, 0.37454, 2.3911, 1.1232,0.85088, 1e-26,129.92,0.2361, 1e-26, 0.021807
4243, -16.6397, 0.23505, 34.065, 0.06511, 84.726, 0.046619, 0.015244, 0.056737, 369.77, 0.004069, 0.49816, 0.20782, 0.078041, 0.018532, 17.311, 0.008179, 0.23641, 16.092,0.29128, 1e-26,15.891,0.50263, 1e-26, 0.0075828
4244, -16.6417, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.1084, 0.0023098, 168.85, 0.2929, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 5.1639,1.355, 1e-26,1000,2.4552, 1e-26, 4.8695
4245, -16.6543, 1.0299, 0.0047074, 0.015641, 0.35374, 1.0502, 0.081041, 0.0023098, 168.85, 0.2929, 36.173, 1.2379, 4.6024, 0.64513, 2.9566, 0.19921, 535.47, 3.775,1.355, 1e-26,677.45,2.6985, 1e-26, 4.8695
4246, -16.6567, 1.7833, 4.404, 0.51878, 0.55677, 0.12617, 2.9978, 0.0011169, 101.92, 0.001582, 756.14, 0.0018426, 0.0029552, 0.13874, 20.026, 0.0087943, 4.2409, 1.7242,1.4332, 1e-26,79.721,0.75778, 1e-26, 0.0079464
4247, -16.6617, 0.3528, 6.4534, 0.093357, 3.6641, 0.010929, 1.7956, 0.031275, 0.017736, 0.056089, 900.62, 0.0035762, 0.011333, 0.010636, 24.718, 0.0014278, 28.316, 12.919,0.63752, 1e-26,48.888,0.02323, 1e-26, 8.0979
4248, -16.6649, 0.0012485, 0.31453, 0.025118, 16.559, 0.50833, 0.15291, 1.0016, 426.01, 0.95309, 0.03906, 0.9889, 1.8338, 0.04566, 8.8855, 0.22928, 195.38, 0.19753,0.31549, 1e-26,1.0365,3.235, 1e-26, 0.26931
4249, -16.6755, 6.8831, 0.11168, 0.71792, 0.53911, 0.55535, 0.059615, 0.398, 0.017689, 0.0028317, 288.01, 0.017388, 0.0031331, 0.23809, 72.122, 1.0227, 59.4, 0.23936,3.8623, 1e-26,2.6503,0.041245, 1e-26, 0.1052
4250, -16.6768, 0.0065528, 0.010971, 5.5882, 98.79, 0.57176, 863.78, 0.05871, 0.031582, 0.0025669, 105.52, 0.045194, 0.42913, 0.083246, 49.218, 0.74775, 3.6058, 0.080261,0.14157, 1e-26,0.17905,0.006718, 1e-26, 0.71314
4251, -16.6783, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.075542, 0.0026102, 113.35, 0.66518, 48.525, 1.3727, 4.7505, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,668.98,2.6379, 1e-26, 4.8695
4252, -16.6784, 0.19763, 0.22994, 0.025054, 0.7641, 0.0092295, 0.048988, 0.35349, 0.028323, 0.0041428, 66.692, 4.4343, 0.073013, 0.027738, 5.9745, 0.00732, 8.0653, 1.3423,2.0712, 1e-26,0.16051,7.4807, 1e-26, 2.7592
4253, -16.6850, 3.1906, 614.24, 0.031017, 0.15262, 0.18052, 4.866, 5.4307, 396.44, 0.0066379, 93.136, 0.06799, 0.096237, 0.02684, 1.9515, 0.62015, 9.8501, 38.926,0.070093, 1e-26,2.6009,2.8719, 1e-26, 2.3945
4254, -16.6868, 0.0024255, 4.7534, 0.3847, 39.809, 0.0053586, 0.079166, 1.142, 0.016895, 0.01081, 185.95, 1.2213, 0.033426, 0.11083, 6.3669, 0.018857, 17.478, 29.355,0.50707, 1e-26,0.25176,0.0022887, 1e-26, 0.98653
4255, -16.6884, 9.3927, 121.5, 1.6859, 2.569, 0.052636, 0.13567, 0.011748, 4.0788, 0.027541, 561.13, 0.32101, 0.026384, 0.014381, 96.138, 0.19139, 1.1034, 0.082709,0.65426, 1e-26,496.77,0.0079483, 1e-26, 0.2807
4256, -16.6909, 0.044677, 0.091599, 0.017928, 100, 0.40197, 5.2963, 1.3504, 661.11, 0.80408, 0.024253, 1.8735, 2.8198, 0.092859, 13.216, 0.0025702, 0.62212, 1.4694,6.9973, 1e-26,4.776,0.0012251, 1e-26, 0.035681
4257, -16.6928, 0.09745, 0.18461, 0.027024, 0.012039, 0.0033446, 217.26, 5.1577, 0.043942, 0.0023524, 334.32, 0.0017302, 0.43581, 0.94224, 7.2798, 0.0016355, 4938, 5.0752,5.2463, 1e-26,74.401,1.3797, 1e-26, 0.06846
4258, -16.6960, 6.3474, 0.088474, 0.035147, 0.035368, 7.1742, 3.4601, 0.0010426, 801.38, 0.001051, 0.13133, 0.65139, 9.3555, 0.065759, 23.212, 0.18826, 28.202, 0.74041,0.20506, 1e-26,29.041,0.26816, 1e-26, 0.2198
4259, -16.6976, 0.0028482, 94.342, 6.516, 0.6921, 0.19405, 197.4, 0.032066, 0.062673, 0.039481, 937.58, 0.35216, 0.007798, 0.085854, 1.3, 0.010351, 1.9038, 18.209,0.16872, 1e-26,60.087,1.0765, 1e-26, 0.14852
