Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2
207, -76.5547, 10, 168.6, 0.77743, 0.015404, 2.6046, 0.029608, 0.015132, 9.2447, 500, 0.076252, 5
208, -76.6146, 10, 444.17, 1.0498, 0.052136, 1.2431, 0.049898, 0.011676, 6.6086, 500, 0.11102, 5
209, -76.6237, 5.3961, 167.98, 0.20404, 0.015746, 0.25683, 0.035025, 0.010287, 6.234, 500, 0.11303, 2.8732
210, -76.6803, 4.6516, 399.61, 0.17184, 0.016442, 0.067305, 0.052084, 0.017951, 10, 289.66, 0.099044, 5
211, -76.6874, 10, 146.99, 0.77873, 0.030753, 0.63931, 0.04315, 0.019733, 5.823, 328.36, 0.08477, 3.1418
212, -76.7476, 10, 475.88, 0.18894, 0.010489, 0.096154, 0.020182, 0.0077631, 10, 500, 0.098959, 4.5918
213, -76.7580, 5.8225, 108.14, 1.0078, 0.060798, 3.5275, 0.074179, 0.015669, 3.6291, 493.38, 0.08891, 5
214, -76.7708, 10, 590.3, 0.149, 0.010925, 0.26712, 0.044933, 0.01056, 8.6395, 500, 0.082204, 5
215, -76.7915, 1.1789, 17.724, 0.59104, 0.04364, 0.6275, 0.04752, 0.016398, 2.1794, 443.44, 0.085759, 4.3289
216, -76.7920, 10, 290.74, 0.10608, 0.0056263, 0.083547, 0.019055, 0.012984, 10, 477.37, 0.094602, 5
217, -76.8531, 10, 286.83, 1.0561, 0.0051162, 2.9841, 0.050404, 0.014167, 10, 500, 0.069508, 4.5628
218, -76.9239, 10, 370.76, 0.1, 0.011343, 0.54286, 0.067162, 0.013491, 6.9441, 500, 0.092886, 5
219, -76.9392, 10, 282.95, 0.1, 0.021188, 0.21601, 0.053998, 0.020574, 6.6269, 248, 0.083919, 4.3477
220, -76.9661, 10, 348.91, 0.43956, 0.024227, 2.0676, 0.055728, 0.012411, 8.0679, 500, 0.058478, 4.1835
221, -77.0023, 10, 266.83, 0.25122, 0.031618, 1.6661, 0.061253, 0.024658, 6.3622, 365.14, 0.08459, 3.5369
222, -77.1120, 10, 509.03, 0.47163, 0.016466, 0.25476, 0.041115, 0.0095049, 7.5957, 446.82, 0.11398, 4.9348
223, -77.1149, 10, 137.78, 0.88249, 0.036454, 1.1979, 0.045431, 0.01598, 4.278, 500, 0.089591, 5
224, -77.1286, 10, 94.868, 0.56294, 0.037808, 2.4248, 0.053055, 0.015498, 3.1127, 445.84, 0.08477, 2.1523
225, -77.1447, 3.1127, 106.64, 0.84045, 0.032253, 2.5705, 0.073298, 0.012411, 7.6791, 500, 0.072663, 5
226, -77.1753, 10, 446.31, 0.53758, 0.060883, 1.8989, 0.033904, 0.015793, 9.5129, 431.32, 0.07165, 5
227, -77.2551, 4.0247, 260.5, 0.55845, 0.017175, 0.087652, 0.039904, 0.01229, 10, 444.21, 0.094935, 5
228, -77.2636, 7.4441, 129.95, 0.1, 0.019362, 0.26862, 0.03722, 0.010114, 4.3784, 500, 0.11478, 4.0929
229, -77.2876, 10, 220.4, 0.2007, 0.07359, 1.6721, 0.050102, 0.01144, 5.3771, 482.71, 0.082763, 2.0225
230, -77.2982, 6.2342, 144.55, 0.40471, 0.011604, 1.4689, 0.049975, 0.010622, 6.0551, 500, 0.082763, 3.8831
231, -77.3020, 5.6921, 84.266, 0.10673, 0.053141, 3.3084, 0.045216, 0.014288, 5.484, 500, 0.064934, 5
232, -77.3165, 6.8698, 130.98, 0.30723, 0.050452, 2.7694, 0.081743, 0.012411, 4.0535, 500, 0.077337, 5
233, -77.3184, 10, 246.67, 0.52519, 0.021396, 2.3926, 0.035886, 0.012411, 7.6868, 495.1, 0.092001, 5
234, -77.3397, 10, 224.24, 0.21624, 0.02611, 0.85164, 0.033328, 0.012411, 4.9945, 500, 0.082383, 1.8971
235, -77.4040, 9.9774, 58.223, 1.0586, 0.030753, 0.48034, 0.066062, 0.012206, 1.2565, 343.46, 0.094406, 5
236, -77.5170, 10, 277.97, 0.55715, 0.042583, 0.90701, 0.053558, 0.012411, 6.0408, 490.91, 0.07316, 5
237, -77.5342, 10, 315.77, 0.78446, 0.033569, 2.0658, 0.063005, 0.013763, 6.5319, 500, 0.08477, 2.8807
238, -77.5715, 6.9339, 224.24, 0.3284, 0.047097, 2.5896, 0.023482, 0.014107, 10, 500, 0.077352, 5
239, -77.5770, 2.9905, 52.119, 0.59509, 0.044122, 3.1223, 0.035531, 0.017912, 5.823, 500, 0.092514, 5
240, -77.6039, 10, 635.17, 0.31521, 0.015661, 0.21446, 0.041243, 0.0096066, 10, 500, 0.069506, 5
241, -77.6673, 10, 311.23, 0.1, 0.016742, 2.8791, 0.04315, 0.010017, 8.8034, 500, 0.063694, 5
242, -77.7027, 10, 427.3, 0.3004, 0.007897, 0.15747, 0.063955, 0.014326, 7.9496, 309.06, 0.086679, 2.2152
243, -77.7174, 7.7579, 144.66, 0.57863, 0.069428, 2.9612, 0.05098, 0.0095593, 5.8434, 500, 0.08847, 5
244, -77.7541, 2.7431, 123.58, 0.6965, 0.055729, 1.415, 0.025961, 0.016543, 10, 500, 0.097158, 5
245, -77.7558, 9.4067, 67.876, 0.85317, 0.0071723, 1.798, 0.04315, 0.016515, 3.4974, 500, 0.052519, 5
246, -77.8450, 10, 36.709, 0.53758, 0.014509, 1.7093, 0.059751, 0.014209, 1.1319, 500, 0.071065, 1.5
247, -77.9091, 2.086, 134.96, 0.82619, 0.029528, 0.12271, 0.034222, 0.012411, 9.0486, 500, 0.1178, 4.9007
248, -77.9124, 10, 270.66, 0.3418, 0.026596, 1.798, 0.04315, 0.014044, 5.7116, 500, 0.08477, 3.9095
249, -77.9407, 10, 422.88, 0.59442, 0.042467, 2.6485, 0.03658, 0.016114, 10, 493.38, 0.080635, 2.5343
250, -77.9568, 10, 227.02, 0.41802, 0.020413, 1.1924, 0.031747, 0.0087417, 9.1443, 500, 0.070963, 4.3101
251, -78.0051, 10, 75.822, 0.90635, 0.030753, 1.5955, 0.077475, 0.022972, 2.0596, 332.27, 0.065809, 1.5
252, -78.0235, 10, 221.82, 0.545, 0.0064963, 0.52256, 0.036048, 0.014945, 10, 500, 0.085482, 5
253, -78.0498, 10, 614.14, 0.1, 0.018222, 0.19427, 0.041115, 0.01516, 8.314, 500, 0.086679, 2.3551
254, -78.0809, 10, 246.62, 0.40218, 0.051987, 3.3672, 0.04315, 0.012411, 10, 412.06, 0.063937, 5
255, -78.1319, 10, 159.01, 0.57133, 0.012009, 1.798, 0.05604, 0.01364, 6.915, 407.85, 0.07635, 5
256, -78.2067, 10, 392.62, 0.90475, 0.019853, 1.6331, 0.051472, 0.022523, 9.3507, 358.46, 0.070779, 5
257, -78.2153, 8.2321, 501.75, 0.22728, 0.012871, 0.13082, 0.051626, 0.010164, 10, 500, 0.091473, 5
258, -78.2159, 9.2614, 392.4, 0.58934, 0.011713, 0.16727, 0.047338, 0.023114, 9.5552, 228.54, 0.10122, 5
259, -78.2422, 10, 455.72, 0.14874, 0.014941, 0.44647, 0.036574, 0.018552, 10, 500, 0.087266, 3.5614
260, -78.3037, 10, 333.02, 0.16601, 0.014805, 0.19281, 0.039246, 0.01229, 9.3627, 387.69, 0.11855, 5
261, -78.3246, 2.9032, 174.62, 0.1, 0.020075, 0.040994, 0.041115, 0.01229, 4.3196, 500, 0.10999, 3.1348
262, -78.3292, 10, 146.21, 0.1, 0.044574, 2.1084, 0.058842, 0.015717, 3.9634, 500, 0.097166, 5
263, -78.3790, 10, 189.92, 0.30258, 0.048537, 1.1418, 0.031406, 0.0093071, 4.3503, 500, 0.08477, 1.8349
264, -78.4608, 10, 263.06, 1.0691, 0.060906, 1.5507, 0.041307, 0.0083984, 7.3946, 500, 0.091299, 4.2023
265, -78.4818, 10, 172.66, 0.18881, 0.018522, 0.19202, 0.040497, 0.012563, 4.2724, 336.17, 0.10522, 3.0425
266, -78.4912, 8.8255, 146.88, 0.269, 0.021731, 1.2265, 0.034423, 0.01737, 5.577, 500, 0.092248, 3.7517
267, -78.5170, 9.3213, 227.93, 0.12277, 0.010618, 0.12825, 0.066342, 0.012974, 4.0985, 483.9, 0.092444, 5
268, -78.5214, 10, 389.86, 0.1, 0.016309, 0.19883, 0.062784, 0.019895, 10, 281.51, 0.087318, 5
269, -78.5317, 10, 427.3, 0.30157, 0.018944, 0.51785, 0.044873, 0.016557, 10, 500, 0.09835, 5
270, -78.5379, 10, 435.2, 0.51092, 0.029876, 0.51609, 0.080768, 0.012411, 5.9932, 440.66, 0.10078, 5
271, -78.5883, 10, 207.95, 0.25932, 0.0046758, 0.22439, 0.042489, 0.016214, 4.5309, 500, 0.069329, 5
272, -78.5957, 10, 93.939, 0.81894, 0.038121, 1.2371, 0.027405, 0.015338, 3.9676, 500, 0.076288, 3.127
273, -78.6550, 10, 450.72, 0.4986, 0.019058, 0.53786, 0.064537, 0.021372, 9.2272, 337.99, 0.086679, 2.0914
274, -78.6635, 4.2009, 510.97, 0.1, 0.018969, 0.054476, 0.03882, 0.01229, 10, 444.21, 0.10103, 4.5872
275, -78.7058, 10, 210.81, 0.55727, 0.01116, 1.9224, 0.034423, 0.01544, 6.7913, 500, 0.073483, 4.5279
276, -78.7758, 9.6498, 76.996, 0.45758, 0.045187, 3.1736, 0.054842, 0.010185, 1.7493, 500, 0.072693, 5
277, -78.8871, 8.7422, 126.81, 0.50224, 0.040178, 2.7841, 0.035659, 0.020127, 6.3159, 341.02, 0.076302, 5
278, -78.9241, 10, 174.59, 0.23244, 0.010842, 1.517, 0.046932, 0.015257, 7.8041, 500, 0.06186, 5
279, -78.9422, 10, 427.3, 0.51809, 0.007452, 0.095422, 0.064523, 0.020173, 10, 300.88, 0.12128, 5
280, -78.9771, 10, 136.74, 0.1, 0.0021121, 0.72174, 0.05716, 0.015597, 5.3445, 493.38, 0.05, 3.4394
281, -79.0011, 10, 161.22, 0.98084, 0.013276, 1.9493, 0.04315, 0.015609, 8.0363, 500, 0.070048, 5
282, -79.0198, 10, 320.25, 0.20857, 0.015679, 0.46343, 0.033692, 0.015588, 10, 428.46, 0.062604, 1.5
283, -79.0211, 7.0596, 262.8, 0.57594, 0.018723, 0.35457, 0.039113, 0.0093716, 9.3627, 500, 0.070737, 1.9076
284, -79.0315, 10, 273.5, 0.36689, 0.1228, 6.6514, 0.02989, 0.011337, 10, 500, 0.10486, 4.8541
285, -79.0406, 10, 78.041, 0.67724, 0.01976, 2.3012, 0.035103, 0.014401, 3.3475, 430.83, 0.064916, 4.5746
286, -79.1413, 5.8228, 273.14, 0.16107, 0.016333, 0.14395, 0.035628, 0.018963, 7.248, 402.4, 0.093377, 5
287, -79.1445, 10, 420.71, 0.85038, 0.056626, 2.8228, 0.047036, 0.012378, 10, 493.38, 0.057195, 5
288, -79.1751, 10, 235.76, 0.1, 0.0041235, 0.40241, 0.041115, 0.013203, 8.2781, 487.39, 0.05, 1.5
289, -79.1957, 8.9023, 266.06, 0.7087, 0.29183, 1.5041, 0.05732, 0.010604, 2.9222, 473.14, 0.13512, 5
290, -79.2006, 10, 194.93, 0.1, 0.0019013, 0.18159, 0.029621, 0.014797, 10, 500, 0.085845, 4.6556
291, -79.2024, 5.2812, 187.28, 0.44865, 0.035197, 0.7899, 0.053194, 0.013944, 5.0704, 500, 0.08477, 5
292, -79.2379, 10, 275.72, 0.69587, 0.058741, 2.47, 0.039521, 0.013824, 6.9657, 500, 0.057431, 5
293, -79.2422, 10, 210.31, 0.54214, 0.046717, 1.798, 0.024326, 0.014891, 7.5308, 500, 0.067185, 4.1094
294, -79.2477, 9.2713, 183.92, 0.41692, 0.021253, 2.133, 0.070136, 0.01477, 6.5445, 433.25, 0.084914, 4.2571
295, -79.2590, 3.2274, 137.14, 0.29527, 0.054475, 1.8275, 0.055696, 0.015314, 10, 354.35, 0.078576, 1.5
296, -79.3490, 10, 320.27, 0.13507, 0.0015085, 0.182, 0.05207, 0.013697, 10, 500, 0.086679, 3.5614
297, -79.3922, 10, 325.47, 0.89051, 0.020132, 2.5467, 0.047579, 0.013159, 9.8239, 500, 0.050291, 2.0835
298, -79.4298, 10, 167.76, 0.1587, 0.055176, 2.5878, 0.033393, 0.01593, 7.1864, 500, 0.082253, 5
299, -79.5084, 10, 313.12, 0.15572, 0.00525, 0.18784, 0.037078, 0.018937, 7.1908, 500, 0.07689, 5
300, -79.5564, 10, 151.42, 0.2975, 0.019321, 1.798, 0.032515, 0.012167, 7.4938, 500, 0.057518, 5
301, -79.6151, 10, 481.46, 0.1184, 0.023039, 0.2981, 0.029847, 0.012175, 10, 500, 0.13022, 4.985
302, -79.6548, 10, 76.891, 0.87291, 0.044706, 1.9591, 0.036504, 0.023158, 3.591, 336.45, 0.08477, 5
303, -79.7547, 10, 360.26, 0.1, 0.015825, 1.798, 0.059549, 0.016232, 7.7978, 447.07, 0.08477, 4.6948
304, -79.7830, 2.9214, 189.31, 0.12907, 0.0092813, 0.27353, 0.0654, 0.020087, 10, 327.45, 0.086679, 5
305, -79.7848, 10, 251.17, 0.14585, 0.030753, 2.9377, 0.044279, 0.016918, 8.9402, 500, 0.065252, 2.1688
306, -79.8289, 10, 320.23, 0.24997, 0.02364, 0.81053, 0.079645, 0.011626, 5.5962, 500, 0.09297, 5
307, -79.8518, 10, 563.98, 0.67208, 0.18682, 1.1531, 0.032874, 0.012904, 10, 500, 0.10773, 3.4748
308, -79.8672, 10, 759.35, 0.18151, 0.012278, 0.04783, 0.023729, 0.014753, 9.3627, 500, 0.11265, 5
309, -79.8957, 10, 174.46, 0.35509, 0.011792, 0.28432, 0.035561, 0.019042, 5.311, 334.75, 0.077006, 3.5614
310, -80.0540, 10, 257.2, 0.79019, 0.011357, 3.1744, 0.042621, 0.011744, 9.132, 500, 0.05, 5
311, -80.1010, 9.6522, 306.27, 0.36689, 0.073767, 3.5458, 0.0365, 0.016927, 10, 500, 0.067002, 5
312, -80.1307, 10, 207.39, 0.30914, 0.050849, 3.1824, 0.039501, 0.01144, 6.6604, 500, 0.05, 1.5
313, -80.1876, 6.2799, 89.445, 0.17562, 0.005386, 0.37715, 0.024, 0.012971, 8.9335, 500, 0.076957, 3.5614
314, -80.1934, 9.4648, 158.14, 0.15264, 0.016171, 0.22269, 0.055824, 0.019041, 3.8753, 255.48, 0.11683, 5
315, -80.3421, 10, 415.87, 0.37028, 0.0513, 1.6076, 0.043503, 0.017227, 10, 307.19, 0.08477, 1.9802
316, -80.3638, 10, 224.41, 0.63977, 0.006197, 2.7266, 0.049396, 0.013724, 9.621, 500, 0.05, 5
317, -80.3652, 10, 594.57, 0.1, 0.11658, 1.2489, 0.053798, 0.01115, 10, 343.46, 0.12697, 5
318, -80.3691, 10, 716.31, 0.42328, 0.0056555, 0.030038, 0.035408, 0.01229, 10, 500, 0.074042, 2.717
319, -80.3798, 10, 49.35, 0.74459, 0.040182, 3.2746, 0.040455, 0.013818, 1.7981, 493.38, 0.05, 1.5
320, -80.3844, 10, 495.29, 0.16951, 0.0074538, 0.506, 0.062289, 0.012989, 10, 500, 0.093358, 5
321, -80.3861, 10, 152.83, 0.18939, 0.040386, 0.53815, 0.041778, 0.014388, 3.2536, 409.29, 0.096697, 1.8524
322, -80.3879, 10, 349.12, 0.1, 0.008255, 1.0898, 0.058721, 0.017798, 10, 500, 0.071446, 5
323, -80.4067, 9.9243, 119.96, 0.93119, 0.027559, 2.7368, 0.07658, 0.023332, 2.9084, 330.88, 0.067461, 5
324, -80.4097, 10, 138.55, 0.52949, 0.018459, 2.3437, 0.037151, 0.016115, 5.823, 493.38, 0.067038, 1.5
325, -80.4212, 10, 573.09, 0.33171, 0.019259, 0.10223, 0.046634, 0.014217, 5.559, 500, 0.10178, 4.0789
326, -80.4652, 9.4527, 539.91, 0.31815, 0.017133, 0.44434, 0.036097, 0.0099377, 10, 444.21, 0.10662, 5
327, -80.5503, 10, 219.25, 0.69148, 0.034112, 1.07, 0.029892, 0.014415, 6.9908, 500, 0.068851, 1.5
328, -80.6167, 9.0857, 130.86, 0.21791, 0.064114, 3.2732, 0.038931, 0.01144, 4.3036, 500, 0.10158, 3.1024
329, -80.6474, 3.562, 120.2, 0.22865, 0.059883, 0.91872, 0.037258, 0.01566, 7.9716, 500, 0.08403, 3.6308
330, -80.7418, 10, 157.72, 0.3322, 0.022263, 0.18683, 0.058944, 0.01181, 2.2705, 500, 0.08091, 4.9207
331, -80.9695, 8.4969, 403.35, 0.1, 0.0072422, 0.08483, 0.032122, 0.014343, 10, 444.21, 0.061081, 1.5
332, -80.9697, 10, 185.66, 0.20068, 0.076026, 1.0762, 0.046643, 0.013998, 3.6847, 500, 0.12358, 5
333, -80.9721, 10, 282.95, 0.15872, 0.0048559, 0.23196, 0.025102, 0.013021, 9.3785, 500, 0.085009, 2.1588
334, -80.9837, 6.3551, 86.842, 0.67034, 0.2869, 2.9534, 0.035657, 0.014648, 2.4489, 388.05, 0.081636, 4.7797
335, -81.0177, 10, 366.94, 0.1, 0.001, 0.072237, 0.032971, 0.0095798, 10, 500, 0.097389, 5
336, -81.0595, 1.0031, 34.148, 0.30313, 0.046996, 1.834, 0.05373, 0.018758, 6.4905, 500, 0.079106, 5
337, -81.0752, 10, 208.29, 0.53758, 0.030125, 1.5906, 0.04315, 0.019425, 4.6414, 500, 0.086045, 5
338, -81.1151, 5.0473, 171.18, 0.11804, 0.034459, 2.8271, 0.051134, 0.012411, 7.534, 403.52, 0.070922, 5
339, -81.1455, 10, 160.77, 0.12024, 0.042875, 3.5313, 0.082005, 0.016573, 4.5354, 294.78, 0.08477, 5
340, -81.1468, 7.0012, 268.85, 30.28, 0.18729, 1.2333, 0.11565, 0.040635, 6.0793, 148.6, 0.13851, 5
341, -81.1690, 9.9662, 327.18, 0.19646, 0.23501, 6.3106, 0.04923, 0.019525, 6.1403, 477.52, 0.091141, 3.5407
342, -81.1742, 3.5307, 235.29, 0.5108, 0.051543, 0.32232, 0.039104, 0.0095123, 7.2301, 500, 0.14219, 5
343, -81.1856, 10, 446.12, 0.69918, 0.048448, 2.1889, 0.048871, 0.024568, 10, 396.06, 0.08477, 5
344, -81.2024, 10, 373.25, 0.23361, 0.028518, 3.1348, 0.04501, 0.019667, 9.7846, 500, 0.067456, 5
345, -81.2241, 8.3455, 428.29, 0.5068, 0.0049225, 0.23693, 0.079968, 0.014, 10, 363.4, 0.092756, 3.5614
346, -81.3137, 10, 36.7, 0.1, 0.0020763, 2.8511, 0.05083, 0.01705, 2.183, 493.38, 0.05, 5
347, -81.3208, 5.7928, 225.51, 0.19544, 0.029008, 1.2048, 0.041001, 0.012428, 7.5853, 500, 0.10634, 3.9946
348, -81.3277, 7.6883, 139.03, 0.52868, 0.017719, 0.21856, 0.048355, 0.01148, 4.4194, 444.21, 0.1176, 5
349, -81.3709, 10, 215.69, 0.53758, 0.032413, 2.9906, 0.021931, 0.014246, 9.6231, 500, 0.078997, 5
350, -81.3959, 10, 436.89, 0.1, 0.030753, 0.44914, 0.022254, 0.0083675, 8.3322, 500, 0.093828, 5
351, -81.4036, 10, 313.86, 0.21485, 0.0058333, 0.57248, 0.062559, 0.015268, 10, 305.54, 0.08477, 4.4802
352, -81.4303, 10, 156.54, 0.3785, 0.047045, 2.223, 0.027309, 0.011597, 8.132, 409.76, 0.082784, 3.7917
353, -81.4508, 10, 149.59, 0.35967, 0.085467, 3.0846, 0.064185, 0.01144, 2.6465, 500, 0.063445, 2.7692
354, -81.4735, 5.3011, 70.367, 0.46406, 0.19886, 5.8061, 0.054448, 0.0080753, 3.1294, 500, 0.094881, 4.7017
355, -81.4962, 4.7388, 114.16, 0.64929, 0.032669, 4.5874, 0.034423, 0.014217, 10, 500, 0.05, 4.691
356, -81.5485, 10, 283.61, 0.90491, 0.018313, 3.2984, 0.06281, 0.017011, 6.5757, 500, 0.074625, 5
357, -81.5501, 5.0106, 117.99, 0.81109, 0.010625, 0.52799, 0.041269, 0.013915, 8.9449, 500, 0.094944, 5
358, -81.6420, 10, 255.99, 0.50374, 0.0050875, 0.26065, 0.041414, 0.01998, 6.0017, 486.58, 0.081549, 3.7211
359, -81.6643, 3.0411, 167.05, 0.2975, 0.088375, 0.91303, 0.048978, 0.01322, 6.3282, 427.67, 0.11279, 3.5233
360, -81.7058, 3.339, 24.463, 0.20696, 0.054287, 3.4425, 0.056712, 0.020644, 1.8479, 500, 0.09162, 5
361, -81.7133, 7.4223, 243.92, 0.1, 0.010306, 0.4338, 0.056459, 0.0088492, 5.9453, 500, 0.078815, 2.8921
362, -81.7387, 10, 494.91, 0.56774, 0.012876, 0.48511, 0.027789, 0.01229, 10, 500, 0.086679, 5
363, -81.7541, 10, 798.68, 0.47649, 0.016199, 0.2711, 0.054188, 0.01229, 10, 500, 0.097825, 3.9
364, -81.7844, 10, 567.13, 0.54931, 0.011149, 0.50315, 0.041115, 0.009763, 10, 487.48, 0.075517, 5
365, -81.7861, 10, 145.59, 0.21271, 0.030148, 1.3098, 0.048829, 0.011916, 2.7735, 500, 0.064901, 2.3341
366, -81.8464, 10, 691.9, 0.1, 0.0043564, 0.018272, 0.04433, 0.01031, 9.3627, 406.88, 0.13428, 4.0136
367, -81.8527, 10, 142.94, 0.1, 0.027458, 2.3669, 0.034281, 0.015262, 7.5049, 500, 0.065666, 5
368, -81.8698, 10, 185.41, 0.16971, 0.041596, 2.1502, 0.046911, 0.017952, 5.9326, 426.79, 0.10572, 5
369, -81.8842, 6.3535, 224.24, 0.59996, 0.044004, 0.75808, 0.037111, 0.013568, 8.5965, 380.46, 0.064326, 5
370, -81.9043, 10, 342.76, 0.559, 0.011303, 0.19572, 0.041115, 0.013442, 7.7885, 481.28, 0.061904, 1.5
371, -81.9065, 10, 305.85, 0.96554, 0.034021, 1.3682, 0.043095, 0.02033, 9.8928, 369.42, 0.065568, 1.5
372, -81.9263, 5.5482, 243.13, 1.0368, 0.044891, 1.2354, 0.0321, 0.020013, 10, 500, 0.085648, 5
373, -81.9450, 10, 224.24, 0.89328, 0.010052, 1.5915, 0.042569, 0.011813, 10, 500, 0.08477, 5
374, -81.9542, 10, 268.34, 0.41238, 0.021585, 1.6002, 0.059282, 0.013098, 8.2217, 500, 0.061848, 2.9333
375, -81.9576, 10, 401.6, 0.50299, 0.026511, 1.798, 0.07608, 0.019577, 7.7717, 379.33, 0.094156, 5
376, -81.9666, 10, 137.65, 1.0092, 0.028685, 1.165, 0.030952, 0.014615, 3.7492, 500, 0.10792, 5
377, -81.9797, 10, 286.09, 0.35532, 0.049344, 1.7605, 0.079558, 0.015634, 5.9125, 460.01, 0.080021, 4.3457
378, -82.1419, 10, 201.85, 0.45293, 0.015143, 0.42445, 0.024934, 0.010432, 10, 433.02, 0.081183, 4.2027
379, -82.1812, 10, 232.8, 0.83099, 0.048597, 2.8189, 0.049075, 0.015907, 7.8952, 500, 0.070984, 5
380, -82.1907, 6.102, 143.82, 0.1, 0.012222, 2.6054, 0.037114, 0.015798, 8.2468, 500, 0.05, 5
381, -82.2194, 5.1832, 298.1, 0.41171, 0.27204, 6.0385, 0.036979, 0.011352, 9.4574, 405.98, 0.086291, 5
382, -82.2202, 10, 73.154, 0.26204, 0.047614, 0.76578, 0.047532, 0.017711, 1.3434, 500, 0.11939, 5
383, -82.2270, 7.1304, 384.11, 0.57082, 0.051434, 1.0331, 0.053761, 0.0077279, 10, 500, 0.097912, 5
384, -82.2622, 4.9136, 145.13, 0.72325, 0.036627, 3.2313, 0.037158, 0.012494, 10, 500, 0.05, 5
385, -82.2661, 10, 316.72, 0.46051, 0.04819, 0.099481, 0.031856, 0.011974, 2.6638, 500, 0.096803, 5
386, -82.2720, 10, 108.8, 0.29869, 0.027378, 3.3632, 0.029178, 0.01144, 4.3201, 500, 0.062386, 4.2739
387, -82.2724, 10, 240.81, 0.37834, 0.048187, 0.35842, 0.036352, 0.0096759, 2.9885, 500, 0.068422, 1.5
388, -82.3080, 10, 427.3, 0.15082, 0.013102, 0.38538, 0.032358, 0.017928, 8.9127, 500, 0.075954, 3.1767
389, -82.3644, 10, 185.08, 0.29978, 0.001, 1.4925, 0.063185, 0.017973, 6.754, 476.46, 0.05, 1.5369
390, -82.4023, 6.3268, 53.188, 0.72876, 0.029222, 3.3222, 0.051184, 0.012411, 2.4912, 500, 0.05, 5
391, -82.4416, 10, 179.43, 0.47855, 0.0073923, 1.9022, 0.046401, 0.015197, 6.5734, 428.84, 0.05, 2.4051
392, -82.5306, 10, 42.721, 0.30785, 0.0068451, 2.7734, 0.072169, 0.01523, 1.4233, 500, 0.077802, 5
393, -82.5381, 9.1062, 123.91, 0.68301, 0.0059548, 1.5368, 0.063637, 0.015425, 3.8157, 500, 0.05, 4.571
394, -82.5499, 2.8367, 156.28, 0.48864, 0.040126, 2.3028, 0.056172, 0.0091044, 9.9039, 500, 0.08477, 5
395, -82.5644, 4.3838, 205.02, 0.19836, 0.023391, 0.41475, 0.059955, 0.013354, 10, 444.21, 0.086679, 2.6481
396, -82.5710, 9.9809, 160.32, 0.75395, 0.019001, 3.1435, 0.070131, 0.016745, 4.2508, 500, 0.08477, 5
397, -82.7025, 10, 230.66, 0.58858, 0.0023533, 0.50503, 0.041115, 0.018556, 9.3627, 444.21, 0.05, 4.3073
398, -82.7324, 10, 213.34, 0.7096, 0.011625, 1.1768, 0.062457, 0.014459, 5.9898, 337.94, 0.08477, 5
399, -82.7590, 9.7044, 621.24, 0.3706, 0.017953, 0.28282, 0.066781, 0.011482, 10, 500, 0.093951, 3.5614
400, -82.7595, 10, 80.26, 0.15957, 0.024964, 1.9048, 0.04315, 0.015149, 3.706, 464.08, 0.057932, 5
401, -82.7708, 7.9233, 424.3, 0.78471, 0.052277, 1.1866, 0.027298, 0.012411, 10, 500, 0.069338, 5
402, -82.7769, 8.9374, 385.41, 0.84006, 0.03797, 3.4937, 0.068848, 0.012411, 9.9344, 500, 0.070971, 2.5391
403, -82.7826, 10, 380.71, 0.53758, 0.059111, 3.387, 0.061868, 0.010318, 10, 500, 0.067317, 4.2829
404, -82.8035, 7.1981, 258.55, 0.1, 0.014776, 0.4588, 0.066311, 0.023648, 7.3191, 237.16, 0.097367, 3.7543
405, -82.8249, 4.3198, 187.35, 0.30791, 0.021933, 0.50165, 0.043499, 0.014699, 8.2269, 500, 0.10477, 2.7126
406, -82.8400, 10, 319.28, 0.10896, 0.036, 1.8551, 0.050176, 0.011474, 10, 442.94, 0.066933, 1.5
407, -82.9251, 10, 144.55, 0.1, 0.019542, 2.3883, 0.052346, 0.014339, 5.2145, 500, 0.05, 2.2356
408, -82.9317, 10, 344.16, 0.30524, 0.011792, 0.54665, 0.0526, 0.017723, 10, 372.13, 0.085943, 1.7988
409, -82.9506, 7.1299, 496, 0.1, 0.014607, 0.068219, 0.071766, 0.018925, 10, 242.87, 0.094166, 5
410, -82.9688, 6.9669, 120.72, 0.51649, 0.025168, 1.798, 0.021778, 0.014687, 7.8684, 500, 0.086856, 5
411, -82.9926, 6.6222, 224.24, 0.85112, 0.060302, 2.6924, 0.045947, 0.021219, 6.8685, 423.3, 0.080647, 5
412, -82.9985, 10, 260.12, 0.28563, 0.012624, 0.46095, 0.039824, 0.0079873, 8.0732, 500, 0.085969, 3.324
413, -83.0224, 9.1546, 548.34, 0.1, 0.022464, 0.47235, 0.061344, 0.013036, 10, 414.95, 0.12383, 5
414, -83.0758, 10, 439.48, 0.43059, 0.04368, 0.32892, 0.078633, 0.024631, 9.6718, 174.02, 0.14385, 5
415, -83.0867, 6.9095, 121.33, 0.41624, 0.03267, 3.1092, 0.051808, 0.01144, 4.5844, 500, 0.05, 1.9624
416, -83.1130, 10, 185.84, 0.1049, 0.012966, 0.034954, 0.036282, 0.010436, 2.1217, 500, 0.14711, 5
