Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -1.9519, 0.99464, 0.039131, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0052788, 0.40338, 48.775, 0.01, 3.1755, 0.84722
1, -1.9553, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.55494, 48.775, 0.01, 3.1755, 0.84722
2, -1.9555, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.53377, 48.775, 0.01, 3.1755, 0.84722
3, -1.9560, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.63201, 30.305, 2.1182, 0.0040272, 0.40338, 72.421, 0.01, 3.1755, 0.84722
4, -1.9561, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.48379, 48.775, 0.01, 3.1755, 0.84722
5, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.40338, 39.524, 0.01, 3.1755, 0.84722
6, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.40338, 48.775, 0.01, 3.1755, 0.84722
7, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.40338, 55.344, 0.01, 3.1755, 0.84722
8, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.40338, 49.107, 0.01, 3.1755, 0.84722
9, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0041711, 0.40338, 66.405, 0.01, 3.1755, 0.84722
10, -1.9572, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0056783, 0.40338, 32.51, 0.01, 3.1755, 0.84722
11, -1.9577, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9201, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.58594, 43.433, 0.01, 3.1755, 0.84722
12, -1.9579, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.37126, 50.154, 0.01, 3.1755, 0.84722
13, -1.9582, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.35889, 68.005, 0.01, 3.1755, 0.84722
14, -1.9589, 0.99464, 0.038757, 10, 8.0735, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.40338, 48.775, 0.01, 3.1755, 0.84722
15, -1.9593, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.3159, 50.154, 0.01, 3.1755, 0.84722
16, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0025121, 0.29216, 50.154, 0.01, 3.1755, 0.84722
17, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0025226, 0.29216, 55.87, 0.01, 3.1755, 0.84722
18, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0032834, 0.29216, 60.969, 0.01, 3.1755, 0.84722
19, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0036775, 0.29216, 50.154, 0.01, 3.1755, 0.84722
20, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0037651, 0.29216, 50.154, 0.01, 3.1755, 0.84722
21, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.003825, 0.29216, 50.154, 0.01, 3.1755, 0.84722
22, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.29216, 30.246, 0.01, 3.1755, 0.84722
23, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.29216, 50.154, 0.01, 3.1755, 0.84722
24, -1.9602, 0.99464, 0.038757, 7.5573, 5.9959, 0.97676, 37.417, 2.9125, 0.11582, 0.64355, 30.305, 2.1182, 0.0040272, 0.29216, 46.929, 0.01, 3.1755, 0.84722
