Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -0.6195, 0.0039023, 0.073087, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.023842, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.18627, 17.953, 0.058397
1, -0.6607, 0.0039023, 0.065105, 0.54481, 23.689, 1.0642, 0.18504, 0.95567, 0.023318, 3.2365, 71.48, 4.6054, 0.052525, 0.66003, 17.651, 0.21272, 13.871, 0.058397
2, -0.6645, 0.0043866, 0.073087, 0.54481, 34.606, 1.0642, 0.20656, 1.2995, 0.021748, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
3, -0.6659, 0.0039023, 0.064215, 0.48764, 40.814, 1.0642, 0.18504, 0.95567, 0.018795, 3.2365, 71.48, 3.3925, 0.052525, 0.66003, 26.458, 0.21272, 13.871, 0.058397
4, -0.6675, 0.0039023, 0.064852, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.018437, 3.2365, 71.48, 3.4985, 0.052525, 0.66003, 32.772, 0.21272, 13.871, 0.058397
5, -0.6725, 0.0039023, 0.073087, 0.42996, 43.659, 1.0642, 0.18504, 0.95567, 0.022109, 2.5234, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 17.747, 0.058397
6, -0.6758, 0.0039023, 0.064738, 0.54481, 43.659, 1.0642, 0.21705, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
7, -0.6777, 0.0044312, 0.073087, 0.54481, 43.659, 1.0642, 0.24104, 0.95567, 0.016468, 3.2365, 71.48, 3.1126, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
8, -0.6799, 0.0043053, 0.073087, 0.54481, 43.659, 1.0642, 0.22551, 0.95567, 0.018468, 3.1372, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
9, -0.6805, 0.0043544, 0.073087, 0.54481, 43.659, 0.96189, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.078543, 0.66003, 22.515, 0.21272, 13.871, 0.058397
10, -0.6826, 0.0041947, 0.073087, 0.54481, 43.659, 0.87835, 0.18504, 0.95567, 0.016468, 3.3984, 53.92, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
11, -0.6830, 0.0039023, 0.064508, 0.77872, 43.659, 1.0642, 0.18504, 0.95567, 0.024205, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 21.756, 0.21272, 13.871, 0.058397
12, -0.6840, 0.0052252, 0.073087, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.55234, 22.515, 0.16645, 13.871, 0.058397
13, -0.6849, 0.0049467, 0.087401, 0.54481, 43.659, 1.0642, 0.18845, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 28.749, 0.21272, 13.871, 0.058397
14, -0.6875, 0.0039023, 0.08726, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.019771, 3.6948, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.29273, 13.871, 0.058397
15, -0.6877, 0.0057496, 0.073087, 0.54481, 43.659, 0.91351, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.15741, 13.871, 0.058397
16, -0.6880, 0.004207, 0.094825, 0.54481, 43.659, 1.0642, 0.18504, 0.59675, 0.016468, 4.4075, 37.323, 3.5517, 0.056917, 0.66003, 22.515, 0.21272, 20.31, 0.058397
17, -0.6888, 0.0042396, 0.073087, 0.41978, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.042343, 0.66003, 20.167, 0.21272, 13.871, 0.058397
18, -0.6890, 0.0039023, 0.073087, 0.54481, 43.659, 1.3089, 0.18504, 0.95567, 0.023497, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 15.061, 0.058397
19, -0.6919, 0.0039023, 0.071542, 0.66257, 43.659, 0.8476, 0.15518, 1.14, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
20, -0.6920, 0.0039023, 0.068218, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.73173, 22.515, 0.21272, 13.871, 0.058397
21, -0.6930, 0.0041882, 0.073087, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.4156, 18.508, 0.21272, 13.871, 0.058397
22, -0.6952, 0.0039023, 0.073087, 0.54481, 60.305, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 15.471, 0.058397
23, -0.6953, 0.0039023, 0.073087, 0.70553, 43.659, 0.55262, 0.19581, 0.95567, 0.016144, 3.2365, 71.785, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 16.637, 0.058397
24, -0.6964, 0.0030691, 0.073087, 0.51207, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 21.421, 0.21272, 18.489, 0.058397
25, -0.6966, 0.0039023, 0.062054, 0.57427, 32.864, 1.0642, 0.18504, 0.78983, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
26, -0.6966, 0.0039023, 0.073087, 0.54481, 43.659, 0.85644, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.061886, 0.66003, 22.515, 0.26678, 13.871, 0.058397
27, -0.6968, 0.0042071, 0.073087, 0.54481, 43.659, 1.0642, 0.18504, 0.90816, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 13.871, 0.058397
28, -0.6968, 0.0039023, 0.10681, 0.54481, 43.659, 1.0642, 0.18504, 0.95567, 0.016468, 3.2365, 71.48, 3.5517, 0.052525, 0.66003, 22.515, 0.21272, 20.691, 0.058397
