Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -0.4964, 0.035337, 0.012089, 0.052474, 0.56588, 0.41353, 0.16717, 1.5188, 0.17058, 7.3291, 0.98399, 7.3542, 0.0002398, 0.86047, 83.876, 0.001263, 80.692, 0.072458
1, -0.5652, 0.033369, 0.0085301, 0.043831, 0.56588, 0.41353, 0.20447, 2.1885, 0.17058, 7.3291, 1.1998, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 69.136, 0.069153
2, -0.5727, 0.033369, 0.0085301, 0.063479, 0.56588, 0.41353, 0.12313, 1.7957, 0.17058, 6.8491, 0.98399, 7.3542, 0.0002398, 0.70969, 100, 0.0010153, 69.136, 0.062254
3, -0.5863, 0.028685, 0.0085301, 0.052474, 0.55605, 0.41353, 0.16717, 2.9405, 0.24279, 8.0563, 0.95679, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 69.136, 0.065623
4, -0.5871, 0.033369, 0.0085301, 0.053361, 0.56588, 0.41353, 0.16717, 2.9405, 0.17787, 7.3291, 0.98399, 7.3542, 0.0002398, 0.70969, 83.876, 0.001, 63.352, 0.06274
5, -0.5877, 0.033369, 0.0085301, 0.047239, 0.56588, 0.36395, 0.14399, 1.8613, 0.17058, 7.3291, 0.98399, 9.422, 0.0002398, 0.70969, 90.448, 0.0010153, 69.136, 0.066551
6, -0.5990, 0.033369, 0.0085301, 0.052474, 0.56588, 0.41353, 0.19174, 2.9405, 0.17058, 7.3291, 1.0362, 7.3542, 0.00030469, 0.70969, 95.461, 0.0010153, 67.588, 0.059836
7, -0.6039, 0.033369, 0.012608, 0.052474, 0.56588, 0.41353, 0.16717, 2.9405, 0.17058, 7.3291, 0.98399, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 102.38, 0.055071
8, -0.6182, 0.033369, 0.0085301, 0.052474, 0.58821, 0.41353, 0.19165, 2.4687, 0.17058, 10, 0.98399, 7.3542, 0.00015144, 0.87734, 83.876, 0.0010153, 69.136, 0.058559
9, -0.6182, 0.031685, 0.0085301, 0.069802, 0.56588, 0.41353, 0.16717, 2.9405, 0.17058, 7.3291, 0.98399, 7.3542, 0.00029185, 0.70969, 83.876, 0.0010153, 69.136, 0.060438
10, -0.6209, 0.033369, 0.0085301, 0.062841, 0.56588, 0.41353, 0.16717, 2.9405, 0.17058, 5.4609, 0.83217, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 69.136, 0.063174
11, -0.6233, 0.035497, 0.011838, 0.052474, 0.56588, 0.47729, 0.10348, 2.7795, 0.17058, 7.5215, 0.98399, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 69.136, 0.055821
12, -0.6261, 0.033369, 0.0085301, 0.052474, 0.56588, 0.41353, 0.21161, 2.9405, 0.22383, 6.5509, 0.98399, 7.3542, 0.0002398, 0.70969, 83.876, 0.0010153, 93.382, 0.055071
13, -0.6313, 0.049621, 0.0095822, 0.052474, 0.56588, 0.41353, 0.22506, 2.9405, 0.17058, 8.2537, 0.62775, 5.3486, 0.0002398, 0.70969, 83.876, 0.0010153, 49.798, 0.058956
14, -0.6377, 0.044103, 0.0092998, 0.052474, 0.76641, 0.41353, 0.17635, 2.831, 0.20301, 7.3291, 0.98399, 6.1706, 0.0002398, 0.70969, 83.876, 0.0010153, 69.136, 0.055071
15, -0.6388, 0.033369, 0.0085301, 0.050123, 0.56588, 0.41353, 0.16717, 2.9405, 0.17058, 7.3291, 0.98399, 7.3542, 0.0002398, 0.70969, 100, 0.0010153, 69.136, 0.057373
16, -0.6435, 0.033369, 0.0085301, 0.049458, 0.56588, 0.41353, 0.16717, 1.739, 0.1632, 5.5411, 0.98399, 7.3542, 0.0002398, 0.70969, 63.693, 0.0010153, 103.16, 0.055071
