Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
0, -0.3034, 0.0087286, 9.1558, 2.6388, 10.158, 0.0026442, 0.84981, 0.2136, 0.14636, 0.96661, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 2.3155
1, -0.3145, 0.0087286, 9.1558, 3.6077, 5.7528, 0.0026442, 1.1013, 0.2136, 0.14636, 0.9182, 0.051721, 7.7619, 1.7266, 723.97, 45.751, 1.6715
2, -0.3200, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 1.229, 0.2136, 0.17334, 0.9182, 0.054777, 5.4664, 1.7266, 723.97, 63.044, 2.494
3, -0.3202, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.66334, 0.2112, 0.16777, 0.9182, 0.051721, 4.7203, 1.7266, 723.97, 39.203, 1.6715
4, -0.3217, 0.0087286, 9.1558, 3.6077, 10.158, 0.0031052, 0.84981, 0.2136, 0.1, 0.9182, 0.051721, 6.8125, 1.7266, 723.97, 49.279, 1.6715
5, -0.3268, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.22504, 0.14636, 0.9182, 0.051721, 7.2398, 1.7266, 723.97, 63.044, 1.7646
6, -0.3306, 0.0087286, 9.5871, 3.6077, 10.158, 0.0033232, 1.0336, 0.2136, 0.14636, 0.91773, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
7, -0.3341, 0.0087286, 9.1558, 3.6077, 10.158, 0.0023088, 0.84981, 0.23607, 0.14636, 0.9182, 0.073641, 5.4664, 1.7266, 723.97, 63.044, 1.6715
8, -0.3354, 0.0087286, 9.1558, 3.6077, 10.273, 0.0026442, 1.0694, 0.2136, 0.19751, 0.72134, 0.051721, 4.265, 1.7266, 723.97, 63.044, 1.6715
9, -0.3356, 0.0087286, 9.0172, 3.6077, 10.94, 0.0026442, 0.84981, 0.2136, 0.14636, 0.9182, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
10, -0.3371, 0.0087286, 8.4593, 3.6077, 10.158, 0.0030027, 0.84981, 0.2136, 0.16285, 0.9182, 0.051721, 5.4664, 1.0668, 1000, 63.044, 1.6715
11, -0.3383, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.18559, 0.95741, 0.051721, 5.6103, 1.7266, 723.97, 63.044, 1.6715
12, -0.3392, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.14636, 0.58219, 0.036833, 5.4664, 1.7266, 723.97, 63.044, 1.6715
13, -0.3399, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 1.0847, 0.22306, 0.14636, 1.2792, 0.051721, 5.4664, 1.7266, 723.97, 66.222, 1.6715
14, -0.3419, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.14636, 0.9182, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
15, -0.3422, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.11569, 0.9182, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
16, -0.3423, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.11512, 0.9182, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
17, -0.3425, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.14636, 0.9182, 0.040974, 5.4664, 1.7266, 723.97, 63.044, 1.6715
18, -0.3433, 0.0087286, 9.1558, 3.6077, 10.158, 0.0023821, 0.84981, 0.2136, 0.14636, 0.64633, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
19, -0.3509, 0.0087286, 9.1558, 3.6702, 10.158, 0.0026442, 0.84981, 0.2136, 0.1, 0.9182, 0.039311, 5.4664, 1.7266, 723.97, 63.044, 1.6715
20, -0.3571, 0.0077976, 8.2185, 3.6077, 10.158, 0.0026442, 0.84981, 0.2136, 0.14636, 0.9182, 0.046188, 5.4664, 1.7266, 723.97, 66.008, 1.6715
21, -0.3572, 0.0087286, 9.1558, 3.6077, 9.8143, 0.0026442, 0.84981, 0.2136, 0.19846, 0.9182, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
22, -0.3593, 0.0087286, 9.1558, 3.6077, 10.158, 0.0026442, 0.97807, 0.2136, 0.14636, 0.4688, 0.051721, 5.4664, 1.7266, 723.97, 63.044, 1.6715
23, -0.3613, 0.0087286, 9.1558, 5.1308, 8.8385, 0.0026442, 0.76298, 0.2136, 0.1, 0.9182, 0.088022, 5.4664, 1.7266, 519.16, 110.31, 2.0668
