Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
0, -0.1624, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 4.5761, 0.35132, 2.3009, 0.016254, 59.994, 0.010144, 402.47, 5.6445, 18.397
1, -0.1666, 0.013411, 0.11699, 0.010692, 263.93, 0.011882, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 755.46, 3.623, 18.397
2, -0.1675, 0.013411, 0.11699, 0.0093359, 263.93, 0.00953, 0.087242, 3.5397, 0.18452, 2.3009, 0.016853, 62.938, 0.010144, 562.93, 5.6445, 18.397
3, -0.1686, 0.013411, 0.11699, 0.010692, 263.93, 0.0093627, 0.060491, 3.1643, 0.35132, 2.3009, 0.017097, 62.938, 0.010144, 562.93, 5.6445, 18.397
4, -0.1692, 0.013411, 0.11699, 0.010464, 270.88, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.01814, 62.938, 0.010144, 562.93, 5.6445, 18.397
5, -0.1695, 0.016437, 0.11699, 0.010692, 381.41, 0.00953, 0.064123, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 608.84, 4.1444, 18.397
6, -0.1700, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.30135, 2.0319, 0.023578, 62.938, 0.010144, 562.93, 5.6445, 18.397
7, -0.1700, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.020932, 62.938, 0.010144, 562.93, 5.6445, 18.397
8, -0.1700, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.063232, 3.1643, 0.35132, 2.3009, 0.0217, 62.938, 0.010144, 562.93, 5.6445, 18.397
9, -0.1701, 0.013411, 0.10384, 0.010692, 263.93, 0.00953, 0.042709, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 4.5214, 18.397
10, -0.1703, 0.013411, 0.11699, 0.010692, 240.7, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.021631, 62.938, 0.010144, 562.93, 5.6445, 18.397
11, -0.1704, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.020881, 62.938, 0.010144, 562.93, 5.6445, 20.647
12, -0.1709, 0.013411, 0.11699, 0.010692, 180.54, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.02316, 62.938, 0.010144, 562.93, 5.6445, 18.397
13, -0.1712, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.023719, 62.938, 0.010144, 562.93, 5.6445, 18.397
14, -0.1713, 0.013411, 0.11699, 0.01078, 263.93, 0.00953, 0.060491, 3.1643, 0.23725, 2.3009, 0.018508, 62.938, 0.010144, 562.93, 5.6445, 18.397
15, -0.1713, 0.016084, 0.13261, 0.010692, 263.93, 0.013613, 0.060491, 3.1643, 0.35132, 1.429, 0.02588, 60.514, 0.01, 562.93, 4.7099, 20.775
16, -0.1716, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.6122, 0.35132, 2.2076, 0.016118, 75.444, 0.010144, 562.93, 5.6445, 18.397
17, -0.1720, 0.008174, 0.060591, 0.010692, 263.93, 0.00953, 0.073329, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.01, 485.92, 5.6445, 18.397
18, -0.1720, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.067312, 3.7707, 0.35132, 2.1054, 0.031198, 62.938, 0.010144, 562.93, 5.318, 16.408
19, -0.1722, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.022613, 67.006, 0.010144, 562.93, 5.6445, 18.397
20, -0.1723, 0.014158, 0.11699, 0.012076, 263.93, 0.00953, 0.045375, 3.1643, 0.26617, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 4.7255, 16.579
21, -0.1724, 0.013411, 0.11699, 0.010692, 151.01, 0.00953, 0.060491, 3.1643, 0.47019, 2.3009, 0.019177, 62.938, 0.010144, 562.93, 5.7602, 12.904
22, -0.1725, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.7022, 0.35132, 1.9569, 0.031198, 62.938, 0.010144, 562.93, 4.9201, 18.397
23, -0.1725, 0.013411, 0.098377, 0.010692, 263.93, 0.01203, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 4.5979, 18.397
24, -0.1727, 0.013411, 0.12341, 0.010692, 349.87, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.022319, 62.938, 0.010144, 562.93, 5.6445, 18.397
25, -0.1727, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.44635, 2.3009, 0.021367, 62.938, 0.010144, 562.93, 5.6445, 18.397
26, -0.1727, 0.013411, 0.14872, 0.010692, 263.93, 0.00953, 0.060491, 3.7522, 0.35132, 2.3009, 0.02323, 53.572, 0.010144, 562.93, 5.6445, 16.015
27, -0.1730, 0.013411, 0.11699, 0.010692, 152.04, 0.00953, 0.060491, 3.1643, 0.4321, 2.5657, 0.02173, 62.938, 0.010144, 562.93, 5.6445, 18.397
28, -0.1731, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.02779, 62.938, 0.010144, 562.93, 5.6445, 18.397
29, -0.1732, 0.013411, 0.11699, 0.010692, 263.93, 0.013732, 0.072961, 3.1643, 0.35132, 1.8659, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
30, -0.1733, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.233, 0.35132, 2.3009, 0.028726, 62.938, 0.010144, 562.93, 5.6445, 18.397
31, -0.1737, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 4.3776, 0.35132, 2.3009, 0.032035, 62.938, 0.01, 464.62, 5.6445, 18.397
32, -0.1737, 0.01285, 0.11362, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.9726, 0.016405, 62.938, 0.010144, 562.93, 5.6445, 15.835
33, -0.1739, 0.013411, 0.11699, 0.010692, 291.75, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010493, 562.93, 5.6445, 25.354
34, -0.1740, 0.014012, 0.11699, 0.0069347, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.024322, 62.938, 0.010144, 562.93, 5.6445, 18.397
35, -0.1741, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.0103, 562.93, 5.6445, 17.244
36, -0.1741, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.25489, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
37, -0.1742, 0.011854, 0.11699, 0.01077, 263.93, 0.0095168, 0.060491, 4.0086, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
38, -0.1743, 0.013411, 0.11699, 0.0075099, 263.93, 0.0099982, 0.060491, 3.1695, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
39, -0.1744, 0.013411, 0.11699, 0.013958, 263.93, 0.00953, 0.060491, 3.1643, 0.32441, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
40, -0.1746, 0.013411, 0.11699, 0.0090121, 263.93, 0.011494, 0.05329, 3.1643, 0.28069, 2.3009, 0.031198, 62.938, 0.01, 562.93, 5.2394, 18.397
41, -0.1746, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.059634, 3.1643, 0.35132, 3.0493, 0.016926, 62.938, 0.01, 562.93, 5.6445, 18.397
42, -0.1747, 0.013411, 0.11699, 0.010692, 348.82, 0.00953, 0.060491, 3.1961, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
43, -0.1748, 0.013411, 0.11699, 0.01352, 263.93, 0.00953, 0.060491, 3.1643, 0.22957, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
44, -0.1748, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.4522, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
45, -0.1749, 0.013637, 0.11699, 0.011102, 260.77, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
46, -0.1749, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.37577, 2.0753, 0.031198, 62.938, 0.01086, 562.93, 5.6445, 25.164
47, -0.1749, 0.013411, 0.11699, 0.0068829, 299.51, 0.00953, 0.059353, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
48, -0.1749, 0.013411, 0.11699, 0.010692, 263.93, 0.0095915, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
49, -0.1750, 0.013411, 0.11699, 0.014851, 263.93, 0.00953, 0.060491, 3.1643, 0.22533, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
50, -0.1750, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.055856, 3.1643, 0.33905, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
51, -0.1750, 0.013411, 0.11699, 0.01512, 263.93, 0.00953, 0.060491, 3.1718, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
52, -0.1750, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 16.1
53, -0.1750, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.22333, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
54, -0.1751, 0.013411, 0.11699, 0.0066972, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
55, -0.1751, 0.013411, 0.11699, 0.0068171, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
56, -0.1751, 0.013411, 0.11699, 0.010692, 206.22, 0.00953, 0.060482, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
57, -0.1751, 0.013411, 0.11699, 0.010692, 340.66, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
58, -0.1751, 0.013411, 0.11699, 0.010692, 317.76, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
59, -0.1751, 0.013411, 0.11699, 0.010692, 285.81, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
60, -0.1751, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
61, -0.1751, 0.013411, 0.11699, 0.011806, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
62, -0.1751, 0.013411, 0.11699, 0.011065, 240.4, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
63, -0.1751, 0.013411, 0.11699, 0.012789, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
64, -0.1751, 0.013411, 0.11699, 0.014219, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
65, -0.1751, 0.013411, 0.11699, 0.010692, 198.19, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
66, -0.1751, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.559
67, -0.1751, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.7328, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
68, -0.1751, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.33542, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 14.929
69, -0.1752, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.944
70, -0.1752, 0.013411, 0.11699, 0.0088174, 263.93, 0.00953, 0.060491, 3.1643, 0.19247, 2.3009, 0.032485, 62.938, 0.010144, 562.93, 5.4479, 18.397
71, -0.1753, 0.013411, 0.11699, 0.011054, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 19.319
72, -0.1753, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.3576, 2.3009, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
73, -0.1753, 0.013411, 0.11699, 0.010692, 337, 0.00953, 0.060491, 3.1591, 0.35132, 2.3009, 0.031198, 62.938, 0.010144, 560.64, 5.6445, 18.397
74, -0.1754, 0.013411, 0.11699, 0.0071092, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 56.08, 0.010144, 562.93, 5.6445, 18.397
75, -0.1754, 0.013411, 0.11699, 0.010692, 263.93, 0.00953, 0.060491, 3.1643, 0.35132, 2.2152, 0.031198, 62.938, 0.010144, 562.93, 5.6445, 18.397
76, -0.1754, 0.013411, 0.11699, 0.010692, 263.93, 0.011512, 0.060491, 3.1643, 0.35132, 2.3009, 0.031198, 71.315, 0.010144, 562.93, 5.6445, 18.397
