Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -5.0871, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.73692, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
1, -5.0928, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 949.35, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
2, -5.0946, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 44.534, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
3, -5.1019, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0028851, 0.14736, 7.9055, 0.1, 2.1963, 60.662
4, -5.1020, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0028926, 0.14736, 7.9055, 0.1, 2.1963, 60.662
5, -5.1056, 4.2897, 0.95484, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
6, -5.1096, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0034976, 0.17511, 7.9055, 0.1, 2.1963, 60.662
7, -5.1163, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 1000, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0047674, 0.14736, 11.639, 0.1, 2.1963, 60.662
8, -5.1178, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.21803, 7.9055, 0.1, 2.189, 60.662
9, -5.1220, 4.2897, 0.94255, 4.2791, 855.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
10, -5.1251, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 1000, 0.40117, 0.44844, 0.76517, 41.611, 4.7519, 0.0057191, 0.2064, 5.8227, 0.1, 2.1963, 60.662
11, -5.1281, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 729.63, 0.34769, 0.26564, 0.46498, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.0231, 60.662
12, -5.1301, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.69122, 41.611, 4.6758, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
13, -5.1325, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.087021, 7.9055, 0.1, 2.1963, 60.662
14, -5.1343, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
15, -5.1343, 4.2897, 0.94255, 4.2791, 874.6, 1.2872, 829.1, 0.34769, 0.37467, 0.76517, 44.556, 4.7519, 0.0048232, 0.14736, 7.9055, 0.1, 2.1963, 60.662
16, -5.1344, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.1485, 7.9055, 0.1, 2.1963, 60.662
17, -5.1344, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.078368, 7.9055, 0.1, 2.1963, 60.662
18, -5.1351, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.1575, 7.9055, 0.1, 2.1963, 60.662
19, -5.1352, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.158, 7.9055, 0.1, 2.1963, 60.662
20, -5.1353, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.30565, 0.37467, 0.98579, 41.611, 4.6116, 0.0029258, 0.11513, 11.608, 0.1, 2.1963, 60.662
21, -5.1366, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0059013, 0.14736, 7.9055, 0.1, 2.1963, 60.662
22, -5.1371, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.30565, 0.37467, 0.98579, 41.611, 4.6116, 0.0031516, 0.11513, 7.9055, 0.1, 2.1963, 60.662
23, -5.1375, 4.2897, 0.94255, 2.553, 500.05, 1.3905, 910.08, 0.30565, 0.37467, 0.94083, 41.611, 4.6116, 0.0057191, 0.11513, 7.9055, 0.1, 2.1963, 60.662
24, -5.1401, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.39878, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
25, -5.1421, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.40958, 0.67604, 34.852, 4.7519, 0.0073254, 0.15317, 7.9055, 0.1, 2.1963, 60.662
26, -5.1428, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.006619, 0.11594, 7.9055, 0.1, 2.1963, 60.662
27, -5.1429, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0064579, 0.075144, 7.9055, 0.1, 2.1963, 60.662
28, -5.1457, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.30565, 0.37467, 0.98579, 41.611, 4.6116, 0.0041779, 0.11513, 7.9055, 0.1, 2.1963, 60.662
29, -5.1473, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 969.42, 0.30565, 0.37467, 0.98579, 41.611, 4.6116, 0.0057191, 0.11513, 7.9055, 0.1, 2.1963, 60.662
30, -5.1487, 4.2897, 0.98561, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 6.4091, 0.1, 2.1963, 60.662
31, -5.1527, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.77267, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
32, -5.1538, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0072046, 0.14736, 8.1065, 0.1, 2.1963, 60.662
33, -5.1539, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 1000, 0.30565, 0.37467, 0.98579, 40.613, 4.6116, 0.0057191, 0.11513, 6.9536, 0.1, 2.1963, 60.662
34, -5.1540, 4.2897, 0.94255, 4.2791, 874.6, 1.3905, 1000, 0.3441, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.15558, 7.9055, 0.1, 2.1963, 60.662
35, -5.1546, 4.2897, 0.94255, 4.2791, 817.59, 1.3905, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0057191, 0.14736, 7.9055, 0.1, 2.1963, 60.662
36, -5.1555, 4.2897, 0.94255, 4.2791, 874.6, 1.3971, 910.08, 0.34769, 0.37467, 0.76517, 41.611, 4.7519, 0.0066136, 0.14736, 7.9055, 0.1, 2.1963, 60.662
