Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfq, krq, eLoop, eDF, kfdd, Sd, stimUpSR, S0, R0, X0, Q0
12, -0.7703, 0.0043785, 25.213, 0.55769, 4.4071, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0027026, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
13, -0.7710, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.00013878, 0.025202, 0.53998, 3.914, 1.5803, 4395.5, 0.13029,0.89091
14, -0.7710, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.00012079, 0.014379, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.72986
15, -0.7710, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.00013764, 0.025202, 0.53998, 2.7811, 1.5803, 4395.5, 0.13029,0.89091
16, -0.7713, 0.0043785, 25.213, 0.73688, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.5046, 0.37994, 0.0001, 0.025202, 0.53998, 2.3738, 1.5803, 4395.5, 0.13029,0.89091
17, -0.7713, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.63603
18, -0.7714, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.62457
19, -0.7717, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0014857, 1.4253, 0.37994, 0.0001, 0.02863, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
20, -0.7722, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.6951, 0.37994, 0.0001, 0.025202, 0.80562, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
21, -0.7722, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0025936, 1.4253, 0.37994, 0.0001, 0.025202, 0.44974, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
22, -0.7723, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0024528, 1.4253, 0.37994, 0.0001, 0.030351, 0.53998, 3.4568, 1.5803, 4395.5, 0.13029,0.89091
23, -0.7723, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0028183, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
24, -0.7724, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,1.0966
25, -0.7725, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 0.75434, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
26, -0.7726, 0.0043785, 25.213, 0.55769, 3.3513, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0025485, 1.3254, 0.37994, 0.0001, 0.025202, 0.53998, 3.0079, 1.5803, 4395.5, 0.13029,0.89091
27, -0.7726, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.032199, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
28, -0.7727, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 4.35, 1.5803, 4395.5, 0.13029,0.89091
29, -0.7727, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.4188, 1.5803, 4395.5, 0.13029,0.89091
30, -0.7727, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
31, -0.7727, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.8837, 1.5803, 4395.5, 0.13029,0.89091
32, -0.7727, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.55487, 2.9523, 1.5803, 4395.5, 0.13029,0.89091
33, -0.7728, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0013691, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,1.1774
34, -0.7728, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.67345, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
35, -0.7729, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.76387, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
36, -0.7730, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.027063, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.48759
37, -0.7730, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 2.1142, 0.37994, 0.0001, 0.025202, 0.43649, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
38, -0.7732, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0016793, 1.8266, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.79892
39, -0.7733, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.707, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,1.0891
40, -0.7735, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0019352, 1.5972, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
41, -0.7746, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.89856, 5.4748, 0.41507, 0.0020086, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
42, -0.7772, 0.0043785, 25.213, 0.77623, 4.4832, 0.0014743, 0.84884, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 3.0681, 1.5803, 4395.5, 0.13029,0.64826
43, -0.7805, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.028964, 0.53998, 3.0804, 1.5803, 4342.6, 0.13029,0.89091
44, -0.7807, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.36226, 0.00010195, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
45, -0.7808, 0.0043785, 25.213, 0.78319, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0023697, 1.0479, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
46, -0.7818, 0.0043785, 25.213, 0.55769, 3.5323, 0.0014743, 1.0605, 5.4748, 0.41507, 0.0020127, 1.9194, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
47, -0.7824, 0.0043785, 25.213, 0.51521, 3.7342, 0.0014743, 1.0716, 5.4748, 0.41507, 0.001338, 1.4253, 0.37994, 0.0001, 0.024554, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.97297
48, -0.7833, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.35935, 0.0001, 0.025202, 0.6213, 3.0804, 1.5803, 4395.5, 0.15333,0.44127
49, -0.7843, 0.0029474, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.021517, 0.5583, 3.0804, 1.6298, 6378.4, 0.15246,0.65143
50, -0.7847, 0.0043785, 25.213, 0.69057, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.87467
51, -0.7847, 0.0043785, 25.213, 0.55769, 4.8422, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.53998, 2.2845, 1.5803, 4395.5, 0.13029,0.89091
52, -0.7854, 0.0043785, 25.213, 0.59365, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.030075, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.39638
53, -0.7866, 0.0043785, 25.213, 0.80102, 4.4832, 0.0015197, 1.0716, 5.4748, 0.41507, 0.0020127, 1.7922, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
54, -0.7867, 0.0043785, 25.213, 0.55769, 4.4832, 0.0013952, 0.86843, 5.4748, 0.41507, 0.0020127, 1.7394, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4395.5, 0.13029,0.89091
55, -0.7873, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0021244, 1.696, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.5803, 4421, 0.13029,0.89091
56, -0.7880, 0.0043785, 25.213, 0.55769, 4.03, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.4152, 1.5803, 4395.5, 0.15143,0.65143
57, -0.7889, 0.0059969, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.031981, 0.48538, 3.0804, 1.5803, 3211.3, 0.15333,0.65143
58, -0.7889, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.00011349, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
59, -0.7889, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.68808
60, -0.7891, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.7264, 0.37994, 0.00012621, 0.025202, 0.38842, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
61, -0.7892, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014819, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.65208, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
62, -0.7892, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.017757, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
63, -0.7893, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.37763, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
64, -0.7893, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.015601, 0.48538, 1.841, 1.5803, 4395.5, 0.15333,0.65143
65, -0.7894, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.43396, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
66, -0.7894, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.022116, 0.39218, 2.7901, 1.5803, 4395.5, 0.15333,0.65143
67, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.024623, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.67134
68, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025259, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
69, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.7767, 1.5803, 4395.5, 0.15333,0.65143
70, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 2.0117, 1.5803, 4395.5, 0.15333,0.65143
71, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 4.583, 1.5803, 4395.5, 0.15333,0.65143
72, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.9366, 1.5803, 4395.5, 0.15333,0.65143
73, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 1.7812, 1.5803, 4395.5, 0.15333,0.65143
74, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
75, -0.7895, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0019495, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
76, -0.7896, 0.0043785, 25.213, 0.55769, 4.0101, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 1.3337, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
77, -0.7896, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.66985, 4.0871, 1.5803, 4395.5, 0.15333,0.65143
78, -0.7899, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4952, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.77814
79, -0.7903, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0013232, 1.1271, 0.37994, 0.0001, 0.013009, 0.48538, 3.8825, 1.5803, 4395.5, 0.15333,0.65143
80, -0.7903, 0.0043785, 25.213, 0.57929, 4.7038, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.68069, 4.0468, 1.5803, 4395.5, 0.15333,0.65143
81, -0.7904, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.57879
82, -0.7904, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0029868, 1.4253, 0.37994, 0.0001, 0.025202, 0.52111, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
83, -0.7908, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4353, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.41689
84, -0.7909, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 2.1251, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
85, -0.7909, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.9313, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
86, -0.7909, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.8683, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
87, -0.7909, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 2.0391, 0.37994, 0.0001, 0.023943, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
88, -0.7910, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.6722, 0.37994, 0.0001, 0.024913, 0.63092, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
89, -0.7912, 0.0043785, 25.213, 0.60132, 4.4832, 0.0014743, 1.0267, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.023022, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.80519
90, -0.7913, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014608, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
91, -0.7920, 0.0043785, 25.213, 0.733, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.0717, 0.37994, 0.0001, 0.030778, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
92, -0.7920, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014933, 1.0716, 5.4748, 0.41507, 0.0014224, 1.4253, 0.38166, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
93, -0.7920, 0.0043785, 25.213, 0.55769, 3.4798, 0.0014743, 1.0716, 6.4701, 0.50016, 0.0020127, 1.4253, 0.37994, 0.0001, 0.029561, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
94, -0.7921, 0.0043785, 25.213, 0.55769, 3.9265, 0.0014743, 0.86843, 5.4748, 0.41507, 0.0020127, 1.7886, 0.37994, 0.0001, 0.025202, 0.53998, 3.0804, 1.2615, 5443.8, 0.13029,0.89091
95, -0.7923, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.088, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.73995
96, -0.7924, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 1.4001, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
97, -0.7928, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 1.9799, 0.37994, 0.00014947, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
98, -0.7928, 0.0043785, 25.213, 0.55769, 4.4832, 0.0012887, 0.94336, 5.4748, 0.41507, 0.0020127, 0.80926, 0.37994, 0.0001, 0.025202, 0.38433, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
99, -0.7929, 0.0043785, 25.213, 0.65423, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
100, -0.7930, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0026569, 2.2381, 0.37994, 0.0001291, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.50557
101, -0.7931, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.45021
102, -0.7932, 0.0043785, 25.213, 0.55811, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 1.4253, 0.37994, 0.00010745, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.1567,0.65143
103, -0.7934, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 1.859, 0.37994, 0.00011242, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
104, -0.7935, 0.0043785, 25.213, 0.54733, 4.4832, 0.0014743, 1.0716, 5.4748, 0.41507, 0.0020127, 0.73256, 0.37994, 0.0001, 0.026175, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
105, -0.7935, 0.0043785, 25.213, 0.60282, 4.0409, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.025202, 0.48538, 3.1196, 1.5803, 4395.5, 0.15333,0.65143
106, -0.7936, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.8292, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.47466
107, -0.7938, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0716, 5.4557, 0.41507, 0.0020127, 1.4253, 0.37994, 0.0001, 0.025202, 0.48538, 3.0804, 1.5803, 4395.5, 0.15333,0.74444
108, -0.7938, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.025202, 0.39923, 3.5616, 1.5803, 4395.5, 0.15333,0.65143
109, -0.7938, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.027813, 0.48294, 3.0804, 1.5803, 4395.5, 0.15333,0.65143
110, -0.7938, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0027834, 2.2381, 0.37994, 0.0001, 0.025202, 0.57729, 3.0804, 1.5803, 4395.5, 0.15333,0.40585
111, -0.7938, 0.0043785, 25.213, 0.55769, 4.4832, 0.0014743, 1.0877, 5.4748, 0.41507, 0.0020127, 2.2381, 0.37994, 0.0001, 0.025202, 0.71284, 4.3474, 1.5803, 4395.5, 0.15333,0.65143
