Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus
998, -7.2378, 0.011729, 1.1731, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 827.65, 2.0606, 0.12967, 0.0059354, 0.066946, 0.14263, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.12247
999, -7.2382, 0.011729, 0.90566, 0.66153, 1.0884, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.047053, 339.6, 0.18971, 7.1025,0.00016308,11.738,0.10724
1000, -7.2437, 0.011729, 0.90566, 0.34916, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12455, 16.461, 0.0539, 565.52, 0.12795, 5.251,0.00014865,8.4626,0.10724
1001, -7.2473, 0.011729, 0.90566, 0.66153, 1.669, 5.7239, 35.83, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.23238, 9.7155,0.00016308,9.3518,0.10724
1002, -7.2505, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 960.41, 3.0422, 0.12967, 0.0059354, 0.040707, 0.086239, 16.461, 0.0539, 355.41, 0.11658, 9.0491,0.00016308,9.3518,0.086202
1003, -7.2523, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 1000, 2.0606, 0.12967, 0.0059517, 0.061759, 0.12898, 16.461, 0.0539, 440.41, 0.20575, 8.2055,0.00016308,4.8129,0.11869
1004, -7.2541, 0.011729, 0.90566, 0.5263, 1.3945, 5.1654, 21.261, 0.016035, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.039892, 565.52, 0.16753, 5.6558,0.00016308,9.3518,0.10724
1005, -7.2556, 0.011729, 1.294, 0.5263, 1.9034, 10, 21.324, 0.022977, 807.54, 1.438, 0.12764, 0.0093051, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1006, -7.2561, 0.011729, 1.2686, 0.58942, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 4.4736,0.00016308,9.3518,0.10724
1007, -7.2568, 0.011729, 1.2907, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.072302, 0.0059354, 0.066946, 0.10024, 16.461, 0.0539, 491.17, 0.15847, 7.1025,0.00016308,9.3518,0.10724
1008, -7.2570, 0.011729, 0.90566, 0.5263, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 0.75578, 0.12764, 0.0093284, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1009, -7.2588, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.17396, 0.0060718, 0.066946, 0.12898, 16.461, 0.041559, 440.41, 0.19283, 7.1025,0.00013386,9.3518,0.14613
1010, -7.2641, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 1000, 2.0606, 0.11626, 0.0059354, 0.066946, 0.12898, 16.461, 0.045632, 440.41, 0.15847, 5.4961,0.00016308,9.3518,0.10724
1011, -7.2645, 0.0061547, 0.90566, 0.5263, 1.3945, 6.9719, 38.299, 0.022977, 838.47, 3.046, 0.12967, 0.0059354, 0.03954, 0.12898, 16.461, 0.0539, 565.52, 0.19374, 5.251,0.00015793,9.3518,0.10724
1012, -7.2711, 0.011729, 0.90566, 0.85449, 1.3945, 3.9083, 30.479, 0.022977, 881.75, 2.0606, 0.16588, 0.0059354, 0.066946, 0.12898, 16.461, 0.064527, 409.58, 0.11042, 7.1025,9.0829e-05,9.3518,0.10724
1013, -7.2714, 0.011313, 0.98738, 0.63067, 1.9034, 8.4427, 26.976, 0.022977, 881.75, 1.438, 0.16119, 0.0064561, 0.066946, 0.12898, 16.461, 0.0539, 488.1, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1014, -7.2727, 0.011729, 0.90566, 0.39242, 0.94271, 3.347, 29.729, 0.022977, 881.75, 2.306, 0.069227, 0.0059354, 0.066946, 0.12898, 16.461, 0.034837, 737.88, 0.1492, 5.251,0.00016308,13.939,0.10724
1015, -7.2728, 0.011729, 1.2852, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0084712, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.17211, 7.1047,0.00023795,5.2667,0.099982
1016, -7.2736, 0.011729, 0.90566, 0.5263, 1.3945, 3.6765, 30.479, 0.022977, 881.75, 2.0606, 0.16543, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 4.8726,0.00016308,9.3518,0.11876
1017, -7.2759, 0.016853, 0.90566, 0.54446, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.036149, 375.25, 0.19736, 7.1025,0.00016308,9.3518,0.10724
1018, -7.2762, 0.011729, 0.90566, 0.50537, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.051235, 0.14397, 16.461, 0.0539, 408.64, 0.13516, 1.6506,0.0001036,9.3518,0.10724
1019, -7.2795, 0.011729, 0.90566, 0.66153, 1.3945, 5.4583, 30.479, 0.022977, 881.75, 2.762, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.042478, 440.41, 0.15847, 8.25,0.00016308,9.3518,0.10724
1020, -7.2826, 0.011806, 1.0117, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.22159, 7.1025,0.00016308,9.3518,0.10724
1021, -7.2866, 0.011729, 0.81586, 0.5263, 1.9034, 8.4427, 22.237, 0.022977, 881.75, 1.438, 0.14247, 0.0064561, 0.066946, 0.12898, 16.461, 0.0539, 393.29, 0.13516, 2.9992,0.00014423,9.3518,0.096088
1022, -7.2887, 0.011729, 0.90566, 0.5263, 1.3945, 5.1918, 45.617, 0.022977, 1000, 2.0606, 0.1753, 0.0048388, 0.066946, 0.073017, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.10724
1023, -7.2909, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 21.064, 0.022977, 881.75, 1.0791, 0.086271, 0.0054107, 0.066946, 0.12898, 16.461, 0.042969, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.10724
1024, -7.2944, 0.01614, 1.301, 0.7577, 1.3945, 8.3222, 30.479, 0.022977, 881.75, 2.0606, 0.091987, 0.0059354, 0.066946, 0.12898, 16.461, 0.038969, 565.52, 0.13516, 5.251,0.00016308,6.8455,0.10724
1025, -7.2948, 0.011729, 0.90566, 0.39988, 1.3945, 5.7239, 29.596, 0.022977, 881.75, 1.7022, 0.12967, 0.0059354, 0.079589, 0.12898, 16.461, 0.061948, 440.41, 0.15847, 10,0.00016308,9.3518,0.10724
1026, -7.2958, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.027883, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.038056, 440.41, 0.19881, 7.1025,0.00022993,9.3518,0.088081
1027, -7.2994, 0.011729, 0.90566, 0.62913, 1.8718, 8.4427, 21.324, 0.022977, 881.75, 1.5966, 0.14285, 0.0064561, 0.066946, 0.12898, 16.461, 0.053942, 509.98, 0.089291, 2.9992,0.00011557,8.6384,0.10724
1028, -7.2996, 0.011729, 1.1003, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.068025, 0.12898, 20.408, 0.0539, 440.41, 0.15847, 7.1025,0.00021798,9.3518,0.081971
1029, -7.3052, 0.011729, 1.2088, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.3966, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 2.737,0.00016308,7.4293,0.10724
1030, -7.3087, 0.011729, 0.89094, 0.5263, 2.1534, 9.1658, 21.324, 0.022977, 881.75, 1.438, 0.12764, 0.0047236, 0.066946, 0.12898, 16.461, 0.039689, 565.52, 0.13516, 2.9992,0.00015419,6.3399,0.10724
1031, -7.3106, 0.011729, 0.90566, 0.32698, 1.9034, 8.4427, 25.759, 0.022977, 881.75, 1.438, 0.12764, 0.0055286, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 2.9425,0.00016308,9.3518,0.088845
1032, -7.3116, 0.011729, 0.90566, 0.47148, 1.9034, 10, 21.324, 0.022977, 881.75, 0.82097, 0.12764, 0.0077392, 0.098157, 0.1788, 16.461, 0.0539, 565.52, 0.13516, 2.9992,0.00011395,9.3518,0.070381
1033, -7.3116, 0.011729, 0.90566, 0.31922, 1.9034, 8.4427, 21.324, 0.022977, 916.03, 1.438, 0.12764, 0.0064561, 0.073055, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1034, -7.3131, 0.011729, 0.90566, 0.5263, 1.9034, 9.6742, 21.324, 0.022977, 881.75, 1.6934, 0.076954, 0.0064561, 0.066946, 0.12405, 16.461, 0.072628, 416.82, 0.074169, 4.0421,0.00016308,9.3518,0.059999
1035, -7.3180, 0.011729, 1.2897, 0.5263, 1.3945, 5.7239, 30.479, 0.032125, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00016308,12.419,0.10724
1036, -7.3192, 0.011729, 0.90566, 0.5263, 1.3945, 4.6068, 30.479, 0.014932, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.10076, 13.735, 0.0539, 565.52, 0.13516, 5.251,0.00016308,4.9841,0.085572
1037, -7.3200, 0.011729, 0.90566, 0.69057, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.11923, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 349.74, 0.15847, 7.1025,0.00016308,13.647,0.10724
1038, -7.3216, 0.011729, 1.1994, 0.66153, 1.3945, 4.3215, 30.479, 0.021998, 944.02, 1.993, 0.12727, 0.0059354, 0.066946, 0.090527, 14.292, 0.055928, 440.41, 0.30291, 9.2842,0.00016308,9.3518,0.11169
1039, -7.3239, 0.011729, 1.1994, 0.66153, 1.3945, 4.3215, 30.479, 0.021998, 944.02, 1.471, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.056761, 440.41, 0.30291, 7.1025,0.00018295,9.3518,0.090746
1040, -7.3261, 0.013444, 1.1994, 0.66153, 1.3945, 4.9097, 30.479, 0.021998, 810.46, 2.7137, 0.12967, 0.0059354, 0.066946, 0.12898, 20.887, 0.045103, 440.41, 0.21934, 7.1025,0.00024067,9.3518,0.10724
1041, -7.3287, 0.014839, 0.90566, 0.48175, 1.9034, 8.4427, 21.324, 0.022977, 1000, 1.438, 0.12764, 0.0064561, 0.043296, 0.12898, 16.461, 0.0539, 328.89, 0.13516, 2.9992,0.00016308,11.318,0.10724
1042, -7.3311, 0.011729, 1.1513, 0.66153, 1.3945, 5.7239, 34.284, 0.022977, 881.75, 2.9194, 0.081929, 0.0059354, 0.083939, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00010926,4.8612,0.076172
1043, -7.3342, 0.011729, 1.2619, 0.5263, 1.9034, 10, 21.324, 0.022977, 1000, 1.438, 0.12764, 0.0064561, 0.066946, 0.18325, 20.187, 0.0539, 565.52, 0.13516, 2.4397,0.00016308,9.3518,0.068349
1044, -7.3362, 0.016604, 0.90566, 0.5263, 1.3945, 5.7239, 26.275, 0.022977, 881.75, 2.0606, 0.12967, 0.0061767, 0.066946, 0.12898, 16.461, 0.041706, 384.04, 0.13516, 5.251,0.00013412,9.3518,0.10724
1045, -7.3365, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 1000, 2.0606, 0.16115, 0.0059354, 0.066946, 0.089458, 16.461, 0.049521, 415.05, 0.15847, 7.1025,0.00021646,5.5483,0.15841
1046, -7.3366, 0.011729, 0.90566, 0.44131, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,9.3518,0.10724
1047, -7.3412, 0.011729, 0.90566, 0.5342, 1.9034, 8.1322, 18.611, 0.022977, 881.75, 1.438, 0.085081, 0.0064561, 0.09286, 0.12898, 24.223, 0.0539, 573.94, 0.087987, 2.9992,0.00020181,9.3518,0.10724
1048, -7.3449, 0.011729, 1.1994, 0.66153, 0.93303, 4.3215, 30.479, 0.021998, 944.02, 2.7137, 0.12967, 0.0059354, 0.086595, 0.12898, 16.461, 0.045103, 440.41, 0.30291, 7.1025,0.00016308,9.3518,0.10724
1049, -7.3468, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0083707, 0.066946, 0.12898, 16.461, 0.037764, 522.83, 0.15847, 7.1025,0.0001626,9.3518,0.091753
1050, -7.3479, 0.0090063, 0.90566, 0.5263, 1.3945, 5.7239, 22.672, 0.022977, 1000, 2.0606, 0.12967, 0.0041406, 0.066946, 0.12898, 9.5741, 0.05075, 565.52, 0.13516, 5.251,0.00015216,5.4107,0.10724
1051, -7.3500, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 30.479, 0.02352, 881.75, 2.0606, 0.15547, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 443.02, 0.13516, 5.251,0.00016308,9.3518,0.10724
1052, -7.3543, 0.011729, 0.90566, 0.66153, 1.3945, 4.1617, 35.995, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,9.3518,0.059309
1053, -7.3621, 0.016451, 1.1417, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 1000, 2.7311, 0.12967, 0.0059354, 0.066946, 0.12898, 12.154, 0.038228, 440.41, 0.15847, 7.1025,0.00016308,7.4336,0.10724
1054, -7.3624, 0.011729, 0.90566, 0.38682, 1.2025, 3.4076, 30.479, 0.022977, 676.83, 1.3156, 0.12967, 0.0059354, 0.057678, 0.12898, 16.461, 0.0539, 561.93, 0.15847, 7.1025,0.00023077,8.6853,0.10724
1055, -7.3651, 0.011729, 0.90566, 0.66153, 2.0894, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.1381, 0.0059354, 0.066946, 0.12898, 16.16, 0.0539, 440.41, 0.15847, 7.1025,0.00023901,9.3518,0.10724
1056, -7.3689, 0.012626, 1.1994, 0.66153, 1.2068, 5.245, 30.479, 0.02324, 944.02, 2.7137, 0.10751, 0.0059354, 0.066946, 0.12898, 16.461, 0.045103, 440.41, 0.26105, 8.3786,0.00016308,7.9705,0.10724
1057, -7.3695, 0.0069953, 0.93604, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.15519, 16.461, 0.0539, 524.58, 0.23461, 7.1025,0.00023037,9.3518,0.10724
1058, -7.3727, 0.011729, 0.90566, 0.5263, 1.8228, 5.7239, 19.04, 0.022977, 1000, 2.0606, 0.12967, 0.0059354, 0.089278, 0.18064, 16.461, 0.0539, 565.52, 0.10481, 5.251,0.00016308,5.5779,0.10724
1059, -7.3750, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 18.566, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.0747, 5.251,0.00016308,5.6732,0.10724
1060, -7.3753, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 30.479, 0.0169, 881.75, 1.2691, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.12763
1061, -7.3762, 0.011729, 0.90566, 0.52909, 1.3945, 5.7239, 41.024, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.05181, 565.52, 0.11123, 5.251,0.00016308,11.284,0.11378
1062, -7.3791, 0.011729, 0.8977, 0.66153, 1.3945, 5.6671, 30.479, 0.021998, 1000, 2.7137, 0.1015, 0.0059354, 0.066946, 0.12898, 16.224, 0.045103, 407.98, 0.15958, 7.1025,0.00016308,9.3518,0.10724
1063, -7.3797, 0.011729, 0.90566, 0.5263, 1.3945, 6.6558, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.14917, 16.461, 0.03859, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.10724
1064, -7.3805, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 576.09, 0.13516, 5.251,8.4655e-05,9.3518,0.10724
1065, -7.3816, 0.011729, 0.78351, 0.66153, 1.9644, 4.3215, 30.479, 0.011704, 944.02, 2.7137, 0.12967, 0.0071003, 0.066946, 0.12898, 16.461, 0.045103, 440.41, 0.30291, 7.1025,0.00016308,4.7931,0.10724
1066, -7.3820, 0.010426, 0.90566, 0.5263, 1.9034, 10, 21.324, 0.022977, 1000, 0.74346, 0.12764, 0.005764, 0.066946, 0.12898, 15.029, 0.0539, 565.52, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1067, -7.3830, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 12.329, 0.0539, 317.6, 0.20496, 7.1025,0.00016308,12.824,0.10724
1068, -7.3842, 0.011729, 0.90566, 0.74744, 1.3945, 5.7239, 26.528, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.039483, 440.41, 0.15847, 7.1025,0.00016308,9.3518,0.10724
1069, -7.3911, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 25.854, 0.014936, 881.75, 1.2379, 0.12967, 0.0063041, 0.066946, 0.12898, 23.177, 0.0539, 565.52, 0.13516, 5.6795,0.00016308,9.3518,0.10724
1070, -7.3939, 0.011729, 0.90566, 0.5263, 1.9034, 8.4427, 15.334, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.066946, 0.12898, 16.461, 0.0323, 632.37, 0.13516, 2.9992,0.00016308,9.5681,0.10724
1071, -7.3972, 0.011729, 0.90566, 0.5263, 1.9034, 5.8826, 21.324, 0.029453, 607.91, 1.438, 0.12764, 0.0076641, 0.066946, 0.12898, 16.461, 0.0539, 444.05, 0.1216, 2.9992,0.00016308,10.405,0.10724
1072, -7.3976, 0.01237, 0.90566, 0.36157, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0071314, 0.066946, 0.09746, 16.461, 0.055263, 565.52, 0.10881, 5.251,0.00010672,9.3518,0.10724
1073, -7.4003, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.5093, 0.17769, 0.0059354, 0.066946, 0.12898, 16.461, 0.040564, 565.52, 0.13516, 5.251,0.00016308,9.3518,0.10724
1074, -7.4006, 0.011729, 0.90566, 0.5263, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 1.2975, 0.12764, 0.0064561, 0.062736, 0.12898, 16.461, 0.058239, 565.52, 0.084892, 2.7154,0.00016308,9.3518,0.10724
1075, -7.4008, 0.011729, 0.90566, 0.29947, 1.3945, 5.7239, 30.479, 0.018871, 881.75, 2.8224, 0.12967, 0.0058536, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 3.4887,0.00019463,9.3518,0.10724
1076, -7.4088, 0.011729, 1.1994, 0.66153, 1.3945, 4.3215, 36.165, 0.021998, 944.02, 2.7137, 0.18729, 0.0059354, 0.066946, 0.12898, 16.461, 0.06056, 440.41, 0.30291, 7.1025,0.00016308,9.3518,0.15054
1077, -7.4095, 0.011729, 0.90566, 0.5263, 1.9034, 8.4427, 21.324, 0.022977, 851.5, 1.1946, 0.074936, 0.0064561, 0.050428, 0.12898, 16.461, 0.0539, 386.63, 0.13516, 2.9992,0.00016308,9.3518,0.10724
1078, -7.4113, 0.0090031, 0.90566, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00024058,9.3518,0.10724
1079, -7.4126, 0.011729, 1.2276, 0.5263, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 3.5728,0.00016308,9.3518,0.10724
1080, -7.4132, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.013215, 1000, 2.0677, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,10.04,0.091317
1081, -7.4144, 0.011729, 1.2699, 0.94808, 1.3945, 4.9839, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0048487, 0.066946, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,9.3518,0.10428
1082, -7.4146, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0623, 0.12967, 0.0059354, 0.066946, 0.12898, 17.576, 0.038961, 562.79, 0.21981, 4.2252,0.00016308,9.3518,0.10724
1083, -7.4158, 0.011729, 1.1994, 0.8627, 1.3945, 4.3215, 30.479, 0.011004, 782.94, 3.1325, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.048039, 440.41, 0.30291, 9.3888,0.00016308,9.3518,0.10724
1084, -7.4160, 0.011729, 1.031, 0.66153, 1.3945, 4.3215, 39.878, 0.018139, 944.02, 2.7137, 0.12967, 0.0059354, 0.066946, 0.16719, 16.461, 0.064856, 440.41, 0.25568, 7.2506,0.00016308,9.3518,0.15614
1085, -7.4263, 0.012726, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0046077, 0.086415, 0.1641, 16.461, 0.0539, 318.3, 0.1868, 7.1025,0.00021706,9.3518,0.083354
1086, -7.4289, 0.011729, 1.1994, 0.93365, 1.3945, 4.3215, 30.479, 0.021998, 944.02, 2.7137, 0.16599, 0.0059354, 0.066946, 0.12898, 16.461, 0.045103, 440.41, 0.30291, 7.1025,0.00016308,9.3518,0.15774
1087, -7.4306, 0.011729, 0.95403, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 1.134, 0.12967, 0.0059354, 0.066946, 0.095387, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,9.3518,0.10724
1088, -7.4327, 0.011729, 0.90566, 0.5263, 1.3945, 5.7239, 45.521, 0.022977, 1000, 2.0606, 0.12967, 0.0059354, 0.066946, 0.15518, 16.461, 0.04903, 565.52, 0.13516, 3.2195,0.00021282,9.3518,0.10724
1089, -7.4333, 0.011729, 0.90566, 0.66153, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 1.1935, 0.071809, 0.0059354, 0.062395, 0.12898, 16.461, 0.0539, 440.41, 0.21995, 7.1025,0.00011587,9.3518,0.12984
1090, -7.4341, 0.011729, 1.3128, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 629.68, 2.0606, 0.12967, 0.0059354, 0.066946, 0.069191, 11.825, 0.0539, 565.52, 0.13516, 6.5283,0.00016308,9.3518,0.10724
1091, -7.4345, 0.011729, 1.051, 0.51423, 1.3945, 4.3215, 30.479, 0.021998, 485.41, 2.7137, 0.12967, 0.0059354, 0.066946, 0.12199, 19.82, 0.045103, 524.29, 0.1586, 4.247,0.00016308,9.3518,0.10724
1092, -7.4365, 0.011729, 0.90566, 0.56099, 1.7532, 5.6162, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.070189, 0.12898, 16.461, 0.0539, 440.41, 0.15847, 7.1025,0.00016308,11.678,0.10724
1093, -7.4370, 0.011729, 0.90566, 0.5263, 2.3811, 8.4427, 19.122, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.095739, 0.12898, 16.461, 0.0539, 494.17, 0.13467, 2.9992,0.00016308,9.3518,0.14694
1094, -7.4387, 0.011729, 1.1994, 0.66153, 1.3945, 4.229, 45.12, 0.021998, 944.02, 2.7137, 0.12967, 0.0049293, 0.050828, 0.12898, 11.55, 0.053275, 440.41, 0.30291, 7.1025,0.00016308,9.3518,0.10724
1095, -7.4426, 0.012492, 0.90566, 0.5263, 1.9097, 5.7239, 33.025, 0.022977, 881.75, 2.0606, 0.12967, 0.0059354, 0.066946, 0.11059, 16.461, 0.042063, 658.16, 0.12364, 5.251,0.00016308,9.3518,0.10724
1096, -7.4432, 0.013354, 0.90566, 0.50178, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.15874, 0.0041526, 0.074676, 0.12898, 16.461, 0.0539, 440.41, 0.11482, 5.4446,0.00016308,9.3518,0.10724
1097, -7.4499, 0.013538, 1.1994, 0.66153, 1.3258, 4.3215, 31.095, 0.021998, 944.02, 2.7137, 0.14424, 0.0059354, 0.066946, 0.18248, 16.956, 0.045103, 440.41, 0.30291, 7.1025,0.00016308,9.3518,0.10724
1098, -7.4509, 0.010018, 0.90566, 0.5263, 2.575, 8.4427, 21.324, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.066946, 0.12898, 16.461, 0.0539, 565.52, 0.13516, 3.8766,0.00016308,9.3518,0.10724
1099, -7.4511, 0.011729, 1.1676, 0.5263, 1.3945, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.17195, 0.0049471, 0.066946, 0.083674, 16.461, 0.0539, 565.52, 0.13516, 5.251,0.00018065,9.3518,0.10724
1100, -7.4549, 0.011729, 0.90566, 0.66153, 1.8713, 5.7477, 30.479, 0.015703, 881.75, 2.0606, 0.1107, 0.0059354, 0.060779, 0.12898, 9.6685, 0.0539, 440.41, 0.15847, 7.1025,0.00021743,5.1464,0.10724
1101, -7.4553, 0.011729, 1.1994, 0.48395, 1.3945, 4.7745, 41.093, 0.021998, 640.14, 2.7137, 0.12967, 0.0059354, 0.066946, 0.12898, 16.461, 0.057826, 440.41, 0.26494, 7.1025,0.00016308,9.3518,0.10724
1102, -7.4571, 0.011729, 0.80843, 0.5263, 1.9034, 8.4427, 31.136, 0.022977, 881.75, 1.438, 0.12764, 0.0064561, 0.066946, 0.12898, 18.043, 0.0539, 565.52, 0.091199, 1.7895,0.00018888,9.3518,0.086551
1103, -7.4654, 0.011729, 0.90566, 0.5263, 1.998, 5.7239, 30.479, 0.022977, 881.75, 2.0606, 0.12967, 0.0076035, 0.066946, 0.14767, 16.461, 0.0539, 565.52, 0.11981, 5.251,0.00023752,9.3518,0.10724
1104, -7.4666, 0.011729, 1.3005, 0.5263, 1.9034, 8.4427, 21.324, 0.022977, 881.75, 1.5467, 0.12764, 0.004158, 0.066946, 0.12898, 24.574, 0.0539, 565.52, 0.13516, 2.9992,0.00016308,5.8238,0.10724
