Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -4.0001, 0.51685, 0.0028108, 0.0021345, 67.634, 2.7002, 0.010351, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0024616, 0.012176, 15.516, 0.01, 0.1078, 100
1, -4.0001, 0.51685, 0.0029949, 0.0021345, 67.634, 2.7002, 0.010986, 0.10637, 1.4384, 0.16884, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.1, 100
2, -4.0001, 0.76957, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.23507, 1.6637, 5.9247, 0.001919, 0.01, 23.752, 0.01, 0.1, 100
3, -4.0001, 0.51685, 0.0039465, 0.0021345, 70.304, 3.9689, 0.010986, 0.11273, 1.4384, 0.21384, 1.6637, 5.9247, 0.002752, 0.01, 31.864, 0.01, 0.1, 100
4, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 3.7174, 0.010986, 0.1, 1.4384, 0.23414, 1.6637, 5.9247, 0.0024616, 0.01071, 19.632, 0.01, 0.11785, 100
5, -4.0001, 0.73633, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.10972, 100
6, -4.0001, 0.51685, 0.0039465, 0.0021345, 80.77, 2.7002, 0.011408, 0.1, 2.0276, 0.20039, 1.6637, 5.9247, 0.0018757, 0.01059, 32.839, 0.01, 0.11145, 100
7, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.8785, 0.01, 0.1, 1.4384, 0.2296, 1.6637, 5.9247, 0.0019571, 0.011726, 23.752, 0.01, 0.12705, 100
8, -4.0001, 0.51685, 0.0032872, 0.0028311, 67.634, 2.3406, 0.010986, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0024616, 0.01, 29.817, 0.01, 0.11186, 100
9, -4.0001, 0.5898, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.27072, 1.6637, 5.9247, 0.0024616, 0.01, 23.752, 0.01, 0.11312, 100
10, -4.0001, 0.68679, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.0853, 6.2229, 0.0024616, 0.01071, 28.553, 0.01, 0.11165, 100
11, -4.0001, 0.51685, 0.0039465, 0.0013387, 57.812, 2.7002, 0.010986, 0.1, 1.4384, 0.28935, 2.3039, 5.0427, 0.0031771, 0.01071, 23.752, 0.01, 0.10168, 100
12, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 3.1663, 0.01, 0.1, 2.0504, 0.20039, 2.4191, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.18371, 100
13, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 3.8724, 0.010986, 0.1, 2.1303, 0.12274, 1.6637, 8.0239, 0.0024616, 0.01, 28.114, 0.01, 0.18371, 100
14, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 3.667, 0.010986, 0.1, 1.5078, 0.20039, 1.6637, 5.9247, 0.0029906, 0.01071, 27.965, 0.01, 0.15316, 100
15, -4.0001, 0.51685, 0.0026827, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.7528, 4.4987, 0.0024616, 0.01071, 23.752, 0.01, 0.12662, 100
16, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.8351, 5.9247, 0.0024616, 0.01, 23.752, 0.01, 0.10616, 100
17, -4.0001, 0.51685, 0.0037814, 0.0018301, 67.634, 2.7002, 0.01, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.14253, 100
18, -4.0001, 0.70034, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.6637, 4.1631, 0.0024616, 0.01071, 23.752, 0.01, 0.10873, 86.26
19, -4.0001, 0.51685, 0.0022063, 0.0021345, 65.161, 2.7002, 0.010986, 0.12659, 1.4384, 0.14195, 1.6637, 5.9062, 0.001267, 0.01, 23.752, 0.01, 0.10584, 100
20, -4.0001, 0.43741, 0.0039465, 0.0021345, 36.033, 2.7002, 0.010986, 0.1, 1.9512, 0.29034, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.12364, 100
21, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.22663, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.1, 100
22, -4.0001, 0.51685, 0.0039465, 0.0021345, 48.99, 2.7002, 0.010986, 0.1, 1.4384, 0.22519, 1.6637, 5.9247, 0.0024616, 0.01071, 17.288, 0.01, 0.10195, 100
23, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.26422, 1.6637, 6.1194, 0.0024616, 0.01071, 23.752, 0.01, 0.1075, 100
24, -4.0001, 0.51685, 0.0032407, 0.0021345, 67.634, 2.7002, 0.01, 0.1, 1.4384, 0.20039, 1.1536, 5.9247, 0.001725, 0.01, 23.752, 0.01, 0.13722, 100
25, -4.0001, 0.51685, 0.0039465, 0.0021345, 76.356, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0030483, 0.01071, 23.752, 0.01, 0.10156, 100
26, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.2547, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.11373, 100
27, -4.0001, 0.51685, 0.0039465, 0.0021345, 66.288, 2.7002, 0.010986, 0.1, 1.5121, 0.20039, 1.6637, 4.1876, 0.0024616, 0.01, 23.752, 0.01, 0.12684, 100
28, -4.0001, 0.51685, 0.0039465, 0.0021345, 67.634, 2.7002, 0.010986, 0.1, 1.4384, 0.20039, 1.6637, 5.9247, 0.0024616, 0.01071, 23.752, 0.01, 0.115, 100
