Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, sig, eDF, kfdd, stimUpSR, S0, R0, X0
0, -0.9496, 0.19281, 6.3455, 0.0083386, 931.93, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.9153, 0.0041894, 0.022276, 23.831, 0.034464, 291.83, 4.1999
1, -0.9496, 0.19281, 6.3455, 0.0058888, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
2, -0.9497, 0.19281, 6.3455, 0.011801, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.8337, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
3, -0.9497, 0.19281, 6.3455, 0.0083386, 764.74, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
4, -0.9497, 0.19281, 6.3455, 0.0083386, 729.84, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
5, -0.9497, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
6, -0.9497, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 28.681, 0.034464, 291.83, 4.1999
7, -0.9497, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.593, 0.034464, 291.83, 4.1999
8, -0.9497, 0.19281, 6.3455, 0.0089317, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0038436, 0.022276, 23.831, 0.034464, 291.83, 4.1999
9, -0.9497, 0.19281, 6.3455, 0.0097426, 1000, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0031905, 0.022276, 29.665, 0.034464, 291.83, 4.1999
10, -0.9497, 0.19281, 6.3455, 0.0083386, 490.5, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
11, -0.9497, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.5754, 0.0015813, 0.022276, 23.831, 0.034464, 291.83, 4.1999
12, -0.9498, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0031905, 0.022276, 23.831, 0.034464, 291.83, 4.1999
13, -0.9498, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0031905, 0.022276, 32.28, 0.034464, 291.83, 4.1999
14, -0.9498, 0.19281, 6.3455, 0.0097426, 791.37, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0031905, 0.022276, 23.831, 0.034464, 291.83, 4.1999
15, -0.9498, 0.19281, 6.3455, 0.0097426, 580.54, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.7073, 0.0036055, 0.022276, 23.831, 0.034464, 291.83, 4.1999
16, -0.9498, 0.19281, 6.3455, 0.0067594, 649.25, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.2409, 0.0031555, 0.022276, 30.023, 0.034464, 291.83, 4.1999
17, -0.9498, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.2389, 0.0031905, 0.022276, 23.831, 0.034464, 291.83, 4.1999
18, -0.9499, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 2.1577, 0.0031905, 0.022276, 19.31, 0.034464, 291.83, 4.1999
19, -0.9499, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 1.8366, 0.0031905, 0.022276, 23.831, 0.034464, 291.83, 4.1999
20, -0.9500, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 1.5966, 0.0043665, 0.022276, 23.831, 0.034464, 291.83, 4.1999
21, -0.9500, 0.19281, 6.3455, 0.010942, 808.18, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 1.6844, 0.0031905, 0.022276, 31.108, 0.034464, 291.83, 4.1999
22, -0.9504, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.0963, 0.66026, 3.2166, 0.0023098, 0.022276, 26.829, 0.034464, 291.83, 4.1999
23, -0.9511, 0.24789, 6.3455, 0.0083386, 687.39, 0.02368, 0.21029, 3.6073, 16.521, 3.0963, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.028287, 291.83, 4.1999
24, -0.9533, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.6073, 16.521, 3.129, 0.65112, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
25, -0.9559, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.21029, 3.632, 16.521, 3.0963, 0.65112, 2.2806, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
26, -0.9618, 0.19281, 6.3455, 0.0083386, 687.39, 0.027897, 0.16891, 3.6073, 16.521, 3.0963, 0.82092, 3.2166, 0.0031555, 0.022276, 23.831, 0.034464, 291.83, 4.1999
27, -0.9628, 0.19281, 6.3455, 0.0097426, 808.18, 0.027897, 0.21029, 3.6073, 16.766, 3.0963, 0.65112, 2.7073, 0.0031905, 0.022276, 30.739, 0.034464, 291.83, 4.1999
