Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eLoop, eDF, kfdd, stimUpSR, S0, R0, X0
0, -4.7684, 5.0113, 0.0086982, 0.79556, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 9.6036, 357.15, 0.0093602, 0.0018849, 0.020479, 2.4654, 1.8348, 1.7442, 0.17757
1, -4.7734, 4.7253, 0.0086982, 0.58703, 0.16058, 0.24882, 0.013921, 0.027433, 0.012501, 8.3751, 205.33, 0.0093602, 0.0018849, 0.026267, 2.4654, 3.2103, 1.5276, 0.24473
2, -4.8672, 5.0113, 0.010322, 0.61139, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 10, 241.01, 0.0093602, 0.0018849, 0.020479, 2.4654, 3.2103, 1.7442, 0.24473
3, -4.8690, 5.0113, 0.0086982, 0.61139, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 10, 209.18, 0.0093602, 0.0018849, 0.017581, 2.4654, 3.2103, 1.7442, 0.24473
4, -4.8798, 5.0113, 0.0086982, 0.61139, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 9.6036, 190.37, 0.0093602, 0.0018849, 0.020479, 2.4654, 3.2103, 1.7442, 0.24473
5, -4.8807, 5.0113, 0.0086982, 0.61139, 0.16058, 0.2565, 0.013921, 0.019146, 0.012501, 10, 188.64, 0.0093602, 0.0018849, 0.020479, 2.049, 3.2103, 1.7442, 0.23772
6, -4.8823, 7.1485, 0.0086982, 0.61139, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 9.6036, 209.85, 0.0093602, 0.0018849, 0.020479, 2.4654, 3.2103, 1.7442, 0.24473
7, -4.8828, 5.0113, 0.0086982, 0.61139, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 10, 201.99, 0.0093602, 0.0018849, 0.012516, 2.4654, 3.2103, 1.7442, 0.24473
8, -4.8871, 5.0113, 0.0086982, 0.61139, 0.16058, 0.18323, 0.015231, 0.019146, 0.012501, 9.6036, 357.15, 0.0093602, 0.0010662, 0.020479, 2.4654, 3.2103, 1.7442, 0.24473
9, -4.8880, 5.0113, 0.0086982, 0.47535, 0.16058, 0.24882, 0.017832, 0.019146, 0.013012, 9.6036, 209.81, 0.0093602, 0.0018849, 0.020479, 2.4654, 3.2103, 1.7442, 0.24473
10, -4.8881, 5.0113, 0.0086982, 0.82967, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 9.6036, 299.54, 0.0093602, 0.0018849, 0.020479, 2.1333, 3.2103, 1.7442, 0.24473
11, -4.8885, 3.6397, 0.0086982, 0.73985, 0.16058, 0.24882, 0.013921, 0.019146, 0.012501, 10, 357.15, 0.0093602, 0.0023449, 0.020479, 2.3726, 3.0053, 1.7442, 0.24473
