Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, C0, kfcm, krcm, eCA, kclus, eDLoop
1708, -3.3486, 0.083211, 6.43, 0.018349, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.001127, 0.014792, 1, 4.4482, 1465.4, 0.05,6.2602, 1e-26,153.32,0.86248, 1e-26, 0.14649
1709, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.11236
1710, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.891, 1e-26,119.99,1.2727, 1e-26, 0.15907
1711, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.3175, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.5975, 1e-26, 0.15907
1712, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,0.81045, 1e-26, 0.15907
1713, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1714, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.4634, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1715, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,96.738,0.98427, 1e-26, 0.15907
1716, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,174.91,1.2727, 1e-26, 0.18793
1717, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.3116, 1e-26, 0.2134
1718, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.11107
1719, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,6.1298, 1e-26,119.99,1.2727, 1e-26, 0.12205
1720, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.12983
1721, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.1405
1722, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,0.83733, 1e-26, 0.15907
1723, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,0.84167, 1e-26, 0.15907
1724, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,6.3819, 1e-26,119.99,1.2727, 1e-26, 0.15907
1725, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0023519, 0.014792, 1.3041, 4.4482, 1465.4, 0.05,7.1082, 1e-26,119.99,1.1641, 1e-26, 0.15907
1726, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0023802, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,146.82,1.2727, 1e-26, 0.15907
1727, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0023798, 0.014792, 1, 4.4482, 1465.4, 0.05,4.4062, 1e-26,119.99,1.2727, 1e-26, 0.15907
1728, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0024558, 0.014792, 1.3089, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1729, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0028872, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1730, -3.3486, 0.083211, 6.43, 0.022438, 370.97, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,9.1196, 1e-26,119.99,1.3995, 1e-26, 0.15907
1731, -3.3486, 0.083211, 6.43, 0.022438, 159.3, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2136, 1e-26, 0.15907
1732, -3.3486, 0.083211, 6.43, 0.025065, 308.76, 3.0261, 1.0581, 0.40746, 0.022988, 3.8905, 0.062537, 7.901, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.81,0.80358, 1e-26, 0.15907
1733, -3.3486, 0.083211, 6.43, 0.020202, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,5.6511, 1e-26,119.99,1.395, 1e-26, 0.15238
1734, -3.3486, 0.083211, 6.43, 0.030206, 449.69, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.15907
1735, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.1544, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1736, -3.3486, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4544, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1737, -3.3486, 0.083211, 6.43, 0.022438, 276.78, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.12012
1738, -3.3486, 0.083211, 6.43, 0.019643, 424.1, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 8.9194, 0.0022487, 0.013768, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1739, -3.3486, 0.083211, 6.43, 0.022438, 326.33, 2.969, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.3858, 4.4482, 1465.4, 0.05,6.6711, 1e-26,119.99,1.2727, 1e-26, 0.15907
1740, -3.3486, 0.083211, 6.43, 0.015939, 308.76, 3.066, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,4.1913, 1e-26,163.8,1.2727, 1e-26, 0.15907
1741, -3.3487, 0.083211, 6.43, 0.022438, 226.71, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1742, -3.3487, 0.083211, 6.43, 0.022438, 352.53, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022363, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,163.43,1.2727, 1e-26, 0.15907
1743, -3.3487, 0.083211, 6.43, 0.024608, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.001275, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1744, -3.3487, 0.083211, 6.43, 0.023813, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.4027, 4.4482, 1465.4, 0.05,4.5642, 1e-26,119.99,1.2727, 1e-26, 0.15907
1745, -3.3487, 0.083211, 6.43, 0.029423, 385.87, 2.0271, 0.79836, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0024761, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.4528, 1e-26, 0.15907
1746, -3.3487, 0.083211, 6.43, 0.022438, 308.76, 3.5191, 1.2259, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.4261, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.2306
1747, -3.3487, 0.083211, 6.43, 0.017739, 428.89, 3.0261, 1.0581, 0.3327, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.015376, 1, 4.7998, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1748, -3.3487, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0041, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,7.4984, 1e-26,119.99,1.2727, 1e-26, 0.15907
1749, -3.3488, 0.083211, 6.43, 0.022438, 308.76, 2.808, 1.0581, 0.40746, 0.023988, 3.8905, 0.062537, 6.2349, 0.0021943, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119,1.2727, 1e-26, 0.15907
1750, -3.3488, 0.083211, 6.43, 0.022438, 408.61, 3.0261, 1.492, 0.52128, 0.024904, 3.8905, 0.063206, 6.2349, 0.0022487, 0.014792, 1.4721, 4.4482, 1465.4, 0.05,8.2903, 1e-26,136.63,1.2727, 1e-26, 0.15907
1751, -3.3489, 0.083211, 6.43, 0.022438, 362.09, 3.1864, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0023469, 0.014792, 1.3265, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.18235
1752, -3.3489, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.95235, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0015557, 0.014792, 1, 4.4482, 1465.4, 0.05,7.1322, 1e-26,119.99,1.2727, 1e-26, 0.15907
1753, -3.3489, 0.083211, 6.43, 0.018933, 308.76, 3.0261, 1.1192, 0.42681, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,103.56,1.2727, 1e-26, 0.15907
1754, -3.3489, 0.083211, 6.43, 0.021196, 308.76, 4.5182, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 9.3501, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1755, -3.3489, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 5.3972, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,130.02,1.2727, 1e-26, 0.15907
1756, -3.3489, 0.083211, 6.43, 0.013899, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 5.4519, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1757, -3.3489, 0.083211, 6.43, 0.022438, 308.76, 3.1527, 1.2691, 0.43416, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1758, -3.3490, 0.083211, 6.43, 0.018937, 402.77, 4.3653, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 5.4682, 0.0022487, 0.015567, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.22193
1759, -3.3490, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0098, 0.40746, 0.024756, 3.8905, 0.062537, 6.2349, 0.0030138, 0.014622, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1760, -3.3491, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 5.0687, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1761, -3.3491, 0.083211, 6.43, 0.022438, 185.19, 3.0261, 1.0581, 0.33708, 0.0196, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,6.9462, 1e-26,164.6,1.2727, 1e-26, 0.15907
1762, -3.3491, 0.083211, 6.43, 0.023785, 308.76, 2.6361, 0.83112, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1763, -3.3491, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.3482, 0.043449, 6.2349, 0.0022487, 0.015932, 1, 4.9232, 1465.4, 0.05,7.4287, 1e-26,128.62,1.2727, 1e-26, 0.15907
1764, -3.3492, 0.083211, 6.43, 0.016782, 308.76, 3.0261, 1.1984, 0.40746, 0.024904, 3.8905, 0.062537, 4.2498, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1765, -3.3492, 0.083211, 6.43, 0.029367, 308.76, 3.7061, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1.0704, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.13197
1766, -3.3492, 0.083211, 6.43, 0.022438, 308.76, 3.7447, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.23369
1767, -3.3493, 0.083211, 6.43, 0.022438, 324.15, 3.0261, 1.0581, 0.40746, 0.025429, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.5596, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.12771
1768, -3.3493, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 4.5177, 0.0022487, 0.014792, 1.2299, 4.4482, 1465.4, 0.05,8.2903, 1e-26,118.02,1.2727, 1e-26, 0.15907
1769, -3.3493, 0.083211, 5.8985, 0.021766, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.017242, 1.2161, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1770, -3.3493, 0.083211, 6.43, 0.025166, 308.76, 3.0261, 1.0581, 0.52319, 0.027902, 3.8905, 0.062537, 7.7048, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.5948, 1e-26, 0.10424
1771, -3.3493, 0.086412, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 7.9207, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.529, 1e-26, 0.15468
1772, -3.3494, 0.11174, 6.43, 0.0311, 308.76, 3.0261, 0.93147, 0.40746, 0.024904, 3.8905, 0.062537, 6.2463, 0.0022487, 0.014792, 1, 4.4482, 1125, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1773, -3.3494, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.71572, 0.56438, 0.036679, 3.8905, 0.062537, 6.2349, 0.0011849, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.17912
1774, -3.3494, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.27174, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.01144, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1775, -3.3494, 0.083211, 6.43, 0.022438, 308.76, 1.6827, 0.54126, 0.40746, 0.024904, 3.8905, 0.062537, 5.6479, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,69.751,1.2727, 1e-26, 0.15907
1776, -3.3494, 0.083211, 6.43, 0.020784, 253.35, 3.0261, 0.83195, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0021579, 0.014792, 1, 4.4482, 1465.4, 0.05,7.1013, 1e-26,178.13,1.2727, 1e-26, 0.15907
1777, -3.3494, 0.081134, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.017912, 3.8905, 0.062537, 8.5214, 0.0019213, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,83.909,1.2727, 1e-26, 0.15271
1778, -3.3495, 0.083211, 6.43, 0.022438, 293.31, 3.0261, 1.0581, 0.47178, 0.024904, 3.8905, 0.062537, 7.4409, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,9.1925, 1e-26,119.99,1.2727, 1e-26, 0.15907
1779, -3.3496, 0.083211, 4.6238, 0.022438, 379.63, 2.2264, 0.83732, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.017474, 1.1519, 4.4482, 1199.7, 0.05,10, 1e-26,119.99,1.4289, 1e-26, 0.15907
1780, -3.3497, 0.083211, 6.43, 0.022438, 308.76, 3.4148, 0.76752, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1781, -3.3497, 0.083211, 6.43, 0.022438, 308.76, 4.0095, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1782, -3.3497, 0.083211, 6.43, 0.022438, 308.76, 4.0435, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0030943, 0.014792, 1, 4.4482, 1465.4, 0.05,8.7851, 1e-26,119.99,1.2727, 1e-26, 0.15907
1783, -3.3497, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.71423, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1784, -3.3498, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.69311, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0014221, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,117.18,1.2727, 1e-26, 0.219
1785, -3.3498, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.46017, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.10821
1786, -3.3498, 0.083211, 6.43, 0.030803, 308.76, 3.0261, 1.0581, 0.4508, 0.024904, 3.8905, 0.062537, 5.6995, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,147.13,1.2727, 1e-26, 0.15907
1787, -3.3498, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.049545, 8.9693, 0.0022487, 0.01568, 1, 2.9844, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1788, -3.3498, 0.083211, 7.852, 0.022438, 308.76, 1.9708, 1.0581, 0.40746, 0.025516, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 5.9594, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1789, -3.3499, 0.083211, 6.43, 0.022438, 285.44, 3.0261, 1.0581, 0.40746, 0.021022, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,66.66,1.2727, 1e-26, 0.17899
1790, -3.3499, 0.083211, 6.43, 0.022438, 380.79, 2.33, 1.0581, 0.40746, 0.019828, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,6.4025, 1e-26,119.99,1.2727, 1e-26, 0.15907
1791, -3.3500, 0.080861, 6.43, 0.022438, 291.57, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1571.5, 0.05,8.2903, 1e-26,119.99,1.4556, 1e-26, 0.15907
1792, -3.3500, 0.083211, 6.43, 0.019729, 308.76, 3.4058, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 3.5404, 0.0027851, 0.014792, 1, 4.4482, 1465.4, 0.05,6.6854, 1e-26,119.99,1.2727, 1e-26, 0.15907
1793, -3.3500, 0.083211, 6.43, 0.022438, 308.76, 1.5145, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.977, 1465.4, 0.05,10, 1e-26,119.99,0.89715, 1e-26, 0.15907
1794, -3.3500, 0.078209, 5.6173, 0.022438, 308.76, 3.0261, 1.0581, 0.20949, 0.024904, 3.8905, 0.062537, 8.4258, 0.0022487, 0.014792, 1.1269, 6.131, 1323.1, 0.05,9.4005, 1e-26,147.55,1.2727, 1e-26, 0.089218
1795, -3.3500, 0.083211, 9.4217, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 2197.2, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.19595
1796, -3.3501, 0.083211, 6.43, 0.021702, 308.76, 3.0261, 1.0581, 0.48145, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,7.7623, 1e-26,119.99,1.2727, 1e-26, 0.15907
1797, -3.3501, 0.083211, 6.43, 0.022438, 423.54, 3.0261, 1.0581, 0.40746, 0.020273, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,80.642,1.2727, 1e-26, 0.15907
1798, -3.3501, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.58804, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,0.76989, 1e-26, 0.15907
1799, -3.3501, 0.083211, 6.43, 0.022438, 308.76, 1.9381, 1.0581, 0.5673, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.15907
1800, -3.3502, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.53429, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,10, 1e-26,119.99,1.2727, 1e-26, 0.15907
1801, -3.3502, 0.083211, 6.43, 0.022438, 260.49, 3.0261, 1.0581, 0.57167, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.016003, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,161.32,1.2727, 1e-26, 0.15907
1802, -3.3502, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.01, 1, 3.7239, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1803, -3.3502, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.49266, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,66.431,1.2727, 1e-26, 0.18399
1804, -3.3503, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.782, 0.0022487, 0.013168, 1.46, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.15907
1805, -3.3503, 0.058202, 4.3179, 0.01365, 308.76, 3.0261, 0.96562, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,9.9891, 1e-26,119.99,1.9017, 1e-26, 0.17407
1806, -3.3503, 0.083211, 6.43, 0.022438, 308.76, 3.0261, 0.52933, 0.60245, 0.034887, 3.8905, 0.062537, 6.3348, 0.0022487, 0.014792, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.23782
1807, -3.3503, 0.083211, 6.43, 0.025623, 308.76, 3.4624, 1.0581, 0.40746, 0.024904, 3.8905, 0.062537, 6.2349, 0.0022487, 0.013619, 1, 4.4482, 1465.4, 0.05,8.2903, 1e-26,119.99,1.2727, 1e-26, 0.12342
